,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
580,Jesse Lingard,14.0,eng ENG,RW,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,07/26/20,Manchester Utd,Leicester City
581,Bruno Fernandes,18.0,pt POR,AM,85,51,47,4,0,0,14,5,4,3,0,0,3,34,5,12,5,45,1,0,0,31,0,0,2,7,07/26/20,Manchester Utd,Leicester City
582,Scott McTominay,39.0,sco SCO,DM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Manchester Utd,Leicester City
583,Nemanja Matic,31.0,rs SRB,DM,90,68,66,2,2,0,12,1,0,0,0,0,0,55,4,9,55,8,4,0,1,58,0,0,1,2,07/26/20,Manchester Utd,Leicester City
584,Paul Pogba,6.0,fr FRA,"DM,AM",90,57,54,3,3,0,13,8,0,0,0,0,0,36,6,15,6,47,3,0,1,46,2,0,4,1,07/26/20,Manchester Utd,Leicester City
585,Brandon Williams,53.0,eng ENG,LB,90,73,62,11,0,0,12,0,0,0,0,0,0,55,7,11,15,43,3,11,0,65,0,0,0,0,07/26/20,Manchester Utd,Leicester City
586,Harry Maguire,5.0,eng ENG,CB,90,51,49,2,2,0,13,4,0,0,0,0,0,38,5,8,8,37,3,0,0,47,0,1,0,0,07/26/20,Manchester Utd,Leicester City
587,Victor Lindelof,2.0,se SWE,CB,90,59,59,0,0,0,4,1,0,0,0,0,0,43,8,8,7,46,4,0,0,49,0,1,0,0,07/26/20,Manchester Utd,Leicester City
588,Aaron Wan-Bissaka,29.0,eng ENG,RB,90,69,62,7,0,0,13,1,2,0,0,0,0,58,7,4,0,62,0,7,0,63,0,0,0,2,07/26/20,Manchester Utd,Leicester City
589,David de Gea,1.0,es ESP,GK,90,24,8,16,6,0,1,2,0,0,0,0,0,14,1,9,2,17,0,0,3,19,0,1,0,0,07/26/20,Manchester Utd,Leicester City
