,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
433,Toby Alderweireld,4.0,be BEL,CB,90,46,55,83.6,1043,279,0,0,,27,32,84.4,19,23,82.6,0,0.0,0,3,0,0,3,07/26/20,Tottenham,Crystal Palace
434,Serge Aurier,24.0,ci CIV,RB,90,52,63,82.5,938,299,0,0,,44,50,88.0,8,13,61.5,0,0.0,0,5,0,0,5,07/26/20,Tottenham,Crystal Palace
435,Hugo Lloris,1.0,fr FRA,GK,90,21,26,80.8,722,553,0,0,,10,10,100.0,11,16,68.8,0,0.0,0,1,0,0,0,07/26/20,Tottenham,Crystal Palace
436,Moise Kean,27.0,it ITA,FW,69,8,11,72.7,151,59,1,1,100.0,5,8,62.5,2,2,100.0,0,0.4,3,0,2,1,2,07/26/20,Everton,Bournemouth
437,Dominic Calvert-Lewin,9.0,eng ENG,FW,21,5,6,83.3,106,0,0,0,,4,5,80.0,1,1,100.0,0,0.0,0,0,0,0,0,07/26/20,Everton,Bournemouth
438,Richarlison,7.0,br BRA,LW,90,30,37,81.1,483,138,2,4,50.0,23,25,92.0,5,8,62.5,0,0.0,0,4,3,0,4,07/26/20,Everton,Bournemouth
439,Theo Walcott,11.0,eng ENG,RW,57,20,27,74.1,282,90,2,4,50.0,17,22,77.3,1,1,100.0,1,1.0,3,2,1,0,2,07/26/20,Everton,Bournemouth
440,Anthony Gordon,42.0,eng ENG,RW,33,14,19,73.7,272,31,0,1,0.0,11,14,78.6,3,4,75.0,0,0.0,0,1,0,0,1,07/26/20,Everton,Bournemouth
441,Gylfi Sigurdsson,10.0,is ISL,AM,90,56,61,91.8,1089,184,0,1,0.0,43,45,95.6,13,15,86.7,0,0.1,1,6,2,0,2,07/26/20,Everton,Bournemouth
442,Tom Davies,26.0,eng ENG,CM,69,50,58,86.2,941,255,0,1,0.0,40,46,87.0,10,11,90.9,0,0.0,0,7,0,0,4,07/26/20,Everton,Bournemouth
443,Bernard,20.0,br BRA,CM,21,12,14,85.7,266,66,0,0,,5,5,100.0,7,9,77.8,0,0.2,1,2,1,1,1,07/26/20,Everton,Bournemouth
444,Andre Gomes,21.0,pt POR,CM,90,96,110,87.3,2155,559,0,1,0.0,66,70,94.3,30,39,76.9,0,0.0,0,11,1,0,11,07/26/20,Everton,Bournemouth
445,Lucas Digne,12.0,fr FRA,LB,69,46,58,79.3,958,334,0,3,0.0,34,41,82.9,12,14,85.7,0,0.4,2,1,2,1,7,07/26/20,Everton,Bournemouth
446,Leighton Baines,3.0,eng ENG,LB,21,21,21,100.0,331,114,0,0,,19,19,100.0,2,2,100.0,0,0.1,1,0,0,0,1,07/26/20,Everton,Bournemouth
447,Jarrad Branthwaite,32.0,eng ENG,CB,90,83,89,93.3,1779,525,1,1,100.0,62,65,95.4,20,23,87.0,0,0.0,0,4,1,0,2,07/26/20,Everton,Bournemouth
448,Michael Keane,5.0,eng ENG,CB,90,90,96,93.8,2033,459,1,1,100.0,60,62,96.8,29,33,87.9,0,0.0,0,5,0,0,2,07/26/20,Everton,Bournemouth
449,Seamus Coleman,23.0,ie IRL,RB,57,29,36,80.6,560,147,1,1,100.0,22,28,78.6,6,7,85.7,0,0.0,0,2,2,1,4,07/26/20,Everton,Bournemouth
450,Djibril Sidibe,19.0,fr FRA,RB,33,42,48,87.5,854,205,0,0,,33,38,86.8,9,10,90.0,0,0.1,1,2,1,1,4,07/26/20,Everton,Bournemouth
451,Jordan Pickford,1.0,eng ENG,GK,90,33,36,91.7,741,436,0,0,,24,24,100.0,9,12,75.0,0,0.0,0,0,0,0,0,07/26/20,Everton,Bournemouth
452,Dominic Solanke,9.0,eng ENG,FW,63,8,15,53.3,65,27,2,2,100.0,6,9,66.7,0,4,0.0,0,0.0,0,1,0,0,1,07/26/20,Bournemouth,Everton
453,Philip Billing,29.0,dk DEN,"CM,FW",27,11,14,78.6,164,52,0,0,,9,12,75.0,2,2,100.0,0,0.0,0,2,0,0,0,07/26/20,Bournemouth,Everton
454,Callum Wilson,13.0,eng ENG,FW,90,17,25,68.0,244,83,0,2,0.0,16,21,76.2,1,2,50.0,0,0.0,1,4,1,0,3,07/26/20,Bournemouth,Everton
455,Joshua King,7.0,no NOR,CM,87,21,29,72.4,310,129,0,3,0.0,19,22,86.4,2,4,50.0,1,0.3,2,1,1,1,5,07/26/20,Bournemouth,Everton
456,Harry Wilson,22.0,wal WAL,CM,3,2,3,66.7,60,28,0,0,,1,2,50.0,1,1,100.0,0,0.0,0,1,0,0,1,07/26/20,Bournemouth,Everton
457,Jefferson Lerma,8.0,co COL,"CM,DM",90,20,24,83.3,396,191,2,2,100.0,12,14,85.7,6,8,75.0,0,0.0,0,4,0,0,2,07/26/20,Bournemouth,Everton
458,Dan Gosling,4.0,eng ENG,CM,90,26,34,76.5,442,179,0,1,0.0,23,29,79.3,3,4,75.0,0,0.0,0,1,0,0,0,07/26/20,Bournemouth,Everton
459,David Brooks,20.0,wal WAL,CM,63,14,20,70.0,201,52,1,1,100.0,13,14,92.9,0,5,0.0,0,0.1,1,0,0,0,2,07/26/20,Bournemouth,Everton
460,Junior Stanislas,19.0,eng ENG,CM,27,11,17,64.7,202,75,0,1,0.0,9,14,64.3,2,2,100.0,0,0.0,1,1,1,0,2,07/26/20,Bournemouth,Everton
461,Diego Rico,21.0,es ESP,LB,90,39,55,70.9,862,552,0,2,0.0,22,25,88.0,17,28,60.7,1,0.2,3,1,2,1,11,07/26/20,Bournemouth,Everton
462,Lloyd Kelly,26.0,eng ENG,CB,90,12,23,52.2,253,102,0,3,0.0,8,9,88.9,4,11,36.4,0,0.0,0,0,0,0,1,07/26/20,Bournemouth,Everton
463,Steve Cook,3.0,eng ENG,CB,90,7,13,53.8,121,36,0,0,,4,4,100.0,3,9,33.3,0,0.0,0,0,0,0,0,07/26/20,Bournemouth,Everton
464,Adam Smith,15.0,eng ENG,RB,90,26,34,76.5,536,293,1,3,33.3,18,20,90.0,7,11,63.6,0,0.0,0,3,2,0,9,07/26/20,Bournemouth,Everton
465,Aaron Ramsdale,12.0,eng ENG,GK,90,9,21,42.9,523,467,0,0,,2,2,100.0,7,19,36.8,0,0.1,1,5,0,0,0,07/26/20,Bournemouth,Everton
466,Alexandre Lacazette,9.0,fr FRA,FW,56,5,9,55.6,92,21,0,1,0.0,4,6,66.7,1,2,50.0,0,0.0,0,0,0,0,0,07/26/20,Arsenal,Watford
467,Eddie Nketiah,30.0,eng ENG,FW,34,14,14,100.0,233,49,0,0,,11,11,100.0,3,3,100.0,0,0.3,1,0,2,0,4,07/26/20,Arsenal,Watford
468,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,22,29,75.9,381,93,0,0,,19,20,95.0,3,9,33.3,1,0.1,1,2,0,0,4,07/26/20,Arsenal,Watford
469,Nicolas Pepe,19.0,ci CIV,RW,71,24,26,92.3,459,143,0,0,,19,20,95.0,5,6,83.3,0,0.1,2,2,2,1,6,07/26/20,Arsenal,Watford
470,Reiss Nelson,24.0,eng ENG,RW,19,6,9,66.7,120,35,1,1,100.0,3,4,75.0,2,4,50.0,0,0.1,1,0,1,1,1,07/26/20,Arsenal,Watford
471,Joseph Willock,28.0,eng ENG,AM,56,11,15,73.3,170,41,0,0,,10,12,83.3,1,3,33.3,0,0.0,0,0,0,0,0,07/26/20,Arsenal,Watford
472,Sead Kolasinac,31.0,ba BIH,"CB,AM",34,13,16,81.3,232,91,0,0,,11,12,91.7,2,4,50.0,0,0.0,0,0,0,0,0,07/26/20,Arsenal,Watford
473,Granit Xhaka,34.0,ch SUI,"CM,DM",90,57,67,85.1,1154,241,1,1,100.0,41,50,82.0,15,16,93.8,0,0.0,0,4,0,0,4,07/26/20,Arsenal,Watford
474,Dani Ceballos,8.0,es ESP,"CM,DM",71,46,53,86.8,915,275,0,0,,35,37,94.6,11,16,68.8,0,0.2,2,8,1,0,5,07/26/20,Arsenal,Watford
475,Lucas Torreira,11.0,uy URU,DM,19,7,7,100.0,158,30,0,0,,4,4,100.0,3,3,100.0,0,0.0,0,0,0,0,0,07/26/20,Arsenal,Watford
476,Kieran Tierney,3.0,sco SCO,"LB,WB",90,25,33,75.8,501,210,0,0,,17,18,94.4,8,15,53.3,1,0.1,1,0,0,0,3,07/26/20,Arsenal,Watford
477,David Luiz,23.0,br BRA,CB,90,26,32,81.3,672,314,0,0,,16,17,94.1,10,15,66.7,0,0.0,0,4,0,0,2,07/26/20,Arsenal,Watford
478,Rob Holding,16.0,eng ENG,CB,90,38,48,79.2,864,304,0,2,0.0,24,26,92.3,14,20,70.0,0,0.0,0,3,1,0,3,07/26/20,Arsenal,Watford
479,Ainsley Maitland-Niles,15.0,eng ENG,"RB,WB",90,57,68,83.8,1063,290,1,5,20.0,45,48,93.8,11,15,73.3,0,0.0,1,2,2,0,7,07/26/20,Arsenal,Watford
480,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,27,34,79.4,747,391,0,0,,18,18,100.0,9,16,56.3,0,0.0,0,1,0,0,0,07/26/20,Arsenal,Watford
481,Troy Deeney,9.0,eng ENG,FW,90,24,39,61.5,430,149,0,3,0.0,22,30,73.3,2,6,33.3,0,0.4,1,5,2,0,6,07/26/20,Watford,Arsenal
482,Danny Welbeck,10.0,eng ENG,FW,90,16,18,88.9,214,22,0,1,0.0,14,15,93.3,2,2,100.0,0,0.0,0,0,0,0,0,07/26/20,Watford,Arsenal
483,Roberto Pereyra,37.0,ar ARG,AM,87,36,43,83.7,711,156,1,3,33.3,28,30,93.3,7,10,70.0,0,0.0,1,2,1,0,5,07/26/20,Watford,Arsenal
484,Joao Pedro,17.0,br BRA,AM,3,2,3,66.7,36,17,0,0,,1,2,50.0,1,1,100.0,0,0.2,1,0,1,1,1,07/26/20,Watford,Arsenal
485,Ismaila Sarr,23.0,sn SEN,AM,90,36,44,81.8,570,192,0,2,0.0,31,34,91.2,5,8,62.5,1,1.3,4,0,3,3,5,07/26/20,Watford,Arsenal
486,Abdoulaye Doucoure,16.0,fr FRA,CM,80,42,57,73.7,806,191,0,6,0.0,34,39,87.2,8,12,66.7,0,0.0,0,4,3,0,6,07/26/20,Watford,Arsenal
487,Tom Cleverley,8.0,eng ENG,CM,10,5,8,62.5,85,30,1,1,100.0,3,3,100.0,1,4,25.0,0,0.0,0,1,0,0,1,07/26/20,Watford,Arsenal
488,Will Hughes,19.0,eng ENG,CM,80,34,43,79.1,689,246,0,3,0.0,27,27,100.0,7,13,53.8,0,0.0,2,5,2,1,7,07/26/20,Watford,Arsenal
489,Nathaniel Chalobah,14.0,eng ENG,CM,10,11,14,78.6,170,37,1,2,50.0,10,11,90.9,0,1,0.0,0,0.2,1,0,0,0,2,07/26/20,Watford,Arsenal
490,Adam Masina,11.0,it ITA,LB,90,33,39,84.6,697,289,0,0,,25,27,92.6,8,12,66.7,0,0.0,1,3,1,1,5,07/26/20,Watford,Arsenal
491,Craig Dawson,4.0,eng ENG,CB,90,42,47,89.4,1009,358,0,2,0.0,27,30,90.0,15,15,100.0,0,0.0,0,5,1,0,3,07/26/20,Watford,Arsenal
492,Christian Kabasele,27.0,be BEL,CB,90,30,30,100.0,784,351,1,1,100.0,15,15,100.0,14,14,100.0,0,0.0,0,3,0,0,1,07/26/20,Watford,Arsenal
493,Kiko Femenia,21.0,es ESP,RB,44,19,23,82.6,341,182,0,1,0.0,17,18,94.4,2,4,50.0,0,0.1,1,2,2,0,3,07/26/20,Watford,Arsenal
494,Adrian Mariappa,6.0,jm JAM,RB,46,26,33,78.8,501,284,0,1,0.0,17,19,89.5,9,13,69.2,0,0.0,0,2,0,0,8,07/26/20,Watford,Arsenal
495,Ben Foster,26.0,eng ENG,GK,90,13,21,61.9,578,439,0,0,,3,3,100.0,10,18,55.6,0,0.0,0,1,0,0,1,07/26/20,Watford,Arsenal
496,Gabriel Jesus,9.0,br BRA,FW,90,35,39,89.7,538,129,2,4,50.0,28,30,93.3,5,5,100.0,0,0.2,3,4,2,0,3,07/26/20,Manchester City,Norwich City
497,Phil Foden,47.0,eng ENG,"LW,RW",45,38,46,82.6,640,131,1,3,33.3,30,33,90.9,7,10,70.0,0,0.2,2,0,4,1,5,07/26/20,Manchester City,Norwich City
498,Riyad Mahrez,26.0,dz ALG,RW,45,25,28,89.3,491,173,2,2,100.0,18,21,85.7,5,5,100.0,0,0.0,1,1,3,0,6,07/26/20,Manchester City,Norwich City
499,Raheem Sterling,7.0,eng ENG,"LW,RW",90,35,41,85.4,501,88,2,3,66.7,29,33,87.9,4,5,80.0,0,0.3,3,1,4,0,6,07/26/20,Manchester City,Norwich City
500,David Silva,21.0,es ESP,CM,84,49,57,86.0,693,88,1,3,33.3,46,49,93.9,2,5,40.0,0,0.1,1,3,3,0,5,07/26/20,Manchester City,Norwich City
501,Bernardo Silva,20.0,pt POR,CM,6,1,2,50.0,20,0,0,0,,1,2,50.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Manchester City,Norwich City
502,Kevin De Bruyne,17.0,be BEL,CM,90,52,69,75.4,1062,393,4,4,100.0,33,46,71.7,15,19,78.9,1,0.9,10,6,11,1,19,07/26/20,Manchester City,Norwich City
503,Rodrigo,16.0,es ESP,DM,45,44,47,93.6,784,171,0,0,,36,38,94.7,8,9,88.9,0,0.0,1,7,1,0,3,07/26/20,Manchester City,Norwich City
504,Ilkay Gundogan,8.0,de GER,DM,45,25,27,92.6,474,109,1,1,100.0,18,20,90.0,6,6,100.0,0,0.0,0,2,0,0,2,07/26/20,Manchester City,Norwich City
505,Joao Cancelo,27.0,pt POR,LB,90,81,90,90.0,1661,335,1,2,50.0,57,63,90.5,23,25,92.0,0,0.1,1,4,2,0,9,07/26/20,Manchester City,Norwich City
506,Aymeric Laporte,14.0,fr FRA,CB,90,92,98,93.9,2011,577,0,0,,62,65,95.4,30,33,90.9,0,0.0,0,12,0,0,9,07/26/20,Manchester City,Norwich City
507,Eric Garcia,50.0,es ESP,CB,45,46,46,100.0,1011,230,0,0,,29,29,100.0,17,17,100.0,0,0.0,1,4,0,0,2,07/26/20,Manchester City,Norwich City
508,Fernandinho,25.0,br BRA,CB,45,51,53,96.2,1243,380,0,0,,28,28,100.0,23,25,92.0,0,0.0,0,11,0,0,7,07/26/20,Manchester City,Norwich City
509,Kyle Walker,2.0,eng ENG,RB,90,81,87,93.1,1621,342,0,1,0.0,62,65,95.4,19,21,90.5,1,0.3,2,12,3,0,11,07/26/20,Manchester City,Norwich City
510,Ederson,31.0,br BRA,GK,90,27,29,93.1,618,415,0,0,,22,22,100.0,5,7,71.4,0,0.0,0,0,0,0,0,07/26/20,Manchester City,Norwich City
511,Teemu Pukki,22.0,fi FIN,FW,76,6,10,60.0,120,0,0,1,0.0,4,7,57.1,2,2,100.0,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
512,Adam Idah,35.0,ie IRL,FW,14,5,6,83.3,87,3,1,2,50.0,2,2,100.0,2,2,100.0,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
513,Onel Hernandez,11.0,cu CUB,LW,86,10,15,66.7,140,18,2,2,100.0,7,11,63.6,1,2,50.0,0,0.0,0,1,0,0,1,07/26/20,Norwich City,Manchester City
514,Josh Martin,56.0,eng ENG,LW,4,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
515,Todd Cantwell,14.0,eng ENG,RW,89,19,24,79.2,262,108,2,3,66.7,15,17,88.2,2,4,50.0,0,0.2,1,1,0,0,1,07/26/20,Norwich City,Manchester City
516,Jordan Thomas,41.0,eng ENG,RW,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
517,Marco Stiepermann,18.0,de GER,AM,76,12,24,50.0,157,67,1,4,25.0,10,15,66.7,1,5,20.0,0,0.0,0,1,0,0,2,07/26/20,Norwich City,Manchester City
518,Mario Vrancic,8.0,ba BIH,AM,14,2,6,33.3,30,0,0,1,0.0,2,4,50.0,0,1,0.0,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
519,Kenny McLean,23.0,sco SCO,CM,89,16,23,69.6,315,118,0,0,,12,14,85.7,4,9,44.4,0,0.4,1,0,0,0,0,07/26/20,Norwich City,Manchester City
520,Akin Famewo,43.0,eng ENG,CM,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
521,Lukas Rupp,7.0,de GER,CM,90,25,29,86.2,339,150,2,2,100.0,21,24,87.5,2,3,66.7,0,0.3,2,4,1,0,3,07/26/20,Norwich City,Manchester City
522,Jamal Lewis,12.0,nir NIR,LB,90,23,25,92.0,404,137,0,0,,19,20,95.0,4,5,80.0,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
523,Ben Godfrey,4.0,eng ENG,CB,90,17,28,60.7,385,36,0,1,0.0,12,15,80.0,5,12,41.7,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
524,Christoph Zimmermann,6.0,de GER,CB,90,7,16,43.8,203,52,0,0,,3,6,50.0,4,10,40.0,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
525,Max Aarons,2.0,eng ENG,RB,90,16,21,76.2,205,147,1,2,50.0,13,16,81.3,2,3,66.7,0,0.0,0,0,0,0,1,07/26/20,Norwich City,Manchester City
526,Tim Krul,1.0,nl NED,GK,90,32,50,64.0,1057,722,0,0,,17,17,100.0,15,33,45.5,0,0.0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
527,Dwight Gayle,12.0,eng ENG,FW,69,7,9,77.8,80,4,1,1,100.0,6,8,75.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
528,Andy Carroll,7.0,eng ENG,FW,21,1,1,100.0,17,9,0,0,,1,1,100.0,0,0,,0,0.0,0,1,0,0,0,07/26/20,Newcastle Utd,Liverpool
529,Allan Saint-Maximin,10.0,fr FRA,FW,45,5,6,83.3,66,7,0,0,,5,6,83.3,0,0,,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
530,Joelinton,9.0,br BRA,FW,45,7,11,63.6,93,14,0,1,0.0,7,9,77.8,0,1,0.0,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
531,Miguel Almiron,24.0,py PAR,CM,69,12,19,63.2,160,14,0,2,0.0,10,13,76.9,2,4,50.0,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
532,Isaac Hayden,14.0,eng ENG,CM,21,2,2,100.0,17,3,0,0,,2,2,100.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
533,Jonjo Shelvey,8.0,eng ENG,CM,90,22,32,68.8,536,149,0,2,0.0,17,20,85.0,5,10,50.0,1,0.4,2,2,0,0,3,07/26/20,Newcastle Utd,Liverpool
534,Nabil Bentaleb,42.0,dz ALG,DM,48,13,17,76.5,264,33,0,0,,10,11,90.9,3,6,50.0,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
535,Sean Longstaff,36.0,eng ENG,DM,42,12,14,85.7,257,54,0,0,,8,8,100.0,4,6,66.7,0,0.0,0,1,0,0,0,07/26/20,Newcastle Utd,Liverpool
536,Matt Ritchie,11.0,sco SCO,WB,90,29,49,59.2,438,212,0,0,,24,29,82.8,5,20,25.0,0,0.0,1,2,0,0,7,07/26/20,Newcastle Utd,Liverpool
537,Valentino Lazaro,23.0,at AUT,WB,90,20,27,74.1,404,191,0,0,,16,18,88.9,4,9,44.4,0,0.0,0,1,0,0,0,07/26/20,Newcastle Utd,Liverpool
538,Danny Rose,28.0,eng ENG,CB,73,15,20,75.0,249,59,0,2,0.0,12,14,85.7,3,4,75.0,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
539,Kelland Watts,49.0,eng ENG,CB,17,1,4,25.0,17,3,0,0,,1,1,100.0,0,3,0.0,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
540,Federico Fernandez,18.0,ar ARG,CB,90,14,21,66.7,350,108,0,0,,9,10,90.0,5,11,45.5,0,0.0,0,1,0,0,0,07/26/20,Newcastle Utd,Liverpool
541,Javier Manquillo,19.0,es ESP,CB,90,21,22,95.5,389,111,1,1,100.0,15,16,93.8,5,5,100.0,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
542,Martin DÃºbravka,1.0,sk SVK,GK,90,11,31,35.5,517,375,0,0,,2,2,100.0,9,29,31.0,0,0.0,0,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
543,Divock Origi,27.0,be BEL,FW,63,16,23,69.6,215,22,0,1,0.0,15,18,83.3,1,4,25.0,0,0.0,0,0,0,0,0,07/26/20,Liverpool,Newcastle Utd
544,Mohamed Salah,11.0,eg EGY,RW,27,17,21,81.0,204,94,0,0,,16,17,94.1,1,4,25.0,0,0.0,1,1,1,1,2,07/26/20,Liverpool,Newcastle Utd
545,Takumi Minamino,18.0,jp JPN,LW,63,26,28,92.9,426,43,0,0,,24,25,96.0,2,3,66.7,0,0.0,1,1,1,0,1,07/26/20,Liverpool,Newcastle Utd
546,Sadio Mane,10.0,sn SEN,LW,27,12,14,85.7,252,79,0,0,,10,11,90.9,2,3,66.7,0,0.0,0,2,2,1,3,07/26/20,Liverpool,Newcastle Utd
547,Alex Oxlade-Chamberlain,15.0,eng ENG,RW,63,18,22,81.8,282,94,0,1,0.0,15,17,88.2,3,4,75.0,1,0.1,1,1,1,1,2,07/26/20,Liverpool,Newcastle Utd
548,Roberto Firmino,9.0,br BRA,FW,27,15,19,78.9,254,93,1,1,100.0,12,16,75.0,2,2,100.0,1,0.2,2,2,0,0,3,07/26/20,Liverpool,Newcastle Utd
549,James Milner,7.0,eng ENG,CM,90,94,99,94.9,2086,499,1,2,50.0,63,65,96.9,30,32,93.8,0,0.1,2,17,2,0,13,07/26/20,Liverpool,Newcastle Utd
550,Naby Keita,8.0,gn GUI,CM,84,59,66,89.4,828,149,1,2,50.0,51,56,91.1,7,8,87.5,0,0.0,0,8,0,0,3,07/26/20,Liverpool,Newcastle Utd
551,Curtis Jones,48.0,eng ENG,CM,6,6,7,85.7,58,13,0,0,,6,7,85.7,0,0,,0,0.0,0,1,0,0,0,07/26/20,Liverpool,Newcastle Utd
552,Georginio Wijnaldum,5.0,nl NED,DM,90,80,86,93.0,1490,258,0,0,,65,68,95.6,15,18,83.3,0,0.0,1,8,1,0,3,07/26/20,Liverpool,Newcastle Utd
553,Andrew Robertson,26.0,sco SCO,LB,90,114,135,84.4,2140,706,0,3,0.0,91,99,91.9,23,33,69.7,1,0.1,2,9,2,0,18,07/26/20,Liverpool,Newcastle Utd
554,Virgil van Dijk,4.0,nl NED,CB,90,98,105,93.3,2257,575,0,0,,60,62,96.8,38,43,88.4,0,0.0,0,4,0,0,6,07/26/20,Liverpool,Newcastle Utd
555,Joseph Gomez,12.0,eng ENG,CB,90,98,112,87.5,2133,586,0,0,,71,79,89.9,27,33,81.8,0,0.0,0,6,0,0,4,07/26/20,Liverpool,Newcastle Utd
556,Neco Williams,76.0,wal WAL,RB,84,51,65,78.5,953,197,0,4,0.0,40,44,90.9,11,17,64.7,0,0.0,0,1,1,1,3,07/26/20,Liverpool,Newcastle Utd
557,Trent Alexander-Arnold,66.0,eng ENG,RB,6,7,7,100.0,123,56,0,0,,6,6,100.0,1,1,100.0,0,0.0,0,2,0,0,2,07/26/20,Liverpool,Newcastle Utd
558,Alisson,1.0,br BRA,GK,90,24,24,100.0,609,336,0,0,,16,16,100.0,8,8,100.0,0,0.0,0,0,0,0,0,07/26/20,Liverpool,Newcastle Utd
559,Jamie Vardy,9.0,eng ENG,FW,90,10,12,83.3,175,14,1,2,50.0,8,8,100.0,1,2,50.0,0,0.0,0,0,1,0,1,07/26/20,Leicester City,Manchester Utd
560,Kelechi Iheanacho,14.0,ng NGA,FW,57,26,27,96.3,419,49,0,0,,22,23,95.7,4,4,100.0,0,0.1,1,1,1,0,3,07/26/20,Leicester City,Manchester Utd
561,Ayoze Perez,17.0,es ESP,"CM,FW",33,7,8,87.5,73,11,1,1,100.0,6,7,85.7,0,0,,0,0.0,0,0,0,0,1,07/26/20,Leicester City,Manchester Utd
562,Youri Tielemans,8.0,be BEL,CM,72,32,42,76.2,582,153,1,2,50.0,26,30,86.7,5,10,50.0,0,0.1,3,4,0,0,3,07/26/20,Leicester City,Manchester Utd
563,Harvey Barnes,15.0,eng ENG,"FW,WB",18,3,3,100.0,56,22,0,0,,3,3,100.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Leicester City,Manchester Utd
564,Hamza Choudhury,20.0,eng ENG,CM,72,26,29,89.7,552,56,0,2,0.0,19,19,100.0,7,8,87.5,0,0.0,0,3,0,0,0,07/26/20,Leicester City,Manchester Utd
565,Dennis Praet,26.0,be BEL,CM,18,7,7,100.0,106,16,0,0,,7,7,100.0,0,0,,0,0.0,1,0,0,0,0,07/26/20,Leicester City,Manchester Utd
566,Wilfred Ndidi,25.0,ng NGA,DM,90,32,38,84.2,456,128,2,5,40.0,28,30,93.3,2,3,66.7,0,0.0,0,1,0,0,3,07/26/20,Leicester City,Manchester Utd
567,Luke Thomas,56.0,eng ENG,WB,87,38,50,76.0,676,222,0,1,0.0,29,36,80.6,9,13,69.2,0,0.3,3,1,3,3,8,07/26/20,Leicester City,Manchester Utd
568,George Hirst,45.0,eng ENG,FW,3,1,2,50.0,14,0,0,0,,1,2,50.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Leicester City,Manchester Utd
569,Marc Albrighton,11.0,eng ENG,WB,72,32,47,68.1,495,253,0,4,0.0,26,28,92.9,6,15,40.0,0,0.0,0,4,0,0,9,07/26/20,Leicester City,Manchester Utd
570,Demarai Gray,7.0,eng ENG,WB,18,8,12,66.7,130,56,0,0,,6,7,85.7,2,5,40.0,0,0.0,0,0,1,1,2,07/26/20,Leicester City,Manchester Utd
571,Jonny Evans,6.0,nir NIR,CB,89,49,58,84.5,1118,367,0,0,,33,36,91.7,16,22,72.7,0,0.0,0,3,0,0,3,07/26/20,Leicester City,Manchester Utd
572,Wes Morgan,5.0,jm JAM,CB,90,33,37,89.2,597,202,0,1,0.0,29,31,93.5,4,5,80.0,0,0.0,0,1,0,0,2,07/26/20,Leicester City,Manchester Utd
573,James Justin,2.0,eng ENG,CB,90,57,67,85.1,939,383,1,2,50.0,46,51,90.2,10,14,71.4,0,0.3,2,3,1,1,2,07/26/20,Leicester City,Manchester Utd
574,Kasper Schmeichel,1.0,dk DEN,GK,90,22,35,62.9,808,504,0,0,,8,8,100.0,14,27,51.9,0,0.0,1,0,0,0,1,07/26/20,Leicester City,Manchester Utd
575,Anthony Martial,9.0,fr FRA,FW,89,11,15,73.3,130,13,0,0,,11,15,73.3,0,0,,0,0.0,0,0,0,0,0,07/26/20,Manchester Utd,Leicester City
576,Odion Ighalo,25.0,ng NGA,FW,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Manchester Utd,Leicester City
577,Marcus Rashford,10.0,eng ENG,LW,89,22,29,75.9,437,141,0,1,0.0,18,21,85.7,4,7,57.1,0,0.1,1,3,3,0,5,07/26/20,Manchester Utd,Leicester City
578,Timothy Fosu-Mensah,24.0,nl NED,LW,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Manchester Utd,Leicester City
