,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
9678,Terence Kongolo,5.0,nl NED,CB,25-071,90,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,,04/26/19,Huddersfield,Liverpool
9679,Christopher Schindler,26.0,de GER,CB,28-362,90,0,0,0,1,0,0,0,0,1,0,0,0,2,2,1,66.7,04/26/19,Huddersfield,Liverpool
9680,Tommy Smith,2.0,eng ENG,"RB,WB",27-012,90,0,0,0,1,0,0,1,2,3,0,0,0,7,1,0,100.0,04/26/19,Huddersfield,Liverpool
9681,Jonas LÃ¶ssl,1.0,dk DEN,GK,30-084,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,04/26/19,Huddersfield,Liverpool
9682,Lucas Moura,27.0,br BRA,FW,26-257,65,0,0,0,0,3,1,0,0,0,0,0,0,8,3,0,100.0,04/27/19,Tottenham,West Ham
9683,Fernando Llorente,18.0,es ESP,FW,34-060,25,0,0,0,0,0,2,1,0,0,0,0,0,2,1,1,50.0,04/27/19,Tottenham,West Ham
9684,Son Heung-min,7.0,kr KOR,"FW,AM",26-293,90,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0.0,04/27/19,Tottenham,West Ham
9685,Dele Alli,20.0,eng ENG,"AM,CM",23-016,84,0,0,0,0,1,0,3,0,0,0,0,0,8,0,0,,04/27/19,Tottenham,West Ham
9686,Victor Wanyama,12.0,ke KEN,DM,27-306,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,04/27/19,Tottenham,West Ham
9687,Danny Rose,3.0,eng ENG,CM,28-299,76,0,0,0,0,2,0,3,0,3,0,0,0,10,1,0,100.0,04/27/19,Tottenham,West Ham
9688,Vincent Janssen,9.0,nl NED,FW,24-316,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,04/27/19,Tottenham,West Ham
9689,Christian Eriksen,23.0,dk DEN,CM,27-072,90,0,0,0,1,0,1,2,0,2,0,0,0,18,1,0,100.0,04/27/19,Tottenham,West Ham
9690,Eric Dier,15.0,eng ENG,"DM,CM",25-102,90,0,0,0,1,0,0,1,1,0,0,0,0,9,1,2,33.3,04/27/19,Tottenham,West Ham
9691,Ben Davies,33.0,wal WAL,LB,26-003,90,0,0,0,0,2,0,1,0,1,0,0,0,21,1,3,25.0,04/27/19,Tottenham,West Ham
9692,Toby Alderweireld,4.0,be BEL,CB,30-056,90,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,,04/27/19,Tottenham,West Ham
9693,Davinson SÃ¡nchez,6.0,co COL,CB,22-319,90,0,0,0,1,0,0,0,0,2,0,0,0,13,2,0,100.0,04/27/19,Tottenham,West Ham
9694,Juan Foyth,21.0,ar ARG,RB,21-105,90,0,0,0,0,0,0,2,0,2,0,0,0,7,1,0,100.0,04/27/19,Tottenham,West Ham
9695,Hugo Lloris,1.0,fr FRA,GK,32-122,90,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,04/27/19,Tottenham,West Ham
9696,Marko ArnautoviÄ,7.0,at AUT,FW,30-008,79,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0.0,04/27/19,West Ham,Tottenham
9697,Lucas PÃ©rez,27.0,es ESP,FW,30-229,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,04/27/19,West Ham,Tottenham
9698,Felipe Anderson,8.0,br BRA,LM,26-012,90,0,0,0,1,1,0,1,1,1,0,0,0,6,0,2,0.0,04/27/19,West Ham,Tottenham
9699,Robert Snodgrass,11.0,sco SCO,CM,31-232,76,1,0,0,1,0,0,4,0,1,0,0,0,3,0,0,,04/27/19,West Ham,Tottenham
9700,Pedro Obiang,14.0,gq EQG,CM,27-031,14,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,04/27/19,West Ham,Tottenham
9701,Mark Noble,16.0,eng ENG,CM,31-354,84,0,0,0,1,2,0,1,2,3,0,0,0,12,0,0,,04/27/19,West Ham,Tottenham
9702,Angelo Ogbonna,21.0,it ITA,CM,30-339,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,04/27/19,West Ham,Tottenham
9703,Michail Antonio,30.0,eng ENG,RM,29-030,90,0,0,0,2,0,1,0,0,0,0,0,0,6,5,3,62.5,04/27/19,West Ham,Tottenham
9704,Declan Rice,41.0,eng ENG,DM,20-103,90,0,0,0,1,0,0,0,1,0,0,0,0,17,0,1,0.0,04/27/19,West Ham,Tottenham
9705,Arthur Masuaku,26.0,cd COD,LB,25-171,90,0,0,0,0,0,0,4,0,0,0,0,0,13,2,0,100.0,04/27/19,West Ham,Tottenham
9706,Issa Diop,23.0,fr FRA,CB,22-108,90,0,0,0,1,0,0,0,5,2,0,0,0,14,0,2,0.0,04/27/19,West Ham,Tottenham
9707,FabiÃ¡n Balbuena,4.0,py PAR,CB,27-247,90,0,0,0,1,0,0,0,1,1,0,0,0,6,0,2,0.0,04/27/19,West Ham,Tottenham
9708,Ryan Fredericks,24.0,eng ENG,RB,26-199,90,1,0,0,0,0,1,2,1,4,0,0,0,9,0,1,0.0,04/27/19,West Ham,Tottenham
9709,Åukasz FabiaÅski,1.0,pl POL,GK,34-009,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,04/27/19,West Ham,Tottenham
9710,Aleksandar MitroviÄ,9.0,rs SRB,FW,24-223,90,0,0,0,1,0,0,0,0,0,0,0,0,4,1,5,16.7,04/27/19,Fulham,Cardiff City
9711,Ryan Babel,12.0,nl NED,LW,32-129,88,0,0,0,2,0,0,2,0,0,0,0,0,3,1,0,100.0,04/27/19,Fulham,Cardiff City
9712,Floyd AyitÃ©,11.0,tg TOG,LW,30-133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,04/27/19,Fulham,Cardiff City
9713,Ryan Sessegnon,3.0,eng ENG,RW,18-344,84,0,0,0,1,1,0,1,0,1,0,0,0,5,0,1,0.0,04/27/19,Fulham,Cardiff City
9714,Alfie Mawson,26.0,eng ENG,RW,25-098,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,04/27/19,Fulham,Cardiff City
9715,Tom Cairney,10.0,sco SCO,AM,28-097,90,0,0,0,0,2,0,3,1,3,0,0,0,10,1,0,100.0,04/27/19,Fulham,Cardiff City
9716,Andre-Frank Zambo Anguissa,29.0,cm CMR,DM,23-162,90,0,0,0,1,0,0,0,0,2,0,0,0,19,3,3,50.0,04/27/19,Fulham,Cardiff City
9717,Calum Chambers,5.0,eng ENG,DM,24-097,90,0,0,0,2,0,0,1,1,2,0,0,0,11,3,1,75.0,04/27/19,Fulham,Cardiff City
9718,Joe Bryan,23.0,eng ENG,LB,25-222,90,0,0,0,3,2,0,3,0,5,0,0,0,7,2,0,100.0,04/27/19,Fulham,Cardiff City
9719,Tim Ream,13.0,us USA,CB,31-204,90,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0.0,04/27/19,Fulham,Cardiff City
9720,Maxime Le Marchand,20.0,fr FRA,CB,29-198,90,0,0,0,0,1,1,0,1,0,0,0,0,10,0,1,0.0,04/27/19,Fulham,Cardiff City
9721,Denis Odoi,4.0,be BEL,RB,30-335,27,0,0,0,0,1,0,0,0,0,0,0,0,4,3,1,75.0,04/27/19,Fulham,Cardiff City
9722,Cyrus Christie,22.0,ie IRL,RB,26-209,63,0,0,0,0,0,0,0,1,3,0,0,0,5,2,3,40.0,04/27/19,Fulham,Cardiff City
9723,Sergio Rico,25.0,es ESP,GK,25-238,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,04/27/19,Fulham,Cardiff City
9724,Oumar Niasse,29.0,sn SEN,FW,29-009,60,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,0.0,04/27/19,Cardiff City,Fulham
9725,Danny Ward,9.0,eng ENG,FW,27-137,30,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,50.0,04/27/19,Cardiff City,Fulham
9726,Nathaniel Mendez-Laing,19.0,eng ENG,"LW,RW",27-012,90,0,0,0,2,0,1,4,1,1,0,0,0,10,1,3,25.0,04/27/19,Cardiff City,Fulham
9727,Junior Hoilett,33.0,ca CAN,"RW,LW",28-326,90,0,0,0,2,4,1,4,2,2,0,0,0,8,0,1,0.0,04/27/19,Cardiff City,Fulham
9728,VÃ­ctor Camarasa,21.0,es ESP,AM,24-334,71,0,0,0,0,1,0,1,1,2,0,0,0,4,1,1,50.0,04/27/19,Cardiff City,Fulham
9729,Rhys Healey,32.0,wal WAL,AM,24-142,19,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,04/27/19,Cardiff City,Fulham
9730,Leandro Bacuna,15.0,cw CUW,DM,27-249,90,0,0,0,1,0,0,0,1,2,0,0,0,13,0,0,,04/27/19,Cardiff City,Fulham
9731,Aron Gunnarsson,17.0,is ISL,DM,30-005,86,0,0,0,0,1,0,3,0,1,0,0,0,10,1,1,50.0,04/27/19,Cardiff City,Fulham
9732,Bobby Reid,14.0,jm JAM,DM,26-084,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,04/27/19,Cardiff City,Fulham
9733,Joe Bennett,3.0,eng ENG,LB,29-030,90,0,0,0,2,1,0,0,3,3,0,0,0,8,3,0,100.0,04/27/19,Cardiff City,Fulham
9734,Bruno Ecuele Manga,5.0,ga GAB,CB,30-285,90,0,0,0,0,1,0,0,1,1,0,0,0,12,2,0,100.0,04/27/19,Cardiff City,Fulham
9735,Sean Morrison,4.0,eng ENG,CB,28-109,90,0,0,0,0,0,0,0,0,3,0,0,0,15,5,5,50.0,04/27/19,Cardiff City,Fulham
9736,Lee Peltier,2.0,eng ENG,RB,32-137,90,0,0,0,0,0,0,1,0,2,0,0,0,7,1,0,100.0,04/27/19,Cardiff City,Fulham
9737,Neil Etheridge,1.0,ph PHI,GK,29-079,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,04/27/19,Cardiff City,Fulham
9738,Andre Gray,18.0,eng ENG,FW,27-305,90,0,0,0,0,0,1,1,0,0,0,0,0,4,1,1,50.0,04/27/19,Watford,Wolves
9739,Gerard Deulofeu,7.0,es ESP,FW,25-045,90,0,0,0,1,1,1,2,2,0,0,0,0,6,0,1,0.0,04/27/19,Watford,Wolves
9740,Roberto Pereyra,37.0,ar ARG,"LM,CM",28-110,90,0,0,0,0,2,0,3,0,0,0,0,0,9,0,0,,04/27/19,Watford,Wolves
9741,Abdoulaye DoucourÃ©,16.0,fr FRA,"CM,DM",26-116,90,0,0,0,1,0,0,0,2,1,0,0,0,12,2,4,33.3,04/27/19,Watford,Wolves
9742,Ãtienne Capoue,29.0,fr FRA,CM,30-290,90,1,0,0,2,1,0,1,1,4,0,0,0,11,2,0,100.0,04/27/19,Watford,Wolves
9743,Will Hughes,19.0,eng ENG,RM,24-010,73,0,0,0,1,4,0,0,0,1,0,0,0,14,2,1,66.7,04/27/19,Watford,Wolves
9744,Christian Kabasele,27.0,be BEL,CB,28-062,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,04/27/19,Watford,Wolves
9745,JosÃ© Holebas,25.0,gr GRE,"LB,WB",34-304,90,1,0,0,2,1,0,4,2,1,0,0,0,3,3,1,75.0,04/27/19,Watford,Wolves
9746,Craig Cathcart,15.0,nir NIR,CB,30-080,81,0,0,0,1,0,1,0,0,0,0,0,0,12,3,1,75.0,04/27/19,Watford,Wolves
9747,Isaac Success,10.0,ng NGA,RM,23-110,9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.0,04/27/19,Watford,Wolves
9748,Adrian Mariappa,6.0,jm JAM,CB,32-206,90,0,0,0,1,0,1,0,1,0,0,0,0,6,2,2,50.0,04/27/19,Watford,Wolves
9749,Kiko FemenÃ­a,21.0,es ESP,"RB,WB",28-084,90,0,0,0,0,1,0,4,4,2,0,0,0,4,0,0,,04/27/19,Watford,Wolves
9750,Ben Foster,26.0,eng ENG,GK,36-024,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,04/27/19,Watford,Wolves
9751,Diogo Jota,18.0,pt POR,FW,22-144,89,1,0,0,2,3,2,2,0,1,0,0,0,6,0,2,0.0,04/27/19,Wolves,Watford
9752,Morgan Gibbs-White,17.0,eng ENG,FW,19-090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,04/27/19,Wolves,Watford
9753,RaÃºl JimÃ©nez,9.0,mx MEX,FW,27-357,86,0,0,0,1,2,2,1,1,1,0,0,0,3,1,3,25.0,04/27/19,Wolves,Watford
9754,Ivan Cavaleiro,7.0,pt POR,FW,25-191,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,04/27/19,Wolves,Watford
9755,JoÃ£o Moutinho,28.0,pt POR,CM,32-231,90,1,0,0,2,1,0,5,1,2,0,0,0,15,2,2,50.0,04/27/19,Wolves,Watford
9756,Leander Dendoncker,32.0,be BEL,CM,24-012,90,0,0,0,0,1,1,0,0,1,0,0,0,7,3,2,60.0,04/27/19,Wolves,Watford
9757,RÃºben Neves,8.0,pt POR,DM,22-045,90,0,0,0,2,1,0,0,2,2,0,0,0,19,0,0,,04/27/19,Wolves,Watford
9758,Jonny Castro,19.0,es ESP,WB,25-055,90,0,0,0,2,1,0,2,2,2,0,0,0,8,1,1,50.0,04/27/19,Wolves,Watford
9759,Matt Doherty,2.0,ie IRL,WB,27-101,90,0,0,0,1,1,0,3,1,1,0,0,0,13,0,3,0.0,04/27/19,Wolves,Watford
9760,Willy Boly,15.0,ci CIV,CB,28-083,90,0,0,0,1,0,0,0,3,1,0,0,0,6,1,0,100.0,04/27/19,Wolves,Watford
9761,Conor Coady,16.0,eng ENG,CB,26-061,90,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,,04/27/19,Wolves,Watford
9762,Ryan Bennett,5.0,eng ENG,CB,29-052,90,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,50.0,04/27/19,Wolves,Watford
9763,Rui PatrÃ­cio,11.0,pt POR,GK,31-071,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,04/27/19,Wolves,Watford
9764,Danny Ings,9.0,eng ENG,FW,26-278,80,0,0,0,1,3,0,0,1,1,0,0,0,9,1,0,100.0,04/27/19,Southampton,Bournemouth
9765,Stuart Armstrong,17.0,sco SCO,FW,27-028,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,04/27/19,Southampton,Bournemouth
9766,Nathan Redmond,22.0,eng ENG,"LW,AM",25-052,90,0,0,0,0,0,0,0,3,0,0,0,0,7,1,1,50.0,04/27/19,Southampton,Bournemouth
9767,Shane Long,7.0,ie IRL,"RW,AM",32-095,87,1,0,0,1,1,0,3,0,1,0,0,0,3,9,5,64.3,04/27/19,Southampton,Bournemouth
9768,Charlie Austin,10.0,eng ENG,AM,29-296,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,04/27/19,Southampton,Bournemouth
9769,Pierre HÃ¸jbjerg,23.0,dk DEN,"CM,DM",23-265,90,0,0,0,2,1,0,1,4,5,0,0,0,17,4,0,100.0,04/27/19,Southampton,Bournemouth
9770,James Ward-Prowse,16.0,eng ENG,"CM,DM",24-177,90,0,0,0,0,1,0,2,0,0,0,0,0,14,0,2,0.0,04/27/19,Southampton,Bournemouth
9771,Oriol Romeu,14.0,es ESP,DM,27-215,45,1,0,0,1,0,0,1,0,2,0,0,0,10,2,0,100.0,04/27/19,Southampton,Bournemouth
9772,Matt Targett,33.0,eng ENG,WB,23-221,45,0,0,0,1,1,0,2,1,1,0,0,0,7,0,0,,04/27/19,Southampton,Bournemouth
9773,Ryan Bertrand,21.0,eng ENG,"LB,CB",29-265,90,0,0,0,1,0,0,1,1,0,0,0,0,13,1,0,100.0,04/27/19,Southampton,Bournemouth
9774,Jack Stephens,5.0,eng ENG,CB,25-090,90,0,0,0,1,0,0,0,2,1,0,0,0,7,0,1,0.0,04/27/19,Southampton,Bournemouth
9775,Jan Bednarek,35.0,pl POL,CB,23-015,90,0,0,0,0,1,0,0,2,0,0,0,0,13,2,1,66.7,04/27/19,Southampton,Bournemouth
9776,Yan Valery,43.0,fr FRA,"RB,WB",20-064,90,0,0,0,0,1,0,4,1,3,0,0,0,14,1,2,33.3,04/27/19,Southampton,Bournemouth
9777,Angus Gunn,28.0,eng ENG,GK,23-095,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,04/27/19,Southampton,Bournemouth
9778,Callum Wilson,13.0,eng ENG,FW,27-059,90,0,0,0,0,1,0,2,0,0,0,0,0,6,0,6,0.0,04/27/19,Bournemouth,Southampton
9779,Joshua King,17.0,no NOR,"LW,FW",27-102,90,0,0,0,3,0,0,2,0,3,0,0,0,8,1,1,50.0,04/27/19,Bournemouth,Southampton
9780,Dan Gosling,4.0,eng ENG,CM,29-085,52,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,04/27/19,Bournemouth,Southampton
9781,Emerson Hyndman,22.0,us USA,"CM,DM",23-018,38,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0.0,04/27/19,Bournemouth,Southampton
9782,David Brooks,20.0,wal WAL,"RW,CM,WB",21-293,90,0,0,0,0,2,0,0,1,1,0,0,0,8,0,1,0.0,04/27/19,Bournemouth,Southampton
9783,Jefferson Lerma,8.0,co COL,DM,24-184,90,0,0,0,2,1,0,0,0,1,0,0,0,19,3,2,60.0,04/27/19,Bournemouth,Southampton
9784,Jack Simpson,25.0,eng ENG,"CB,WB",22-130,90,0,0,0,0,0,0,0,1,1,0,0,0,10,3,3,50.0,04/27/19,Bournemouth,Southampton
9785,Nathaniel Clyne,23.0,eng ENG,"RB,WB",28-022,71,0,0,0,1,0,0,0,1,0,0,0,0,8,2,0,100.0,04/27/19,Bournemouth,Southampton
9786,Dominic Solanke,29.0,eng ENG,RW,21-225,19,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,04/27/19,Bournemouth,Southampton
9787,Nathan AkÃ©,5.0,nl NED,"LB,CB",24-068,90,0,0,0,1,0,0,1,1,1,0,0,0,13,2,0,100.0,04/27/19,Bournemouth,Southampton
9788,Steve Cook,3.0,eng ENG,CB,28-008,90,0,0,0,1,0,0,0,2,0,0,0,0,10,0,6,0.0,04/27/19,Bournemouth,Southampton
9789,Chris Mepham,33.0,wal WAL,CB,21-173,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,04/27/19,Bournemouth,Southampton
9790,Ryan Fraser,24.0,sco SCO,"CM,WB",25-062,68,0,0,0,0,2,0,4,0,0,0,0,0,3,0,0,,04/27/19,Bournemouth,Southampton
9791,Artur Boruc,1.0,pl POL,GK,39-066,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,04/27/19,Bournemouth,Southampton
9792,Wilfried Zaha,11.0,ci CIV,FW,26-168,90,0,0,0,0,4,1,0,1,0,0,0,0,10,0,0,,04/27/19,Crystal Palace,Everton
9793,Christian Benteke,17.0,be BEL,FW,28-145,90,0,0,0,3,1,2,0,0,0,0,0,0,6,10,10,50.0,04/27/19,Crystal Palace,Everton
9794,Max Meyer,7.0,de GER,LM,23-221,71,0,0,0,1,4,0,1,1,1,0,0,0,14,0,1,0.0,04/27/19,Crystal Palace,Everton
9795,Andros Townsend,10.0,eng ENG,LM,27-285,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,04/27/19,Crystal Palace,Everton
9796,Luka MilivojeviÄ,4.0,rs SRB,CM,28-020,90,1,0,0,1,2,0,1,2,3,0,0,0,12,1,0,100.0,04/27/19,Crystal Palace,Everton
9797,James McArthur,18.0,sco SCO,RM,31-202,90,0,0,0,0,3,0,2,0,1,0,0,0,13,0,0,,04/27/19,Crystal Palace,Everton
9798,Cheikhou KouyatÃ©,8.0,sn SEN,DM,29-127,90,1,0,0,3,0,0,1,2,2,0,0,0,16,3,3,50.0,04/27/19,Crystal Palace,Everton
9799,Patrick van Aanholt,3.0,nl NED,LB,28-241,90,0,0,0,0,0,0,0,6,3,0,0,0,13,1,0,100.0,04/27/19,Crystal Palace,Everton
9800,Scott Dann,6.0,eng ENG,CB,32-072,90,0,0,0,1,0,0,1,0,0,0,0,0,7,4,1,80.0,04/27/19,Crystal Palace,Everton
9801,Martin Kelly,34.0,eng ENG,CB,29-000,90,0,0,0,0,0,0,0,1,1,0,0,0,4,1,1,50.0,04/27/19,Crystal Palace,Everton
9802,Aaron Wan-Bissaka,29.0,eng ENG,RB,21-152,90,0,0,0,0,0,1,1,3,1,0,0,0,8,0,0,,04/27/19,Crystal Palace,Everton
9803,Vicente Guaita,31.0,es ESP,GK,32-107,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,04/27/19,Crystal Palace,Everton
9804,Dominic Calvert-Lewin,29.0,eng ENG,FW,22-042,72,0,0,0,1,1,0,1,0,0,0,0,0,4,2,3,40.0,04/27/19,Everton,Crystal Palace
9805,Cenk Tosun,14.0,tr TUR,FW,27-324,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.0,04/27/19,Everton,Crystal Palace
9806,Bernard,20.0,br BRA,LW,26-231,83,0,0,0,0,0,0,2,2,2,0,0,0,15,0,0,,04/27/19,Everton,Crystal Palace
9807,Ademola Lookman,31.0,eng ENG,"LW,CM",21-189,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,04/27/19,Everton,Crystal Palace
9808,Richarlison,30.0,br BRA,"RW,LW",21-352,90,0,0,0,2,2,0,5,0,1,0,0,0,11,2,2,50.0,04/27/19,Everton,Crystal Palace
9809,Gylfi SigurÃ°sson,10.0,is ISL,AM,29-231,85,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,,04/27/19,Everton,Crystal Palace
9810,Theo Walcott,11.0,eng ENG,"RW,AM",30-042,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,04/27/19,Everton,Crystal Palace
9811,Idrissa Gana Gueye,17.0,sn SEN,CM,29-213,90,0,0,0,2,0,0,0,1,5,0,0,0,22,1,1,50.0,04/27/19,Everton,Crystal Palace
9812,Morgan Schneiderlin,18.0,fr FRA,"CM,DM",29-170,90,0,0,0,2,1,0,0,2,0,0,0,0,19,1,3,25.0,04/27/19,Everton,Crystal Palace
9813,Lucas Digne,12.0,fr FRA,LB,25-281,90,0,0,0,1,2,0,2,2,2,0,0,0,15,0,1,0.0,04/27/19,Everton,Crystal Palace
9814,Kurt Zouma,5.0,fr FRA,CB,24-182,90,0,0,0,0,3,0,0,6,1,0,0,0,6,1,3,25.0,04/27/19,Everton,Crystal Palace
9815,Michael Keane,4.0,eng ENG,CB,26-106,90,0,0,0,0,0,0,0,0,2,0,0,0,11,6,5,54.5,04/27/19,Everton,Crystal Palace
9816,SÃ©amus Coleman,23.0,ie IRL,RB,30-198,90,0,0,0,4,0,0,6,2,2,0,0,0,20,3,0,100.0,04/27/19,Everton,Crystal Palace
9817,Jordan Pickford,1.0,eng ENG,GK,25-051,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,04/27/19,Everton,Crystal Palace
9818,Glenn Murray,17.0,eng ENG,FW,35-214,90,0,0,0,2,2,2,0,0,0,0,0,0,2,7,2,77.8,04/27/19,Brighton,Newcastle Utd
9819,Florin Andone,10.0,ro ROU,FW,26-016,45,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0.0,04/27/19,Brighton,Newcastle Utd
9820,Solly March,20.0,eng ENG,"FW,LM",24-281,45,0,0,0,0,0,0,5,0,1,0,0,0,1,1,1,50.0,04/27/19,Brighton,Newcastle Utd
9821,JosÃ© Izquierdo,19.0,co COL,LM,26-294,65,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,50.0,04/27/19,Brighton,Newcastle Utd
9822,Anthony Knockaert,11.0,fr FRA,"RM,LM",27-158,25,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0,04/27/19,Brighton,Newcastle Utd
9823,Beram Kayal,7.0,il ISR,CM,30-360,48,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0.0,04/27/19,Brighton,Newcastle Utd
9824,Yves Bissouma,8.0,ml MLI,CM,22-240,42,1,0,0,1,0,0,0,0,1,0,0,0,5,0,0,,04/27/19,Brighton,Newcastle Utd
9825,Dale Stephens,6.0,eng ENG,CM,29-319,90,0,0,0,1,0,0,0,2,0,0,0,0,14,0,1,0.0,04/27/19,Brighton,Newcastle Utd
9826,Pascal GroÃ,13.0,de GER,"RM,FW",27-316,90,0,0,0,1,1,0,4,1,0,0,0,0,2,0,1,0.0,04/27/19,Brighton,Newcastle Utd
9827,Bernardo,30.0,br BRA,LB,23-348,90,0,0,0,0,2,0,4,3,2,0,0,0,10,4,0,100.0,04/27/19,Brighton,Newcastle Utd
9828,Lewis Dunk,5.0,eng ENG,CB,27-157,90,0,0,0,0,1,0,0,2,0,0,0,0,15,3,2,60.0,04/27/19,Brighton,Newcastle Utd
9829,Shane Duffy,4.0,ie IRL,CB,27-116,90,0,0,0,0,0,0,1,1,1,0,0,0,11,7,1,87.5,04/27/19,Brighton,Newcastle Utd
9830,Bruno,2.0,es ESP,RB,38-208,90,0,0,0,1,1,0,3,0,1,0,0,0,16,3,0,100.0,04/27/19,Brighton,Newcastle Utd
9831,Mathew Ryan,1.0,au AUS,GK,27-019,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,04/27/19,Brighton,Newcastle Utd
9832,SalomÃ³n RondÃ³n,9.0,ve VEN,FW,29-223,90,0,0,0,2,0,0,0,2,1,0,0,0,3,1,8,11.1,04/27/19,Newcastle Utd,Brighton
9833,Christian Atsu,30.0,gh GHA,"RW,LW",27-107,80,0,0,0,1,2,0,0,0,1,0,0,0,2,0,3,0.0,04/27/19,Newcastle Utd,Brighton
9834,Yoshinori MutÅ,13.0,jp JPN,RW,26-286,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,04/27/19,Newcastle Utd,Brighton
9835,Ayoze PÃ©rez,17.0,es ESP,RW,25-278,32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,04/27/19,Newcastle Utd,Brighton
9836,Kenedy,15.0,br BRA,LW,23-078,58,0,0,0,0,1,0,0,0,1,0,0,0,8,0,1,0.0,04/27/19,Newcastle Utd,Brighton
9837,Isaac Hayden,14.0,eng ENG,CM,24-036,90,0,0,0,1,1,0,1,2,3,0,0,0,8,3,0,100.0,04/27/19,Newcastle Utd,Brighton
9838,Jonjo Shelvey,8.0,eng ENG,CM,27-059,72,0,0,0,0,0,0,1,0,0,0,0,0,9,3,0,100.0,04/27/19,Newcastle Utd,Brighton
9839,Ki Sung-yueng,4.0,kr KOR,CM,30-093,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,04/27/19,Newcastle Utd,Brighton
9840,Matt Ritchie,11.0,sco SCO,WB,29-229,90,1,0,0,1,0,0,1,0,1,0,0,0,9,2,5,28.6,04/27/19,Newcastle Utd,Brighton
9841,Javier Manquillo,19.0,es ESP,WB,24-357,90,0,0,0,0,1,0,2,0,0,0,0,0,8,1,4,20.0,04/27/19,Newcastle Utd,Brighton
9842,Paul Dummett,3.0,wal WAL,CB,27-213,90,1,0,0,2,0,0,0,1,0,0,0,0,7,2,1,66.7,04/27/19,Newcastle Utd,Brighton
9843,Federico FernÃ¡ndez,18.0,ar ARG,CB,30-065,90,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0.0,04/27/19,Newcastle Utd,Brighton
9844,Fabian SchÃ¤r,5.0,ch SUI,CB,27-128,90,0,0,0,1,2,0,0,3,0,0,0,0,9,0,3,0.0,04/27/19,Newcastle Utd,Brighton
9845,Martin DÃºbravka,12.0,sk SVK,GK,30-102,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,04/27/19,Newcastle Utd,Brighton
