"","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP/G","% Owned","+/-","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","6S","Off","PA","AP","PC%","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","#","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp%","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","defPts","offPts"
"2400","Watford",30,"Christian Kabasele","WAT","D",60,"W (Tue)","LEI 1<br/>@WAT 1 F",12.75,12.75,"12%","-2.70%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,9,5,55.6,1,0,0,0,0,0,0,0,0,2,1,3,3,1,0,1,0,0,4,3,2,2,1,0,0,3,0,0,6,3,1,0,0,0,0,0,0,0,1,0,0,"06/20/20",8034,27,"be BEL","CB",90,0,1,0,0,0,0,0,0,23,8,1,2,0,0,0,0.2,1,1,8,14,57.1,99,4,5,0,0,"Leicester City",0.8,0.55,0.56,10.61,0.75,0,1.6,2,0,0,0,0,0,-1.1,3.36,5.01,3.6
"2403","Watford",31,"Craig Dawson","WAT","D",47,"W (Tue)","WAT 0<br/>@BUR 1 F",12.25,12.25,"16%","-2.90%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.7,0,0,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,24,17,70.8,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,9,4,7,3,0,0,0,6,0,0,8,7,2,0,0,0,0,0,0,0,1,0,0,"06/25/20",8492,4,"eng ENG","CB",90,0,0,0,0,3,2,0,0,38,4,0,1,1,0.1,0.1,0,0,0,16,24,66.7,73,12,25,0,0,"Burnley",1.2,0.95,0.24,14.79,1.25,1,0,0,4,0,0,0,0,-1.9,1.44,2.79,5
"2406","Watford",32,"Craig Cathcart","WAT","D",168,"W (Tue)","SOU 3<br/>@WAT 1 F",2.25,2.25,"8%","-0.60%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,2,0,0,0,1,0,0,0,0,0,0,0,43,32,74.4,3,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,0,7,6,4,3,0,0,0,10,0,0,12,7,4,0,0,0,0,0,0,0,3,0,0,"06/28/20",8597,15,"nir NIR","CB",90,0,0,0,0,0,0,1,0,56,13,3,4,0,0,0,0,0,0,35,45,77.8,217,25,29,0,0,"Southampton",1.3,1.05,0.16,7.11,0.25,0,0,0,0,0,0,0,0,-2.1,0.96,6.11,0
"2407","Watford",32,"Craig Dawson","WAT","D",558,"W (Tue)","SOU 3<br/>@WAT 1 F",-2.25,-2.25,"16%","-2.90%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13,3,1,0,0,1,0,0,0,0,0,0,0,41,30,73.2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,5,7,4,2,0,0,0,7,0,0,13,9,3,0,0,0,0,0,0,0,3,0,0,"06/28/20",8596,4,"eng ENG","CB",90,0,0,0,0,0,0,1,0,46,7,0,1,3,0,0,0.1,1,0,30,35,85.7,142,21,46,0,0,"Southampton",1.3,1.05,0.16,3.41,0.25,0,0.8,2,0,-0.5,0,0,0,-2.1,0.96,0.109999999999999,2.3
"2410","Watford",33,"Christian Kabasele","WAT","D",567,"W (Tue)","WAT 0<br/>@CHE 3 F",-4.75,-4.75,"12%","-2.70%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,25,18,72,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,3,1,2,0,0,0,0,0,3,0,0,7,8,1,0,0,0,0,0,0,0,3,0,0,"07/04/20",9002,27,"be BEL","CB",90,0,0,0,0,0,0,0,0,33,9,0,0,4,0,0,0,0,0,17,24,70.8,126,18,47,0,0,"Chelsea",2.4,2.15,0,-3.05,1.25,0,0,0,0,0,0,0,0,-4.3,0,-3.05,0
"2411","Watford",33,"Craig Dawson","WAT","D",549,"W (Tue)","WAT 0<br/>@CHE 3 F",-1,-1,"16%","-2.90%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,31,25,80.6,2,0,0,0,0,0,0,1,0,1,0,4,4,0,0,0,0,1,3,3,2,1,0,0,0,4,0,0,6,11,5,0,0,0,0,0,0,0,3,0,0,"07/04/20",9001,4,"eng ENG","CB",90,0,0,0,0,2,0,0,0,43,7,1,1,2,0.1,0.1,0,0,0,24,32,75,284,27,61,0,0,"Chelsea",2.4,2.15,0,1.7,1,1,0,0,0,0,0,0,0,-4.3,0,-1.3,1
"2414","Watford",34,"Christian Kabasele","WAT","D",200,"W (Tue)","NOR 1<br/>@WAT 2 F",1.25,1.25,"12%","-2.70%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,14,58.3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4,1,1,1,0,0,0,1,0,0,10,8,2,0,0,0,0,0,0,0,1,0,0,"07/07/20",9186,27,"be BEL","CB",90,0,0,0,0,0,0,0,0,24,5,1,0,1,0,0,0,0,0,13,17,76.5,127,16,33,1,1,"Norwich City",1.4,1.15,0.0800000000000001,1.43,0.25,0,0,0,0,0,0,0,0,-2.3,0.48,-0.569999999999999,1
"2416","Watford",34,"Craig Dawson","WAT","D",41,"W (Tue)","NOR 1<br/>@WAT 2 F",14.25,14.25,"16%","-2.90%",1,90,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,29,23,79.3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,5,1,3,1,0,0,0,2,0,0,6,6,4,0,0,0,0,0,0,0,1,0,0,"07/07/20",9185,4,"eng ENG","CB",90,1,0,0,0,1,1,0,0,39,8,3,0,4,0.2,0.2,0,0,0,23,28,82.1,150,18,37,0,0,"Norwich City",1.4,1.15,0.0800000000000001,6.43,0.25,2,0,0,2,0,0,0,0,-2.3,0.48,-0.569999999999999,4
"2418","Watford",35,"Christian Kabasele","WAT","D",84,"W (Tue)","NEW 1<br/>@WAT 2 F",7.5,7.5,"12%","-2.70%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,28,18,64.3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,5,3,4,1,0,0,0,3,0,0,11,4,2,0,0,0,0,0,0,0,1,0,0,"07/11/20",9476,27,"be BEL","CB",90,0,0,0,0,1,0,0,0,37,1,0,0,2,0.1,0.1,0,0,0,20,26,76.9,91,18,36,0,0,"Newcastle Utd",1.5,1.25,0,8,0.5,1,0,4,0,0,0,0,0,-2.5,0,-1,5
"2420","Watford",35,"Craig Dawson","WAT","D",17,"W (Tue)","NEW 1<br/>@WAT 2 F",19.5,19.5,"16%","-2.90%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,39,32,82.1,3,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,16,2,13,1,0,0,0,11,0,0,9,8,6,0,0,0,0,0,0,0,1,0,0,"07/11/20",9475,4,"eng ENG","CB",90,0,0,0,0,4,0,0,0,47,5,2,1,1,0.6,0.6,0.2,5,0,31,36,86.1,292,19,52,0,0,"Newcastle Utd",1.5,1.25,0,26.6,0.5,6,1.6,4,0,0,0,0,0,-2.5,0,2,11.6
"2423","Watford",36,"Craig Dawson","WAT","D",59,"W (Tue)","WAT 1<br/>@WHU 3 F",10.75,10.75,"16%","-2.90%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,1,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,51,39,76.5,3,0,0,0,0,0,0,3,0,5,1,3,3,0,0,2,0,2,11,8,8,5,0,0,0,7,0,0,12,13,8,0,0,0,0,0,0,0,3,0,0,"07/17/20",10021,4,"eng ENG","CB",90,0,0,0,0,2,1,0,0,61,5,1,5,3,0.2,0.2,0,0,0,39,47,83,353,36,147,0,0,"West Ham",0.8,0.55,0.56,21.01,0.75,2,0,0,2,0,0,0,0,-1.1,3.36,9.01,4
"2424","Watford",36,"Christian Kabasele","WAT","D",212,"W (Tue)","WAT 1<br/>@WHU 3 F",1,1,"12%","-2.70%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,37,26,70.3,2,0,0,0,0,0,0,2,0,2,0,4,4,0,0,3,1,1,8,4,4,3,0,0,0,4,0,0,11,8,5,0,0,0,0,0,0,0,3,0,0,"07/17/20",10022,27,"be BEL","CB",90,0,0,0,0,1,0,0,0,50,13,1,2,4,0.2,0.2,0,1,0,24,34,70.6,172,24,50,0,0,"West Ham",0.8,0.55,0.56,11.26,1,2,0,0,0,0,0,0,0,-1.1,3.36,5.26,2
"2427","Watford",4,"Craig Cathcart","WAT","D",186,"FA","WAT 1<br/>@NEW 1 F",2.5,2.5,"42%","32.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,50,44,88,1,0,0,0,0,0,0,0,0,1,0,6,6,1,0,0,0,1,6,3,3,0,0,0,0,6,0,0,7,5,1,0,0,0,0,0,0,0,1,0,0,"08/31/19",990,15,"nir NIR","CB",90,0,0,0,0,0,0,1,0,60,16,3,1,1,0,0,0,1,0,42,46,91.3,335,33,66,0,1,"Newcastle Utd",1,0.75,0.4,5.4,1.5,0,0,0,0,0,0,0,0,-1.5,2.4,5.4,0
"2428","Watford",4,"Craig Dawson","WAT","D",309,"FA","WAT 1<br/>@NEW 1 F",4.75,4.75,"5%","3%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,14,2,0,0,0,1,0,0,0,0,0,0,0,48,34,70.8,3,0,0,0,0,0,1,2,0,0,0,7,7,0,0,0,0,0,9,3,8,2,0,0,0,2,0,0,14,8,2,0,0,0,0,0,0,0,1,0,0,"08/31/19",992,4,"eng ENG","CB",90,0,0,0,0,2,0,1,0,60,10,2,0,1,0.3,0.3,0,1,0,33,43,76.7,309,33,65,0,0,"Newcastle Utd",1,0.75,0.4,10.65,1.75,3,0,0,0,0,0,0,0,-1.5,2.4,2.65,3
"2429","Watford",4,"Christian Kabasele","WAT","D",283,"FA","WAT 1<br/>@NEW 1 F",6.75,6.75,"11%","-3.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,31,22,71,0,0,0,0,0,0,0,1,0,3,1,3,3,0,0,0,0,2,5,1,4,0,0,0,0,2,0,0,9,5,3,0,0,0,0,0,0,0,1,0,0,"08/31/19",991,27,"be BEL","CB",90,0,0,0,0,0,0,0,0,43,20,1,3,3,0,0,0,0,0,21,28,75,88,19,14,0,0,"Newcastle Utd",1,0.75,0.4,9.65,0.75,0,0,0,0,0,0,0,0,-1.5,2.4,5.65,0
"2431","Watford",5,"Craig Dawson","WAT","D",309,"FA","ARS 2<br/>@WAT 2 F",-1,-1,"5%","3%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,27,79.4,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,7,3,1,0,0,0,0,0,0,0,2,0,0,"09/15/19",1334,4,"eng ENG","CB",90,0,0,0,0,0,0,0,0,41,2,1,0,1,0,0,0,0,0,29,33,87.9,146,17,22,0,0,"Arsenal",1,0.75,0.4,3.9,1,0,0,0,0,0,0,0,0,-1.5,2.4,3.9,0
"2433","Watford",5,"Christian Kabasele","WAT","D",283,"FA","ARS 2<br/>@WAT 2 F",0,0,"11%","-3.30%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,21,17,81,0,0,0,0,0,0,0,1,0,2,1,4,4,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,5,3,2,0,0,0,0,0,0,0,2,0,0,"09/15/19",1333,27,"be BEL","CB",90,0,0,0,0,1,0,0,0,31,7,1,2,2,0,0,0,0,0,17,20,85,130,17,39,0,0,"Arsenal",1,0.75,0.4,4.9,1,0,0,0,0,0,0,0,0,-1.5,2.4,3.9,0
"2434","Watford",6,"Adrian Mariappa","WAT","D",470,"FA","WAT 0<br/>@MCI 8 F",-12,-12,"0%","-0.70%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39,37,94.9,0,0,0,0,0,0,0,1,0,2,1,4,4,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,2,3,2,0,0,0,0,0,0,0,8,0,0,"09/21/19",1459,6,"jm JAM","CB",90,0,0,0,0,0,0,0,0,46,12,0,2,2,0,0,0,0,0,37,39,94.9,136,33,66,0,0,"Manchester City",6,5.75,0,-7.5,1,0,0,0,0,0,0,0,0,-11.5,0,-7.5,0
"2436","Watford",6,"Craig Dawson","WAT","D",309,"FA","WAT 0<br/>@MCI 8 F",-14,-14,"5%","3%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,44,37,84.1,1,0,0,0,0,0,0,2,0,1,1,4,4,0,0,0,0,4,0,3,0,1,0,0,0,2,0,0,7,12,5,0,0,0,0,0,0,0,8,0,0,"09/21/19",1460,4,"eng ENG","CB",90,0,0,0,0,0,0,0,0,53,12,0,1,2,0,0,0,0,0,37,44,84.1,206,40,59,0,0,"Manchester City",6,5.75,0,-9.5,1,0,0,0,0,0,0,0,0,-11.5,0,-9.5,0
"2439","Watford",7,"Craig Cathcart","WAT","D",186,"FA","WAT 0<br/>@WOL 2 F",1.25,1.25,"42%","32.30%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,63,59,93.7,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,4,3,2,0,0,0,6,0,0,5,3,1,0,0,0,0,0,0,0,2,0,0,"09/28/19",1847,15,"nir NIR","CB",90,0,0,0,0,0,0,0,0,68,7,1,1,0,0,0,0,0,0,59,62,95.2,395,49,110,0,0,"Wolves",1.5,1.25,0,2.75,0.25,0,0,0,0,0,0,0,0,-2.5,0,-0.25,0
"2441","Watford",7,"Craig Dawson","WAT","D",309,"FA","WAT 0<br/>@WOL 2 F",-0.75,-0.75,"5%","3%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,79,71,89.9,5,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,4,0,2,0,0,0,0,6,0,0,8,10,4,0,0,0,0,0,0,0,2,0,0,"09/28/19",1848,4,"eng ENG","CB",90,0,0,0,0,0,0,0,0,82,9,0,0,2,0,0,0,0,0,73,79,92.4,462,71,160,1,1,"Wolves",1.5,1.25,0,0.75,0.25,0,0,0,0,0,0,0,0,-2.5,0,-2.25,1
"2442","Watford",8,"Craig Cathcart","WAT","D",186,"FA","SHU 0<br/>@WAT 0 F",12.75,12.75,"42%","32.30%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,39,26,66.7,6,0,0,0,0,0,0,1,0,0,0,7,7,1,1,1,0,0,6,1,4,1,0,0,0,4,0,0,14,6,0,0,0,0,0,0,0,0,0,1,90,"10/05/19",2030,15,"nir NIR","CB",90,0,0,0,0,0,0,0,0,49,10,1,0,2,0,0,0,0,0,26,37,70.3,191,30,91,0,0,"Sheffield Utd",0.6,0.35,0.72,10.37,1.75,0,0,0,0,0,0,0,0,-0.7,4.32,5.37,1
"2444","Watford",8,"Christian Kabasele","WAT","D",283,"FA","SHU 0<br/>@WAT 0 F",22,22,"11%","-3.30%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,32,20,62.5,1,0,0,0,0,0,0,1,0,6,3,8,8,1,1,3,0,0,12,5,5,4,0,0,0,8,0,0,12,3,0,0,0,0,0,0,0,0,0,1,90,"10/05/19",2027,27,"be BEL","CB",90,0,0,0,0,0,0,0,0,49,12,5,6,1,0,0,0,1,0,22,34,64.7,108,23,49,1,1,"Sheffield Utd",0.6,0.35,0.72,19.62,2,0,0,0,0,0,0,0,0,-0.7,4.32,13.62,1
"2446","Watford",9,"Craig Dawson","WAT","D",309,"FA","WAT 1<br/>@TOT 1 F",5.75,5.75,"5%","3%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,15,71.4,0,0,0,0,0,0,0,3,0,1,0,11,11,0,0,0,0,3,5,2,3,2,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,1,0,0,"10/19/19",2402,4,"eng ENG","CB",90,0,0,0,0,0,0,0,0,38,7,1,1,4,0,0,0,0,0,15,18,83.3,46,12,13,0,0,"Tottenham",1.2,0.95,0.24,7.29,2.75,0,0,0,0,0,0,0,0,-1.9,1.44,4.29,0
"2447","Watford",9,"Craig Cathcart","WAT","D",186,"FA","WAT 1<br/>@TOT 1 F",0.75,0.75,"42%","32.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,18,75,1,0,0,0,0,0,0,1,0,0,0,7,7,0,0,0,1,0,1,2,1,2,0,0,0,5,0,0,6,8,3,0,0,0,0,0,0,0,1,0,0,"10/19/19",2401,15,"nir NIR","CB",90,0,0,0,0,0,0,0,0,36,6,3,0,1,0,0,0,1,1,17,22,77.3,121,14,15,0,0,"Tottenham",1.2,0.95,0.24,2.29,1.75,0,0,0,0,0,0,0,0,-1.9,1.44,1.29,0
"2450","Watford",9,"Christian Kabasele","WAT","D",283,"FA","WAT 1<br/>@TOT 1 F",10.75,10.75,"11%","-3.30%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,14,82.4,2,0,0,0,0,0,0,2,0,3,1,15,15,1,1,1,0,0,8,3,3,2,0,0,0,1,0,0,3,5,3,0,0,0,0,0,0,0,1,0,0,"10/19/19",2403,27,"be BEL","CB",90,0,0,0,0,0,0,0,0,42,10,5,3,1,0,0,0,0,0,14,18,77.8,116,14,57,1,1,"Tottenham",1.2,0.95,0.24,12.29,3.75,0,0,0,0,0,0,0,0,-1.9,1.44,8.29,1
"2453","West Ham",1,"Issa Diop","WHU","D",541,"FA","MCI 5<br/>@WHU 0 F",-7,-7,"21%","3.50%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,1,1,0,0,0,0,0,1,0,0,0,39,34,87.2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,0,1,3,3,1,1,0,1,0,5,0,0,7,3,2,0,0,0,0,0,0,0,5,0,0,"08/10/19",38,23,"fr FRA","CB",90,0,0,0,0,1,0,0,0,45,5,2,2,1,0.2,0.2,0,0,0,32,36,88.9,252,28,88,0,0,"Manchester City",3.3,3.05,0,-1.1,0.5,2,0,0,0,-0.5,0,0,0,-6.1,0,-3.6,1.5
"2454","West Ham",1,"Fabian Balbuena","WHU","D",542,"FA","MCI 5<br/>@WHU 0 F",-10,-10,"5%","-0.50%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,0,0,0,0,0,0,40,30,75,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,2,3,2,1,0,0,0,5,0,0,10,9,4,0,0,0,0,0,0,0,5,0,0,"08/10/19",39,4,"py PAR","CB",90,0,0,0,0,0,0,1,0,44,12,0,0,2,0,0,0,0,0,29,38,76.3,243,30,52,0,0,"Manchester City",3.3,3.05,0,-6.1,1,0,0,0,0,0,0,0,0,-6.1,0,-5.1,0
"2456","West Ham",10,"Fabian Balbuena","WHU","D",299,"FA","SHU 1<br/>@WHU 1 F",7,7,"5%","-0.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,18,1,1,0,0,1,0,0,0,0,0,0,0,61,45,73.8,2,0,0,0,0,0,0,1,0,2,0,2,2,0,0,1,0,0,10,4,8,0,0,0,0,9,0,0,18,8,3,0,0,0,0,0,0,0,1,0,0,"10/26/19",2607,4,"py PAR","CB",90,0,0,0,0,1,0,1,0,66,8,2,2,1,0.1,0.1,0,1,0,43,56,76.8,337,38,61,0,0,"Sheffield Utd",1.9,1.65,0,6.7,0.5,1,0,0,0,-0.5,0,0,0,-3.3,0,1.2,0.5
"2458","West Ham",10,"Issa Diop","WHU","D",233,"FA","SHU 1<br/>@WHU 1 F",4.25,4.25,"21%","3.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,59,49,83.1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,1,8,2,7,1,0,0,0,9,0,0,11,9,3,0,0,0,0,0,0,0,1,0,0,"10/26/19",2606,23,"fr FRA","CB",90,0,0,0,0,1,0,1,0,63,5,0,1,1,0.1,0.1,0,0,0,47,56,83.9,277,42,134,1,1,"Sheffield Utd",1.9,1.65,0,3.95,0.25,1,0,0,0,0,0,0,0,-3.3,0,-2.05,2
"2460","West Ham",11,"Fabian Balbuena","WHU","D",299,"FA","NEW 3<br/>@WHU 2 F",17.5,17.5,"5%","-0.50%",1,90,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0.4,0,1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,72,54,75,10,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,9,8,7,5,0,0,1,6,0,0,20,10,4,0,0,0,0,0,0,0,3,0,0,"11/02/19",2824,4,"py PAR","CB",90,1,0,0,0,5,2,0,0,86,10,2,1,0,1.2,1.2,0,3,0,57,76,75,440,40,270,0,0,"Newcastle Utd",1.6,1.35,0,22.8,0.5,12,0,0,4,0,0,0,0,-2.7,0,-0.2,16
"2461","West Ham",11,"Issa Diop","WHU","D",233,"FA","NEW 3<br/>@WHU 2 F",-5.5,-5.5,"21%","3.50%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,63,59,93.7,7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,2,2,0,0,0,7,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,"11/02/19",2823,23,"fr FRA","CB",90,0,0,0,0,1,0,1,0,69,9,2,0,0,0.1,0.1,0,0,0,60,65,92.3,453,43,281,0,0,"Newcastle Utd",1.6,1.35,0,-1.2,0.5,1,0,0,0,0,0,0,0,-2.7,0,-1.2,1
"2465","West Ham",12,"Issa Diop","WHU","D",233,"FA","WHU 0<br/>@BUR 3 F",7.75,7.75,"21%","3.50%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,41,29,70.7,1,0,0,0,0,0,0,1,0,5,0,3,3,0,0,1,0,1,9,1,6,1,0,0,0,7,0,0,13,5,2,0,0,0,0,0,0,0,3,0,0,"11/09/19",3143,23,"fr FRA","CB",90,0,0,0,0,0,0,0,0,53,8,1,5,2,0,0,0,0,0,32,40,80,196,25,69,0,0,"Burnley",1.7,1.45,0,10.85,0.75,0,0,0,0,0,0,0,0,-2.9,0,4.85,0
"2466","West Ham",12,"Fabian Balbuena","WHU","D",299,"FA","WHU 0<br/>@BUR 3 F",6.5,6.5,"5%","-0.50%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,41,31,75.6,2,0,0,0,0,0,0,1,0,1,0,6,6,0,0,0,0,0,12,10,8,9,0,0,0,3,0,0,12,8,2,0,0,0,0,0,0,0,3,0,0,"11/09/19",3144,4,"py PAR","CB",90,0,0,0,0,0,0,0,0,56,8,3,1,0,0,0,0,0,0,33,43,76.7,198,29,80,0,0,"Burnley",1.7,1.45,0,9.6,1.5,0,0,0,0,0,0,0,0,-2.9,0,1.6,0
"2467","West Ham",13,"Issa Diop","WHU","D",233,"FA","TOT 3<br/>@WHU 2 F",-10.25,-10.25,"21%","3.50%",1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,2,1,0,0,1,0,0,1,0,0,0,0,20,15,75,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,8,0,4,0,0,0,4,0,0,8,2,1,0,1,0,0,0,0,0,3,0,0,"11/23/19",3321,23,"fr FRA","CB",63,0,0,0,0,0,0,1,0,26,5,1,0,1,0,0,0,0,0,16,19,84.2,87,14,20,0,0,"Tottenham",1.7,1.45,0,-7.15,0.25,0,0,0,0,-1.5,0,0,0,-2.9,0,-2.65,-1.5
"2470","West Ham",13,"Angelo Ogbonna","WHU","D",208,"FA","TOT 3<br/>@WHU 2 F",12.5,12.5,"32%","17%",1,90,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,40,32,80,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,7,4,6,3,0,0,0,5,0,0,9,6,3,0,0,0,0,0,0,0,3,0,0,"11/23/19",3320,21,"it ITA","CB",90,1,0,0,0,1,1,0,0,46,10,0,0,1,0,0,0,0,0,31,41,75.6,250,22,74,0,0,"Tottenham",1.7,1.45,0,5.6,0.5,0,0,0,2,0,0,0,0,-2.9,0,-2.4,2
