"","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP/G","% Owned","+/-","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","6S","Off","PA","AP","PC%","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","#","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp%","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","defPts","offPts"
"2471","West Ham",14,"Angelo Ogbonna","WHU","D",208,"FA","WHU 1<br/>@CHE 0 F",11.5,11.5,"32%","17%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75,0,0,0,0,0,0,0,0,0,2,1,10,10,0,0,0,0,2,2,2,1,2,0,0,0,3,0,0,5,5,2,0,0,0,0,0,0,0,0,1,90,"11/30/19",3691,21,"it ITA","CB",90,0,0,0,0,0,0,0,0,36,3,1,2,3,0,0,0,1,0,17,21,81,156,10,32,0,0,"Chelsea",2,1.75,0,2,2.5,0,0,0,0,0,0,0,0,-3.5,0,1,0
"2472","West Ham",14,"Fabian Balbuena","WHU","D",299,"FA","WHU 1<br/>@CHE 0 F",16.5,16.5,"5%","-0.50%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,14,66.7,0,0,0,0,0,0,0,1,0,2,1,6,6,0,0,0,1,0,3,2,2,2,1,0,0,6,0,0,7,4,2,0,0,0,0,0,0,0,0,1,90,"11/30/19",3692,4,"py PAR","CB",90,0,0,0,0,1,1,0,0,37,6,1,2,5,0.1,0.1,0,0,0,15,19,78.9,95,10,13,0,0,"Chelsea",2,1.75,0,8,1.5,1,0,2,2,0,0,0,0,-3.5,0,1,5
"2475","West Ham",15,"Angelo Ogbonna","WHU","D",208,"FA","WHU 0<br/>@WOL 2 F",-0.5,-0.5,"32%","17%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,49,40,81.6,3,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,3,3,1,0,0,0,0,2,0,0,9,7,1,0,0,0,0,0,0,0,2,0,0,"12/04/19",3961,21,"it ITA","CB",90,0,0,0,0,0,0,0,0,52,16,0,1,0,0,0,0,0,0,39,47,83,264,35,133,0,0,"Wolves",1.9,1.65,0,0.2,0.5,0,0,0,0,0,0,0,0,-3.3,0,-0.8,0
"2477","West Ham",15,"Fabian Balbuena","WHU","D",299,"FA","WHU 0<br/>@WOL 2 F",7,7,"5%","-0.50%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,57,44,77.2,1,0,0,0,0,0,0,0,0,1,0,8,8,1,1,1,0,0,8,7,7,3,0,0,0,9,0,0,14,12,3,0,0,0,0,0,0,0,2,0,0,"12/04/19",3962,4,"py PAR","CB",90,0,0,0,0,0,0,0,0,69,11,1,1,1,0,0,0,0,0,44,57,77.2,382,39,130,0,0,"Wolves",1.9,1.65,0,7.7,2,0,0,0,0,0,0,0,0,-3.3,0,-0.3,1
"2479","West Ham",16,"Fabian Balbuena","WHU","D",299,"FA","ARS 3<br/>@WHU 1 F",1.5,1.5,"5%","-0.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,15,68.2,3,1,0,1,0,0,0,1,0,3,0,2,2,0,0,0,0,2,5,1,3,1,0,0,0,4,0,0,8,8,4,0,0,0,0,0,0,0,3,0,0,"12/09/19",4390,4,"py PAR","CB",90,0,0,0,0,0,0,0,0,32,6,1,3,3,0,0,0,0,0,14,20,70,66,17,49,0,0,"Arsenal",1.7,1.45,0,4.6,0.5,0,0,0,0,0,0,0,0,-2.9,0,1.6,0
"2480","West Ham",16,"Angelo Ogbonna","WHU","D",208,"FA","ARS 3<br/>@WHU 1 F",10.5,10.5,"32%","17%",1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,19,16,84.2,3,0,0,0,0,0,0,0,0,3,1,2,2,0,0,1,0,0,2,5,1,2,0,0,0,2,0,0,4,4,2,0,0,0,0,0,0,0,3,0,0,"12/09/19",4389,21,"it ITA","CB",90,1,0,0,0,1,1,0,0,29,10,0,3,2,0.1,0.1,0,0,0,17,20,85,121,17,23,0,0,"Arsenal",1.7,1.45,0,4.6,0.5,1,0,0,2,0,0,0,0,-2.9,0,0.6,3
"2482","West Ham",17,"Angelo Ogbonna","WHU","D",208,"FA","WHU 1<br/>@SOU 0 F",11.5,11.5,"32%","17%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,31,21,67.7,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,1,0,5,0,3,0,0,0,0,5,0,0,10,6,2,0,0,0,0,0,0,0,0,1,90,"12/14/19",4564,21,"it ITA","CB",90,0,0,0,0,1,0,0,0,35,12,2,2,1,0,0,0,0,0,21,26,80.8,130,8,14,0,0,"Southampton",1,0.75,0.4,6.4,0.5,0,0,0,0,0,0,0,0,-1.5,2.4,3.4,0
"2483","West Ham",17,"Fabian Balbuena","WHU","D",299,"FA","WHU 1<br/>@SOU 0 F",18.5,18.5,"5%","-0.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,18,7,38.9,0,0,0,0,0,0,0,1,0,5,0,10,10,0,0,0,1,0,5,7,5,5,0,0,0,3,0,0,11,7,1,0,0,0,0,0,0,0,0,1,90,"12/14/19",4565,4,"py PAR","CB",90,0,0,0,0,0,0,0,0,35,7,1,5,2,0,0,0,0,0,8,20,40,86,8,13,0,0,"Southampton",1,0.75,0.4,13.4,2.5,0,0,0,0,0,0,0,0,-1.5,2.4,8.4,0
"2486","West Ham",18,"Aaron Cresswell","WHU","D",6,"FA","LIV 2<br/>@WHU 0 F",5,5,"-","-",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,37,22,59.5,2,1,1,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,5,1,4,0,0,0,0,3,0,0,16,7,0,0,0,0,0,0,0,0,2,0,0,"01/29/20",6569,3,"eng ENG","CB",90,0,0,0,0,0,0,0,0,51,12,1,3,1,0,0,0,1,0,34,45,75.6,374,24,47,0,0,"Liverpool",2.4,2.15,0,4.7,0.5,0,0,0,0,-0.5,0,0,0,-4.3,0,0.2,0.5
"2487","West Ham",18,"Issa Diop","WHU","D",7,"FA","LIV 2<br/>@WHU 0 F",0,0,"-","-",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,22,17,77.3,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,1,6,1,5,0,0,0,0,3,0,0,5,4,1,0,0,0,0,0,0,0,2,0,0,"01/29/20",6571,23,"fr FRA","CB",90,0,0,0,0,0,0,1,0,28,7,1,1,3,0,0,0,0,0,16,21,76.2,140,10,47,0,0,"Liverpool",2.4,2.15,0,-0.3,1,0,0,0,0,0,0,0,0,-4.3,0,-2.3,0
"2489","West Ham",18,"Angelo Ogbonna","WHU","D",16,"FA","LIV 2<br/>@WHU 0 F",-1.75,-1.75,"-","-",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,21,72.4,1,0,0,0,0,0,0,3,0,1,0,5,5,0,0,0,0,1,1,1,0,0,0,1,0,4,0,0,11,7,2,0,0,0,0,0,0,0,2,0,0,"01/29/20",6570,21,"it ITA","CB",90,0,0,0,0,1,0,0,0,39,5,1,1,3,0.2,0.2,0,0,0,20,26,76.9,143,14,39,0,0,"Liverpool",2.4,2.15,0,-0.0499999999999998,1.25,2,0,0,0,0,0,0,0,-4.3,0,-2.05,2
"2491","West Ham",19,"Angelo Ogbonna","WHU","D",208,"FA","WHU 1<br/>@CRY 2 F",3.75,3.75,"32%","17%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0,39,30,76.9,3,0,0,0,0,0,0,1,0,2,0,3,3,0,0,2,0,0,7,4,2,2,0,0,0,8,0,0,11,7,2,0,0,0,0,0,0,0,2,0,0,"12/26/19",5083,21,"it ITA","CB",90,0,0,0,0,0,0,0,0,51,13,3,2,1,0,0,0,1,0,31,39,79.5,203,27,120,0,0,"Crystal Palace",2.3,2.05,0,3.65,0.75,0,0,0,0,0,0,0,0,-4.1,0,1.65,0
"2493","West Ham",19,"Fabian Balbuena","WHU","D",299,"FA","WHU 1<br/>@CRY 2 F",2.75,2.75,"5%","-0.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,18,69.2,0,0,0,0,0,0,0,1,0,3,1,3,3,0,0,0,1,0,4,5,2,1,0,0,0,4,0,0,9,8,2,0,0,0,0,0,0,0,2,0,0,"12/26/19",5084,4,"py PAR","CB",90,0,0,0,0,0,0,0,0,36,16,2,3,4,0,0,0,0,0,17,23,73.9,132,18,93,0,0,"Crystal Palace",2.3,2.05,0,2.65,0.75,0,0,0,0,0,0,0,0,-4.1,0,0.65,0
"2496","West Ham",2,"Issa Diop","WHU","D",117,"FA","WHU 1<br/>@BHA 1 F",5.25,5.25,"21%","3.50%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,45,36,80,4,0,0,0,0,0,0,2,0,3,1,1,1,0,0,1,0,1,6,5,2,3,0,0,0,8,0,0,12,7,2,0,0,0,0,0,0,0,1,0,0,"08/17/19",433,23,"fr FRA","CB",90,0,0,0,0,0,0,0,0,55,11,3,3,2,0,0,0.3,1,0,36,43,83.7,251,28,40,0,0,"Brighton",1.7,1.45,0,6.75,0.25,0,2.4,2,0,0,0,0,0,-2.9,0,0.35,4.4
"2497","West Ham",2,"Angelo Ogbonna","WHU","D",132,"FA","WHU 1<br/>@BHA 1 F",4.25,4.25,"32%","17%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,32,26,81.3,1,0,0,0,0,0,0,2,0,2,0,7,7,1,1,2,0,2,5,2,0,0,0,0,0,3,0,0,7,7,2,0,0,0,0,0,0,0,1,0,0,"08/17/19",432,21,"it ITA","CB",90,0,0,0,0,0,0,0,0,47,12,4,2,2,0,0,0,0,0,25,30,83.3,115,28,73,1,1,"Brighton",1.7,1.45,0,3.35,1.75,0,0,0,0,-0.5,0,0,0,-2.9,0,2.85,0.5
"2499","West Ham",20,"Issa Diop","WHU","D",233,"FA","LEI 2<br/>@WHU 1 F",-0.25,-0.25,"21%","3.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,23,17,73.9,0,0,0,0,0,0,0,2,0,0,0,7,7,0,0,1,0,2,6,1,4,0,0,0,0,5,0,0,7,5,1,0,0,0,0,0,0,0,2,0,0,"12/28/19",5346,23,"fr FRA","CB",90,0,0,0,0,0,0,1,0,33,6,1,0,2,0,0,0,0,0,17,19,89.5,94,8,40,0,0,"Leicester City",2.2,1.95,0,-0.15,1.75,0,0,0,0,0,0,0,0,-3.9,0,-1.15,0
"2501","West Ham",20,"Fabian Balbuena","WHU","D",299,"FA","LEI 2<br/>@WHU 1 F",6,6,"5%","-0.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,18,81.8,4,0,0,0,0,0,0,0,0,1,0,4,4,1,1,1,0,1,6,0,5,0,0,0,0,5,0,0,4,6,2,0,0,0,0,0,0,0,2,0,0,"12/28/19",5347,4,"py PAR","CB",90,0,0,0,0,3,1,0,0,33,6,2,1,2,0.3,0.3,0,0,0,18,21,85.7,284,9,36,0,0,"Leicester City",2.2,1.95,0,9.1,1,3,0,0,2,0,0,0,0,-3.9,0,-1.9,6
"2503","West Ham",21,"Angelo Ogbonna","WHU","D",208,"FA","BOU 0<br/>@WHU 4 F",14.75,14.75,"32%","17%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,38,30,78.9,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,8,4,4,2,0,0,0,3,0,0,8,7,1,0,0,0,0,0,0,0,0,1,90,"01/01/20",5621,21,"it ITA","CB",90,0,0,0,0,1,0,0,0,49,17,3,1,2,0,0,0,0,0,29,34,85.3,132,26,25,0,0,"Bournemouth",0.3,0.05,0.96,14.41,0.75,0,0,0,0,0,0,0,0,-0.1,5.76,10.41,0
"2505","West Ham",21,"Fabian Balbuena","WHU","D",299,"FA","BOU 0<br/>@WHU 4 F",10.25,10.25,"5%","-0.50%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,25,83.3,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,2,2,1,2,0,0,0,7,0,0,6,7,3,0,0,0,0,0,0,0,0,1,90,"01/01/20",5622,4,"py PAR","CB",90,0,0,0,0,0,0,0,0,41,9,1,1,0,0,0,0,0,0,27,32,84.4,180,22,48,0,0,"Bournemouth",0.3,0.05,0.96,9.91,1.25,0,0,0,0,0,0,0,0,-0.1,5.76,8.91,0
"2506","West Ham",22,"Fabian Balbuena","WHU","D",299,"FA","WHU 0<br/>@SHU 1 F",7.5,7.5,"5%","-0.50%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,42,27,64.3,0,0,0,0,0,0,0,3,0,4,1,6,6,0,0,0,0,2,4,8,2,7,0,0,0,4,0,0,15,9,1,0,0,0,0,0,0,0,1,0,0,"01/10/20",5774,4,"py PAR","CB",90,0,0,0,0,0,0,0,0,67,8,2,4,4,0,0,0,0,0,32,46,69.6,265,34,79,0,0,"Sheffield Utd",1.8,1.55,0,6.4,1.5,0,0,0,0,0,0,0,0,-3.1,0,4.4,0
"2508","West Ham",22,"Angelo Ogbonna","WHU","D",208,"FA","WHU 0<br/>@SHU 1 F",3.5,3.5,"32%","17%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,51,36,70.6,3,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,5,5,4,4,0,0,0,4,0,0,15,14,4,0,0,0,0,0,0,0,1,0,0,"01/10/20",5773,21,"it ITA","CB",90,0,0,0,0,1,0,0,0,59,7,1,1,5,0.1,0.1,0,0,0,38,50,76,356,31,139,0,0,"Sheffield Utd",1.8,1.55,0,3.4,0.5,1,0,0,0,0,0,0,0,-3.1,0,-1.6,1
"2509","West Ham",22,"Aaron Cresswell","WHU","D",188,"FA","WHU 0<br/>@SHU 1 F",10.25,10.25,"42%","25.50%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,64,45,70.3,10,6,3,3,0,0,1,1,0,1,0,1,1,3,1,2,0,1,7,5,5,2,0,0,0,13,0,0,26,8,1,0,0,0,0,0,0,0,1,0,0,"01/10/20",5772,3,"eng ENG","CB",90,0,0,0,0,0,0,0,0,96,8,0,1,4,0,0,0.1,1,0,66,86,76.7,670,57,95,2,4,"Sheffield Utd",1.8,1.55,0,9.95,0.25,0,0.8,2,0,0,0,0,0,-3.1,0,-1.85,6.8
"2511","West Ham",23,"Angelo Ogbonna","WHU","D",208,"FA","EVE 1<br/>@WHU 1 F",6.5,6.5,"32%","17%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,42,25,59.5,2,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,7,3,6,3,0,0,0,8,0,0,17,11,6,0,0,0,0,0,0,0,1,0,0,"01/18/20",6081,21,"it ITA","CB",90,0,0,0,0,0,0,0,0,47,9,2,1,2,0,0,0,0,0,25,39,64.1,284,24,34,0,0,"Everton",1.3,1.05,0.16,7.36,0.5,0,0,0,0,0,0,0,0,-2.1,0.96,1.36,0
"2514","West Ham",23,"Issa Diop","WHU","D",233,"FA","EVE 1<br/>@WHU 1 F",16.25,16.25,"21%","3.50%",1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,23,17,73.9,1,0,0,0,0,0,0,2,0,0,0,9,9,0,0,0,0,2,5,2,4,0,0,0,0,3,0,0,8,4,3,0,0,0,0,0,0,0,1,0,0,"01/18/20",6082,23,"fr FRA","CB",90,1,0,0,0,1,1,0,0,38,10,1,0,3,0.1,0.1,0,1,0,19,26,73.1,145,13,26,0,0,"Everton",1.3,1.05,0.16,8.11,2.25,1,0,0,2,0,0,0,0,-2.1,0.96,1.11,3
"2515","West Ham",24,"Angelo Ogbonna","WHU","D",16,"FA","WHU 1<br/>@LEI 4 F",-8.5,-8.5,"-","-",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0,0,1,0,0,0,15,8,53.3,1,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,1,1,1,5,1,2,0,0,0,0,0,0,7,5,1,0,0,0,0,0,0,0,4,0,0,"01/22/20",6478,21,"it ITA","CB",90,0,0,0,0,1,0,1,0,24,11,0,1,4,0.2,0.2,0,0,0,8,14,57.1,36,5,5,0,0,"Leicester City",2.9,2.65,0,-3.8,0.5,2,0,0,0,0,0,0,0,-5.3,0,-3.8,2
"2516","West Ham",24,"Issa Diop","WHU","D",7,"FA","WHU 1<br/>@LEI 4 F",-2.5,-2.5,"-","-",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,11,61.1,2,0,0,0,0,0,1,3,0,2,1,6,6,0,0,0,0,2,2,1,2,1,0,0,0,6,0,0,8,7,3,0,0,0,0,0,0,0,4,0,0,"01/22/20",6479,23,"fr FRA","CB",90,0,0,0,0,0,0,0,0,30,11,1,2,4,0,0,0,0,0,7,14,50,144,8,40,0,0,"Leicester City",2.9,2.65,0,0.2,1.5,0,0,0,0,0,0,0,0,-5.3,0,-1.8,0
"2519","West Ham",25,"Angelo Ogbonna","WHU","D",208,"FA","BHA 3<br/>@WHU 3 F",-11.5,-11.5,"32%","17%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,27,22,81.5,3,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,5,2,3,1,0,0,0,6,0,0,5,6,3,0,0,0,0,0,0,1,3,0,0,"02/01/20",6733,21,"it ITA","CB",90,0,0,0,0,0,0,1,0,34,11,2,2,0,0,0,0,1,0,22,25,88,194,20,38,0,0,"Brighton",2.1,1.85,0,-9.2,0.5,0,0,0,0,0,0,0,-9,-3.7,0,-9.2,0
"2520","West Ham",25,"Issa Diop","WHU","D",233,"FA","BHA 3<br/>@WHU 3 F",14,14,"21%","3.50%",1,90,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,28,18,64.3,4,0,0,0,0,0,0,2,0,4,1,4,4,0,0,0,0,2,3,2,3,1,0,0,1,4,0,0,10,8,3,0,0,0,0,0,0,0,3,0,0,"02/01/20",6734,23,"fr FRA","CB",90,1,0,0,0,1,1,0,0,40,6,0,4,2,0.4,0.4,0,0,0,18,27,66.7,211,13,63,0,0,"Brighton",2.1,1.85,0,10.3,1,4,0,0,2,0,0,0,0,-3.7,0,1.3,6
"2524","West Ham",26,"Aaron Cresswell","WHU","D",188,"FA","WHU 0<br/>@MCI 2 F",0,0,"42%","25.50%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,22,17,77.3,4,0,0,0,0,0,0,1,0,0,0,4,4,0,0,1,0,2,2,1,0,0,0,0,0,3,0,0,7,4,2,0,0,0,0,0,0,0,2,0,0,"02/19/20",7130,3,"eng ENG","CB",90,0,0,0,0,0,0,0,0,39,18,1,0,6,0,0,0,1,0,18,26,69.2,135,17,22,0,0,"Manchester City",2.3,2.05,0,-0.0999999999999996,1,0,0,2,0,0,0,0,0,-4.1,0,-2.1,2
"2525","West Ham",26,"Angelo Ogbonna","WHU","D",208,"FA","WHU 0<br/>@MCI 2 F",1.75,1.75,"32%","17%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,11,78.6,1,0,0,0,0,0,0,0,0,1,1,11,11,0,0,0,0,2,2,1,2,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,"02/19/20",7131,21,"it ITA","CB",90,0,0,0,0,0,0,0,0,31,18,2,1,4,0,0,0,0,0,10,14,71.4,29,9,30,0,0,"Manchester City",2.3,2.05,0,1.65,2.75,0,0,0,0,0,0,0,0,-4.1,0,-0.35,0
"2527","West Ham",26,"Issa Diop","WHU","D",233,"FA","WHU 0<br/>@MCI 2 F",2.5,2.5,"21%","3.50%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,14,7,50,1,0,0,0,0,0,0,2,0,3,1,10,10,0,0,0,1,0,1,1,1,0,0,0,0,3,0,0,7,6,0,0,0,0,0,0,0,0,2,0,0,"02/19/20",7132,23,"fr FRA","CB",90,0,0,0,0,0,0,0,0,28,6,0,3,1,0,0,0,0,0,8,12,66.7,41,9,15,0,0,"Manchester City",2.3,2.05,0,2.4,2.5,0,0,0,0,0,0,0,0,-4.1,0,1.4,0
"2528","West Ham",27,"Angelo Ogbonna","WHU","D",208,"FA","WHU 2<br/>@LIV 3 F",2.5,2.5,"32%","17%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,13,7,53.8,0,0,0,0,0,0,0,2,0,3,2,4,4,0,0,1,0,1,6,2,3,1,0,0,0,5,0,0,7,5,1,0,0,0,0,0,0,0,3,0,0,"02/24/20",7405,21,"it ITA","CB",90,0,0,0,0,0,0,0,0,26,11,3,3,3,0,0,0,1,0,6,10,60,70,7,40,0,0,"Liverpool",2.8,2.55,0,3.4,1,0,0,0,0,-0.5,0,0,0,-5.1,0,0.9,-0.5
"2529","West Ham",27,"Issa Diop","WHU","D",233,"FA","WHU 2<br/>@LIV 3 F",11.5,11.5,"21%","3.50%",1,90,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,14,9,64.3,2,0,0,0,0,0,0,3,0,1,0,14,14,0,0,0,0,3,5,2,4,0,0,0,0,4,0,0,5,6,2,0,0,0,0,0,0,0,3,0,0,"02/24/20",7406,23,"fr FRA","CB",90,1,0,0,0,1,1,1,0,32,7,1,1,3,0.1,0.1,0,0,0,10,15,66.7,109,7,20,0,0,"Liverpool",2.8,2.55,0,3.4,3.5,1,0,0,2,0,0,0,0,-5.1,0,-0.6,3
"2531","West Ham",28,"Issa Diop","WHU","D",233,"FA","SOU 1<br/>@WHU 3 F",4.5,4.5,"21%","3.50%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,12,66.7,2,0,0,0,0,0,0,2,0,2,1,10,10,0,0,0,0,1,2,3,1,3,0,1,0,6,0,0,6,5,2,0,0,0,0,0,0,0,1,0,0,"02/29/20",7526,23,"fr FRA","CB",90,0,0,0,0,1,0,0,0,34,9,1,2,1,0.2,0.2,0,0,0,14,21,66.7,144,5,5,0,0,"Southampton",1,0.75,0.4,9.4,2.5,2,0,0,0,0,0,0,0,-1.5,2.4,6.4,2
"2532","West Ham",28,"Angelo Ogbonna","WHU","D",208,"FA","SOU 1<br/>@WHU 3 F",9,9,"32%","17%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,11,55,0,0,0,0,0,0,0,3,0,1,0,4,4,0,0,0,0,2,9,1,8,1,0,0,0,5,0,0,9,3,2,0,0,0,0,0,0,0,1,0,0,"02/29/20",7525,21,"it ITA","CB",90,0,0,0,0,1,0,0,0,29,11,2,1,3,0.2,0.2,0,0,0,10,19,52.6,126,7,2,0,0,"Southampton",1,0.75,0.4,13.9,1,2,0,0,0,0,0,0,0,-1.5,2.4,3.9,2
"2534","West Ham",29,"Angelo Ogbonna","WHU","D",208,"FA","WHU 0<br/>@ARS 1 F",4.25,4.25,"32%","17%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,11,61.1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,2,4,1,0,0,0,5,0,0,8,5,0,0,0,0,0,0,0,0,1,0,0,"03/07/20",7705,21,"it ITA","CB",90,0,0,0,0,0,0,0,0,25,12,1,0,0,0,0,0,0,0,12,19,63.2,80,10,13,0,0,"Arsenal",1.3,1.05,0.16,5.11,1.25,0,0,0,0,0,0,0,0,-2.1,0.96,1.11,0
