"","X","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP.G","X..Owned","X...","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","X6S","Off","PA","AP","PC.","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","X.","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp.","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","AER_prop","defPts","offPts"
"1991",1991,"Sheffield Utd",34,"George Baldock","SHU","D",38,"W (Tue)","WOL 0<br/>@SHU 1 F",14.25,14.25,"80%","-0.40%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,28,23,82.1,15,7,2,5,0,0,0,0,0,0,0,1,1,3,3,3,2,0,5,2,1,1,0,0,0,1,0,0,12,2,1,0,0,0,0,0,0,0,0,1,90,"07/08/20",9299,2,"eng ENG","WB",90,0,0,0,0,1,0,0,0,50,13,0,0,3,0.1,0.1,0,2,0,33,44,75,222,32,107,3,3,"Wolves",0.4,0.15,0.88,14.23,0.25,1,0,2,0,0,0,0,0,-0.3,5.28,0.5,5.23,8
"1992",1992,"Sheffield Utd",34,"Enda Stevens","SHU","D",90,"W (Tue)","WOL 0<br/>@SHU 1 F",7.25,7.25,"87%","0.20%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,34,0,1,0,0,1,0,0,0,0,0,0,0,37,22,59.5,8,8,0,8,0,0,1,0,0,0,0,1,1,1,0,1,1,0,7,8,0,3,0,0,0,5,0,0,34,2,1,0,0,0,0,0,0,0,0,1,90,"07/08/20",9298,3,"ie IRL","WB",90,0,0,0,0,1,0,1,0,76,24,6,0,2,0,0,0,0,0,33,63,52.4,212,37,177,1,1,"Wolves",0.4,0.15,0.88,6.23,0.25,0,0,0,0,0,0,0,0,-0.3,5.28,0,9.23,0
"1996",1996,"Sheffield Utd",35,"Enda Stevens","SHU","D",21,"W (Tue)","CHE 0<br/>@SHU 3 F",18.5,18.5,"87%","0.20%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,25,19,76,11,1,1,0,0,0,0,0,0,1,1,4,4,1,0,0,0,0,1,5,1,1,0,0,0,6,0,0,11,2,1,0,0,0,0,0,0,0,0,1,90,"07/11/20",9528,3,"ie IRL","WB",90,0,1,0,0,1,0,0,0,45,10,0,1,1,0.2,0.2,0.1,2,1,27,36,75,234,23,28,0,1,"Chelsea",1.1,0.85,0.32,7.52,1,2,0.8,2,0,-1.5,0,0,0,-1.7,1.92,0.5,2.22,4.3
"1997",1997,"Sheffield Utd",35,"George Baldock","SHU","D",45,"W (Tue)","CHE 0<br/>@SHU 3 F",13.5,13.5,"80%","-0.40%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,1,0,0,0,0,0,0,0,23,11,47.8,6,2,1,1,0,0,0,0,0,1,0,2,2,2,2,2,0,0,7,6,4,3,0,0,0,2,0,0,13,3,0,0,0,0,0,0,0,0,0,1,90,"07/11/20",9529,2,"eng ENG","WB",90,0,0,0,0,0,0,1,0,34,17,1,1,1,0,0,0.1,4,0,17,28,60.7,58,15,83,2,2,"Chelsea",1.1,0.85,0.32,8.52,0.5,0,0.8,2,0,0,0,0,0,-1.7,1.92,0.571428571428571,1.72,5.8
"2002",2002,"Sheffield Utd",36,"George Baldock","SHU","D",94,"W (Tue)","SHU 0<br/>@LEI 2 F",7,7,"80%","-0.40%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,38,30,78.9,13,0,0,0,0,0,1,1,0,2,0,4,4,0,0,1,2,0,3,4,2,3,0,0,0,3,0,0,10,5,2,0,0,0,0,0,0,0,0,0,0,"07/16/20",9933,2,"eng ENG","WB",90,0,0,0,0,0,0,0,0,62,12,2,2,3,0,0,0.1,3,0,41,50,82,217,35,109,0,0,"Leicester City",2.1,1.85,0,4.1,1,0,0.8,2,0,0,0,0,0,-3.7,0,0.4,-0.7,2.8
"2003",2003,"Sheffield Utd",36,"Enda Stevens","SHU","D",143,"W (Tue)","SHU 0<br/>@LEI 2 F",3.75,3.75,"87%","0.20%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,47,35,74.5,10,1,0,1,0,0,0,2,0,1,0,1,1,1,1,2,1,0,7,3,2,1,0,0,0,7,0,0,16,5,1,0,0,0,0,0,0,0,0,0,0,"07/16/20",9932,3,"ie IRL","WB",90,0,0,0,0,0,0,0,0,72,15,0,1,3,0,0,0,0,0,52,61,85.2,324,42,109,1,1,"Leicester City",2.1,1.85,0,0.0499999999999998,0.25,0,0,0,0,-0.5,0,0,0,-3.7,0,0.666666666666667,-2.45,0.5
"2020",2020,"Sheffield Utd",6,"Enda Stevens","SHU","D",103,"FA","SHU 2<br/>@EVE 0 F",12.5,12.5,"84%","-1.40%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,1,2,0,0,0,0,0,0,0,0,0,0,30,24,80,8,3,0,3,0,0,1,1,0,1,0,6,6,3,2,4,2,1,6,8,0,3,0,0,0,6,0,0,13,6,4,0,0,0,0,0,0,0,0,1,90,"09/21/19",1513,3,"ie IRL","WB",90,0,0,0,0,0,0,0,0,61,14,3,1,4,0,0,0,0,0,30,43,69.8,328,35,101,3,4,"Everton",1,0.75,0.4,7.4,1.5,0,0,0,0,0,0,0,0,-1.5,2.4,0,5.4,2
"2021",2021,"Sheffield Utd",6,"George Baldock","SHU","D",77,"FA","SHU 2<br/>@EVE 0 F",7.25,7.25,"89%","9.90%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,0,15,13,86.7,4,2,0,2,0,0,1,1,0,0,0,5,5,2,1,2,0,0,5,6,2,4,0,0,0,4,0,0,9,2,0,0,0,0,0,0,0,0,0,1,90,"09/21/19",1514,2,"eng ENG","WB",90,0,0,0,0,0,0,1,0,39,12,0,0,4,0,0,0,0,0,16,26,61.5,64,19,48,1,1,"Everton",1,0.75,0.4,2.15,1.25,0,0,0,0,0,0,0,0,-1.5,2.4,0.333333333333333,2.15,1
"2029",2029,"Sheffield Utd",8,"Enda Stevens","SHU","D",103,"FA","SHU 0<br/>@WAT 0 F",11.25,11.25,"84%","-1.40%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,17,0,2,0,0,0,0,0,0,0,0,0,0,56,49,87.5,14,5,1,4,0,0,0,1,0,3,0,1,1,1,0,2,0,0,5,6,1,1,0,0,0,12,0,0,17,6,2,0,0,0,0,0,0,0,0,1,90,"10/05/19",2039,3,"ie IRL","WB",90,0,0,0,0,1,0,0,0,80,16,2,3,2,0,0,0,0,0,56,69,81.2,323,61,128,1,2,"Watford",1.6,1.35,0,2.55,0.25,0,0,0,0,-2,0,0,0,-2.7,0,0.5,2.55,-1
"2033",2033,"Sheffield Utd",8,"George Baldock","SHU","D",77,"FA","SHU 0<br/>@WAT 0 F",8.75,8.75,"89%","9.90%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,52,47,90.4,17,6,1,5,0,0,3,0,0,1,0,1,1,1,1,1,0,0,3,6,0,4,0,0,0,5,0,0,14,1,0,0,0,0,0,0,0,0,0,1,90,"10/05/19",2040,2,"eng ENG","WB",90,0,0,0,0,0,0,0,0,75,9,3,1,1,0,0,0,3,0,56,67,83.6,287,59,178,1,1,"Watford",1.6,1.35,0,0.0499999999999998,0.25,0,0,0,0,-0.5,0,0,0,-2.7,0,0,-1.45,1.5
"2048",2048,"Southampton",11,"Yan Valery","SOU","D",354,"FA","SOU 1<br/>@MCI 2 F",2.75,2.75,"5%","2.40%",1,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,1,0,0,0,0,0,0,0,0,0,0,18,8,44.4,2,0,0,0,0,0,0,1,0,0,0,5,5,2,1,2,0,0,6,8,4,4,0,0,0,6,0,0,16,5,0,0,1,0,0,0,0,0,1,0,0,"11/02/19",2863,43,"fr FRA","WB",74,0,0,0,0,0,0,0,0,40,15,2,0,4,0,0,0,0,0,13,25,52,115,14,39,0,4,"Manchester City",2.9,2.65,0,-0.55,1.25,0,0,0,0,-1.5,0,0,0,-5.3,0,0.5,-4.05,-0.5
"2056",2056,"Southampton",13,"Ryan Bertrand","SOU","D",141,"FA","SOU 2<br/>@ARS 2 F",8.5,8.5,"63%","19.10%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,13,0,3,0,0,1,0,0,0,0,0,0,0,30,23,76.7,9,2,0,2,1,0,0,0,0,2,0,0,0,0,0,3,0,1,6,4,0,2,1,0,0,4,0,0,13,3,0,0,0,0,0,0,0,0,2,0,0,"11/23/19",3388,21,"eng ENG","LB",90,0,1,0,0,0,0,1,0,53,11,3,2,4,0,0,0.3,3,1,34,42,81,296,25,77,0,1,"Arsenal",1.8,1.55,0,3.8,0,0,2.4,4,0,-0.5,0,0,0,-3.1,0,0,0.9,5.9
"2057",2057,"Southampton",13,"Cedric Soares","ARS","D",297,"FA","SOU 2<br/>@ARS 2 F",-2,-2,"5%","-1%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,30,20,66.7,6,1,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,2,3,0,0,0,0,0,9,0,0,13,6,1,0,0,0,0,0,0,0,2,0,0,"11/23/19",3391,2,"pt POR","RB",90,0,0,0,0,1,0,0,0,51,25,3,1,3,0,0,0,0,0,28,39,71.8,229,22,38,0,0,"Arsenal",1.8,1.55,0,-1.1,0.5,0,0,0,0,-0.5,0,0,0,-3.1,0,0,-0.6,-0.5
"2059",2059,"Southampton",14,"Ryan Bertrand","SOU","D",141,"FA","WAT 1<br/>@SOU 2 F",0.5,0.5,"63%","19.10%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,1,0,0,0,0,0,0,0,0,0,0,61,47,77,15,3,1,2,0,0,2,1,0,2,0,2,2,1,0,1,0,0,1,5,0,0,0,0,0,3,0,0,21,1,1,0,0,0,0,0,0,0,1,0,0,"11/30/19",3731,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,93,8,1,2,2,0,0,0,0,0,60,78,76.9,402,53,243,1,3,"Watford",0.7,0.45,0.64,5.44,0.5,0,0,0,0,-1,0,0,0,-0.9,3.84,0,5.44,0
"2062",2062,"Southampton",14,"Cedric Soares","ARS","D",297,"FA","ARS 2<br/>@NOR 2 F",4.25,4.25,"5%","-1%",1,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,50,40,80,12,6,2,4,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,4,0,4,0,0,0,3,0,0,18,7,2,0,1,0,0,0,0,0,1,0,0,"11/30/19",3734,2,"pt POR","RB",75,0,0,0,0,0,0,0,0,85,13,1,1,1,0,0,0,1,0,61,76,80.3,349,45,142,0,0,"Watford",0.7,0.45,0.64,9.19,0.25,0,0,2,0,0,0,0,0,-0.9,3.84,0,5.19,4
"2063",2063,"Southampton",15,"Cedric Soares","ARS","D",297,"FA","BHA 2<br/>@ARS 1 F",9.5,9.5,"5%","-1%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,22,14,63.6,3,4,1,3,0,0,0,0,0,3,0,2,2,0,0,0,0,0,3,4,1,2,0,0,0,2,0,0,14,4,1,0,0,0,0,0,0,0,1,0,0,"12/04/19",3977,2,"pt POR","RB",90,0,0,0,0,1,1,0,0,48,27,2,3,0,0.1,0.1,0.1,2,0,25,39,64.1,189,24,69,0,0,"Norwich City",0.9,0.65,0.48,14.88,0.5,1,0.8,2,2,0,0,0,0,-1.3,2.88,0.333333333333333,7.08,6.8
"2065",2065,"Southampton",15,"Ryan Bertrand","SOU","D",141,"FA","NOR 1<br/>@SOU 2 F",14.25,14.25,"63%","19.10%",1,90,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,28,20,71.4,12,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,3,2,1,0,0,1,3,0,0,15,4,1,0,0,0,0,0,0,0,1,0,0,"12/04/19",3974,21,"eng ENG","LB",90,1,0,0,0,1,1,0,0,53,22,0,1,3,0.5,0.5,0,0,0,33,47,70.2,397,20,61,0,0,"Norwich City",0.9,0.65,0.48,12.83,0.25,5,0,0,2,0,0,0,0,-1.3,2.88,0.666666666666667,2.83,8
"2067",2067,"Southampton",16,"Cedric Soares","ARS","D",297,"FA","ARS 3<br/>@WHU 1 F",-1,-1,"5%","-1%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0.5,0,1,0,0,2,14,5,0,0,0,1,0,0,0,0,0,0,0,28,20,71.4,7,2,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,5,14,1,4,0,0,0,3,0,0,14,6,2,0,0,0,0,0,0,0,2,0,0,"12/08/19",4350,2,"pt POR","RB",90,0,0,0,0,2,1,1,0,51,21,2,0,2,0.1,0.1,0.1,4,1,35,43,81.4,329,25,26,1,1,"Newcastle Utd",1.2,0.95,0.24,4.34,0,1,0.8,2,2,-1,0,0,0,-1.9,1.44,0.2,-0.46,6.8
"2068",2068,"Southampton",16,"Ryan Bertrand","SOU","D",141,"FA","SOU 1<br/>@NEW 2 F",2,2,"63%","19.10%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,1,18,1,1,0,0,0,0,0,0,0,0,0,0,38,29,76.3,8,4,1,3,0,0,1,0,0,0,0,2,2,0,0,1,0,1,7,11,3,5,0,1,0,3,0,0,18,7,3,0,0,0,0,0,0,0,2,0,0,"12/08/19",4347,21,"eng ENG","LB",90,0,0,0,0,3,0,0,0,63,7,3,0,2,0.9,0.9,0,0,0,35,47,74.5,338,31,98,0,0,"Newcastle Utd",1.2,0.95,0.24,14.54,0.5,9,0,0,0,-0.5,0,0,0,-1.9,1.44,0.375,2.04,9.5
"2071",2071,"Southampton",17,"Cedric Soares","ARS","D",297,"FA","MCI 3<br/>@ARS 0 F",13.25,13.25,"5%","-1%",1,87,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,34,22,64.7,2,6,3,3,0,0,0,3,0,0,0,5,5,1,1,1,1,1,10,8,6,3,0,0,0,4,0,0,22,8,2,0,1,0,0,0,0,0,1,0,0,"12/14/19",4551,2,"pt POR","RB",86,0,0,0,0,1,0,0,0,68,25,3,0,2,0,0,0.3,3,0,35,51,68.6,285,33,84,1,3,"West Ham",1,0.75,0.4,18.55,1.25,0,2.4,4,0,-1,0,0,0,-1.5,2.4,0.666666666666667,3.15,9.4
"2074",2074,"Southampton",17,"Ryan Bertrand","SOU","D",141,"FA","WHU 1<br/>@SOU 0 F",2,2,"63%","19.10%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,34,27,79.4,5,3,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,7,0,0,13,4,2,0,0,0,0,0,0,0,1,0,0,"12/14/19",4548,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,53,13,3,1,0,0,0,0,1,0,34,44,77.3,237,27,81,0,0,"West Ham",1,0.75,0.4,4.9,0,0,0,0,0,0,0,0,0,-1.5,2.4,0,2.9,2
"2076",2076,"Southampton",18,"Ryan Bertrand","SOU","D",141,"FA","SOU 3<br/>@AVL 1 F",4,4,"63%","19.10%",1,90,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,23,12,52.2,4,5,1,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,0,0,3,0,0,19,5,1,0,0,0,0,0,0,0,1,0,0,"12/21/19",4725,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,37,10,0,0,1,0,0,0.6,2,0,19,35,54.3,207,17,60,0,0,"Aston Villa",1.1,0.85,0.32,11.02,0,0,4.8,4,0,0,0,0,0,-1.7,1.92,1,0.22,9.8
"2077",2077,"Southampton",18,"Cedric Soares","ARS","D",297,"FA","ARS 0<br/>@EVE 0 F",1.5,1.5,"5%","-1%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,29,19,65.5,3,2,0,2,0,0,1,2,0,0,0,2,2,0,0,0,0,0,4,3,1,1,0,0,0,4,0,0,16,4,2,0,0,0,0,0,0,0,1,0,0,"12/21/19",4728,2,"pt POR","RB",90,0,0,0,0,1,0,0,0,51,12,2,0,1,0,0,0,0,0,31,44,70.5,250,23,65,0,0,"Aston Villa",1.1,0.85,0.32,3.72,0.5,0,0,0,0,0,0,0,0,-1.7,1.92,0.5,2.72,0
"2079",2079,"Southampton",19,"Cedric Soares","ARS","D",297,"FA","ARS 1<br/>@BOU 1 F",15.5,15.5,"5%","-1%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,32,18,56.3,4,1,0,1,0,0,0,2,0,5,0,8,8,0,0,0,1,0,4,1,0,0,0,0,0,5,0,0,19,14,3,0,0,0,0,0,0,0,0,1,90,"12/26/19",5029,2,"pt POR","RB",90,0,0,0,0,0,0,0,0,61,29,4,5,5,0,0,0,0,0,26,40,65,230,13,36,0,0,"Chelsea",0.5,0.25,0.8,13.8,2,0,0,0,0,-0.5,0,0,0,-0.5,4.8,0,14.3,-0.5
"2082",2082,"Southampton",19,"Ryan Bertrand","SOU","D",141,"FA","SOU 2<br/>@CHE 0 F",9.25,9.25,"63%","19.10%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,1,0,0,1,0,0,0,0,0,0,0,32,18,56.3,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,6,6,3,4,0,0,0,8,0,0,20,5,0,0,0,0,0,0,0,0,0,1,90,"12/26/19",5026,21,"eng ENG","LB",90,0,0,0,0,0,0,1,0,57,18,2,1,3,0,0,0,1,0,28,45,62.2,256,22,69,0,0,"Chelsea",0.5,0.25,0.8,7.55,0.25,0,0,0,0,0,0,0,0,-0.5,4.8,0.428571428571429,7.55,0
"2084",2084,"Southampton",2,"Ryan Bertrand","SOU","D",194,"FA","LIV 2<br/>@SOU 1 F",1,1,"63%","19.10%",1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,22,12,54.5,5,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,4,0,0,0,3,0,0,16,6,2,0,1,0,0,0,0,0,0,0,0,"08/17/19",334,21,"eng ENG","WB",76,0,0,0,0,0,0,0,0,41,9,0,0,2,0,0,0,0,0,21,34,61.8,270,15,61,0,0,"Liverpool",1.5,1.25,0,-1.5,0,0,0,0,0,0,0,0,0,-2.5,0,0.2,-2.5,0
"2085",2085,"Southampton",2,"Yan Valery","SOU","D",92,"FA","LIV 2<br/>@SOU 1 F",7,7,"5%","2.40%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,1,31,21,67.7,5,3,1,2,0,0,1,0,0,1,0,4,4,2,2,2,1,0,6,4,1,2,1,0,0,7,0,0,16,6,1,0,0,0,0,0,0,0,0,0,0,"08/17/19",336,43,"fr FRA","WB",90,0,0,0,0,1,0,0,0,55,16,4,1,3,0.1,0.1,0.5,3,0,27,40,67.5,148,27,44,1,1,"Liverpool",1.5,1.25,0,9.5,1,1,4,2,0,-1,0,0,0,-2.5,0,0.333333333333333,-0.5,9
"2088",2088,"Southampton",20,"Ryan Bertrand","SOU","D",141,"FA","CRY 1<br/>@SOU 1 F",2.25,2.25,"63%","19.10%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,45,40,88.9,5,6,0,6,0,0,2,1,0,1,0,1,1,1,1,2,0,0,5,4,2,2,0,0,0,2,0,0,14,1,1,0,0,0,0,0,0,0,1,0,0,"12/28/19",5263,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,67,11,1,1,2,0,0,0,1,0,48,59,81.4,285,41,144,0,0,"Crystal Palace",0.2,0,1,10.25,0.25,0,0,0,0,0,0,0,0,0,6,0.5,7.25,1
"2090",2090,"Southampton",20,"Cedric Soares","ARS","D",297,"FA","CHE 2<br/>@ARS 1 F",5.25,5.25,"5%","-1%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,32,26,81.3,10,7,0,7,0,0,0,1,0,2,0,1,1,0,0,0,0,0,7,4,2,2,0,0,0,3,0,0,15,3,2,0,0,0,0,0,0,0,1,0,0,"12/28/19",5266,2,"pt POR","RB",90,0,0,0,0,1,1,0,0,61,16,3,2,3,0.1,0.1,0,1,0,37,49,75.5,251,28,97,0,0,"Crystal Palace",0.2,0,1,14.25,0.25,1,0,0,2,0,0,0,0,0,6,0.5,9.25,3
"2092",2092,"Southampton",21,"Cedric Soares","ARS","D",297,"FA","MUN 0<br/>@ARS 2 F",14.25,14.25,"5%","-1%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,29,16,55.2,2,1,1,0,0,0,0,2,0,1,0,5,5,0,0,0,0,0,4,2,1,0,0,0,0,3,0,0,18,7,1,0,0,0,0,0,0,0,0,1,90,"01/01/20",5569,2,"pt POR","RB",90,0,0,0,0,1,0,0,0,58,14,3,1,0,0.1,0.1,0.1,1,0,34,47,72.3,348,16,44,0,0,"Tottenham",0.7,0.45,0.64,12.99,1.25,1,0.8,2,0,0,0,0,0,-0.9,3.84,1,7.19,4.8
"2094",2094,"Southampton",21,"Ryan Bertrand","SOU","D",141,"FA","TOT 0<br/>@SOU 1 F",10.25,10.25,"63%","19.10%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0,0,0,0,27,21,77.8,5,3,1,2,0,0,2,2,0,0,0,1,1,0,0,0,0,2,2,6,1,0,0,0,0,4,0,0,13,1,1,0,0,0,0,0,0,0,0,1,90,"01/01/20",5566,21,"eng ENG","LB",90,0,0,0,0,1,0,0,0,48,19,1,0,3,0,0,0.1,2,0,29,37,78.4,211,26,36,0,0,"Tottenham",0.7,0.45,0.64,7.99,0.25,0,0.8,2,0,-1,0,0,0,-0.9,3.84,1,4.19,2.8
"2096",2096,"Southampton",22,"Ryan Bertrand","SOU","D",141,"FA","SOU 2<br/>@LEI 1 F",9.5,9.5,"63%","19.10%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,3,0,0,0,0,0,0,0,0,0,0,0,25,15,60,5,4,2,2,0,0,1,0,0,3,1,0,0,2,0,0,0,0,5,8,2,1,1,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,"01/11/20",5854,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,59,12,1,3,0,0,0,0.3,5,0,28,46,60.9,224,19,84,0,1,"Leicester City",0.8,0.55,0.56,16.16,0,0,2.4,4,0,-0.5,0,0,0,-1.1,3.36,0.666666666666667,6.26,7.9
"2097",2097,"Southampton",22,"Cedric Soares","ARS","D",297,"FA","ARS 1<br/>@CRY 1 F",7.25,7.25,"5%","-1%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,31,18,58.1,5,2,0,2,0,0,0,1,0,1,0,3,3,2,2,2,1,0,8,3,2,2,0,0,0,7,0,0,20,6,1,0,0,0,0,0,0,0,1,0,0,"01/11/20",5857,2,"pt POR","RB",90,0,0,0,0,0,0,0,0,64,15,5,1,3,0,0,0,2,0,32,48,66.7,364,16,121,0,1,"Leicester City",0.8,0.55,0.56,11.51,0.75,0,0,0,0,-0.5,0,0,0,-1.1,3.36,0.5,8.01,1.5
"2101",2101,"Southampton",23,"Cedric Soares","ARS","D",297,"FA","SHU 1<br/>@ARS 1 F",14,14,"5%","-1%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,20,1,2,0,0,0,0,0,0,0,0,0,0,37,24,64.9,9,6,2,4,0,0,0,2,0,0,0,4,4,0,0,2,1,1,8,3,1,2,0,0,0,2,0,0,20,12,2,0,0,0,0,0,0,0,3,0,0,"01/18/20",6193,2,"pt POR","RB",90,0,1,0,0,1,1,0,0,72,18,8,0,4,0.1,0.1,0.2,3,1,35,54,64.8,284,29,130,0,1,"Wolves",1.7,1.45,0,11.7,1,1,1.6,4,2,0,0,0,0,-2.9,0,0.333333333333333,0.1,10.6
"2102",2102,"Southampton",23,"Ryan Bertrand","SOU","D",141,"FA","WOL 3<br/>@SOU 2 F",8.25,8.25,"63%","19.10%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,1,0,0,0,0,0,0,0,0,0,48,33,68.8,6,3,2,1,0,0,1,0,0,3,0,1,1,1,0,2,0,0,7,8,5,5,0,0,0,6,0,0,24,6,1,0,0,0,0,0,0,0,3,0,0,"01/18/20",6190,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,77,13,1,3,0,0,0,0.1,2,0,50,68,73.5,369,30,86,0,1,"Wolves",1.7,1.45,0,12.15,0.25,0,0.8,4,0,0,0,0,0,-2.9,0,0.5,0.35,6.8
