"","X","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP.G","X..Owned","X...","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","X6S","Off","PA","AP","PC.","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","X.","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp.","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","AER_prop","defPts","offPts"
"116",116,"Aston Villa",10,"Matt Targett","AVL","D",159,"FA","AVL 0<br/>@MCI 3 F",-1.75,-1.75,"58%","2.50%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,2,0,0,0,0,0,0,0,0,0,0,0,38,26,68.4,7,2,2,0,0,0,1,0,0,0,0,5,5,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,17,5,1,0,0,0,0,0,0,0,3,0,0,"10/26/19",2536,18,"eng ENG","LB",90,0,0,0,0,0,0,0,0,56,6,0,0,1,0,0,0,2,0,34,45,75.6,264,35,50,0,1,"Manchester City",2.6,2.35,0,-0.45,1.25,0,0,2,0,-1,0,0,0,-4.7,0,0,-3.45,3
"118",118,"Aston Villa",10,"Frederic Guilbert","AVL","D",235,"FA","AVL 0<br/>@MCI 3 F",2,2,"21%","-5.70%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,35,23,65.7,5,4,1,3,0,0,0,2,0,2,0,4,4,1,0,1,1,1,5,7,0,4,0,0,0,6,0,0,18,5,0,0,0,0,0,0,0,0,3,0,0,"10/26/19",2539,24,"fr FRA","RB",90,0,0,0,0,0,0,0,0,57,11,2,2,2,0,0,0.1,2,0,29,39,74.4,161,28,71,0,1,"Manchester City",2.6,2.35,0,4.1,1,0,0.8,2,0,0,0,0,0,-4.7,0,0,0.3,3.8
"120",120,"Aston Villa",11,"Frederic Guilbert","AVL","D",235,"FA","LIV 2<br/>@AVL 1 F",12,12,"21%","-5.70%",1,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,7,46.7,1,1,0,1,0,0,0,0,0,0,0,4,4,2,1,1,0,0,6,4,3,2,0,0,0,4,0,0,15,4,0,0,1,0,0,0,0,0,0,1,0,"11/02/19",2797,24,"fr FRA","RB",68,0,0,0,0,0,0,0,0,34,15,3,0,2,0,0,0,0,0,10,22,45.5,88,9,26,1,2,"Liverpool",2.5,2.25,0,1.5,1,0,0,0,0,0,0,0,0,-4.5,0,0.6,-2.5,1
"123",123,"Aston Villa",11,"Matt Targett","AVL","D",159,"FA","LIV 2<br/>@AVL 1 F",5.25,5.25,"58%","2.50%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,11,57.9,3,1,1,0,0,0,0,1,0,4,0,5,5,1,0,0,0,1,2,2,1,1,1,0,0,6,0,0,13,5,2,0,0,0,0,0,0,0,2,0,0,"11/02/19",2794,18,"eng ENG","LB",90,0,0,0,0,0,0,0,0,45,6,0,4,3,0,0,0.2,1,0,24,35,68.6,352,10,14,0,1,"Liverpool",2.5,2.25,0,6.35,1.25,0,1.6,2,0,0,0,0,0,-4.5,0,0.5,0.75,4.6
"125",125,"Aston Villa",12,"Frederic Guilbert","AVL","D",235,"FA","AVL 1<br/>@WOL 2 F",0.25,0.25,"21%","-5.70%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,22,1,3,0,0,1,0,0,1,0,0,0,0,38,29,76.3,7,6,0,6,0,0,1,1,0,1,1,1,1,3,2,5,1,1,12,8,2,4,0,0,0,4,0,0,22,5,1,0,0,0,0,0,0,0,2,0,0,"11/10/19",3282,24,"fr FRA","RB",90,0,0,0,0,0,0,1,0,75,16,6,1,4,0,0,0,0,0,40,58,69,404,41,170,2,2,"Wolves",1.9,1.65,0,0.95,0.25,0,0,0,0,-1,0,0,0,-3.3,0,0.333333333333333,0.95,1
"128",128,"Aston Villa",13,"Frederic Guilbert","AVL","D",235,"FA","NEW 0<br/>@AVL 2 F",16.75,16.75,"21%","-5.70%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,24,1,0,0,0,0,0,0,0,0,0,0,0,41,33,80.5,7,7,1,6,0,0,2,1,0,1,0,3,3,2,0,0,0,0,10,13,2,1,0,0,0,6,0,0,24,7,3,0,0,0,0,0,0,0,0,1,90,"11/25/19",3569,24,"fr FRA","RB",90,0,0,0,0,0,0,0,0,77,24,8,1,1,0,0,0,1,0,42,59,71.2,375,44,107,1,3,"Newcastle Utd",0.8,0.55,0.56,13.01,0.75,0,0,0,0,-1,0,0,0,-1.1,3.36,0.666666666666667,11.01,0
"130",130,"Aston Villa",13,"Matt Targett","AVL","D",159,"FA","NEW 0<br/>@AVL 2 F",20.75,20.75,"58%","2.50%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,41,35,85.4,9,2,0,2,0,0,0,0,0,4,0,3,3,2,2,2,0,1,7,2,3,1,1,0,0,4,0,0,8,3,1,0,0,0,0,0,0,0,0,1,90,"11/25/19",3566,18,"eng ENG","LB",90,0,0,0,0,0,0,0,0,56,14,3,4,2,0,0,0.1,1,0,38,45,84.4,213,35,88,2,2,"Newcastle Utd",0.8,0.55,0.56,17.81,0.75,0,0.8,4,0,0,0,0,0,-1.1,3.36,0.75,8.01,6.8
"133",133,"Aston Villa",14,"Frederic Guilbert","AVL","D",235,"FA","AVL 2<br/>@MUN 2 F",3.75,3.75,"21%","-5.70%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,1,1,0,0,1,0,0,0,0,0,0,0,28,13,46.4,3,2,1,1,0,0,1,3,0,0,0,3,3,3,1,2,0,1,8,6,1,2,0,0,0,6,0,0,23,6,1,0,0,0,0,0,0,0,2,0,0,"12/01/19",3827,24,"fr FRA","RB",90,0,0,0,0,0,0,1,0,57,14,6,0,5,0,0,0.1,1,0,21,39,53.8,241,21,54,1,3,"Manchester Utd",1.7,1.45,0,5.65,0.75,0,0.8,2,0,0,0,0,0,-2.9,0,0.333333333333333,2.85,4.8
"134",134,"Aston Villa",14,"Matt Targett","AVL","D",159,"FA","AVL 2<br/>@MUN 2 F",16.5,16.5,"58%","2.50%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,32,25,78.1,5,2,1,1,0,0,0,1,0,3,1,2,2,1,1,1,2,0,7,2,1,0,1,0,0,3,0,0,10,3,1,0,0,0,0,0,0,0,2,0,0,"12/01/19",3824,18,"eng ENG","LB",90,0,1,0,0,0,0,0,0,57,15,2,3,4,0,0,0.4,1,1,34,46,73.9,224,30,60,1,1,"Manchester Utd",1.7,1.45,0,12.8,0.5,0,3.2,2,0,0,0,0,0,-2.9,0,1,4.6,7.2
"136",136,"Aston Villa",15,"Ahmed El Mohamady","AVL","D",312,"FA","AVL 1<br/>@CHE 2 F",15.75,15.75,"5%","2.90%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,44,34,77.3,9,4,3,1,0,0,0,0,0,2,0,3,3,2,0,0,0,1,3,3,2,1,1,0,0,11,0,0,20,6,2,0,0,0,0,0,0,0,2,0,0,"12/04/19",3935,27,"eg EGY","RB",90,0,1,0,0,1,0,0,0,65,6,3,2,1,0.1,0.1,0.4,2,1,39,52,75,262,34,122,0,0,"Chelsea",2.3,2.05,0,11.85,0.75,1,3.2,4,0,0,0,0,0,-4.1,0,0.666666666666667,-1.35,11.2
"138",138,"Aston Villa",15,"Matt Targett","AVL","D",159,"FA","AVL 1<br/>@CHE 2 F",-1.25,-1.25,"58%","2.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,2,1,0,0,1,0,0,0,0,0,0,0,35,29,82.9,9,4,1,3,0,0,1,1,0,3,0,3,3,1,0,1,0,1,4,6,0,0,0,0,0,4,0,0,12,4,3,0,0,0,0,0,0,0,2,0,0,"12/04/19",3932,18,"eng ENG","LB",90,0,0,0,0,0,0,1,0,59,24,4,3,5,0,0,0,1,0,32,40,80,258,32,54,0,0,"Chelsea",2.3,2.05,0,-1.35,0.75,0,0,0,0,0,0,0,0,-4.1,0,0,0.65,1
"139",139,"Aston Villa",16,"Matt Targett","AVL","D",159,"FA","LEI 4<br/>@AVL 1 F",-1.25,-1.25,"58%","2.50%",1,78,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,1,0,0,1,0,0,0,0,0,0,0,27,23,85.2,9,3,2,1,0,0,0,0,0,0,0,3,3,1,0,1,0,0,3,5,0,1,1,0,0,5,0,0,7,3,1,0,1,0,0,0,0,0,4,0,0,"12/08/19",4276,18,"eng ENG","LB",77,0,0,0,0,0,0,1,0,40,18,1,0,1,0,0,0.6,4,0,28,33,84.8,221,21,53,0,2,"Leicester City",4.4,4.15,0,3.25,0.75,0,4.8,6,0,0,0,0,0,-8.3,0,0,-6.55,12.8
"142",142,"Aston Villa",16,"Ahmed El Mohamady","AVL","D",312,"FA","LEI 4<br/>@AVL 1 F",3.25,3.25,"5%","2.90%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,41,30,73.2,15,8,2,6,0,0,3,0,0,1,0,1,1,2,2,2,1,1,5,5,1,4,0,0,0,9,0,0,23,6,3,0,0,0,0,0,0,0,4,0,0,"12/08/19",4281,27,"eg EGY","RB",90,0,0,0,0,2,0,0,0,69,11,3,1,2,0.1,0.1,0.1,4,0,40,60,66.7,396,41,99,2,3,"Leicester City",4.4,4.15,0,4.75,0.25,1,0.8,4,0,0,0,0,0,-8.3,0,0.2,-6.05,9.8
"145",145,"Aston Villa",17,"Matt Targett","AVL","D",159,"FA","AVL 0<br/>@SHU 2 F",-0.75,-0.75,"58%","2.50%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,1,0,0,0,0,0,0,0,38,26,68.4,5,3,1,2,0,0,0,0,0,2,0,3,3,0,0,0,0,0,1,10,1,6,0,0,0,6,0,0,17,6,0,0,0,0,0,0,0,0,2,0,0,"12/14/19",4508,18,"eng ENG","LB",90,0,0,0,0,0,0,1,0,69,18,1,2,2,0,0,0.1,1,0,44,61,72.1,274,31,60,0,0,"Sheffield Utd",1.5,1.25,0,1.55,0.75,0,0.8,2,0,-0.5,0,0,0,-2.5,0,0.142857142857143,0.25,3.3
"146",146,"Aston Villa",17,"Frederic Guilbert","AVL","D",235,"FA","AVL 0<br/>@SHU 2 F",5.75,5.75,"21%","-5.70%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,45,28,62.2,12,3,0,3,0,0,1,1,0,3,1,7,7,0,0,1,0,1,7,3,3,3,0,0,0,3,0,0,25,11,6,0,0,0,0,0,0,0,2,0,0,"12/14/19",4511,24,"fr FRA","RB",90,0,0,0,0,0,0,0,0,73,19,4,3,3,0,0,0,0,0,35,58,60.3,506,36,166,1,2,"Sheffield Utd",1.5,1.25,0,7.25,1.75,0,0,0,0,0,0,0,0,-2.5,0,0.5,4.25,0
"147",147,"Aston Villa",18,"Frederic Guilbert","AVL","D",235,"FA","SOU 3<br/>@AVL 1 F",12.5,12.5,"21%","-5.70%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,44,34,77.3,10,4,1,3,0,0,2,0,0,5,0,4,4,1,1,1,0,0,12,9,5,4,0,0,0,5,0,0,20,9,3,0,0,0,0,0,0,0,3,0,0,"12/21/19",4714,24,"fr FRA","RB",90,0,0,0,0,1,1,0,0,75,26,5,5,2,0,0,0,2,0,44,60,73.3,428,30,80,0,0,"Southampton",3,2.75,0,13,1,0,0,0,2,-0.5,0,0,0,-5.5,0,0.555555555555556,4.5,3.5
"150",150,"Aston Villa",18,"Matt Targett","AVL","D",159,"FA","SOU 3<br/>@AVL 1 F",0.25,0.25,"58%","2.50%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,2,0,0,0,0,0,0,0,0,0,0,58,41,70.7,14,2,1,1,0,0,1,0,0,1,0,1,1,2,0,2,0,1,3,7,0,3,1,0,0,3,0,0,22,10,4,0,0,0,0,0,0,0,3,0,0,"12/21/19",4711,18,"eng ENG","LB",90,0,0,0,0,0,0,0,0,73,13,2,1,1,0,0,0.3,2,0,49,65,75.4,522,38,95,0,1,"Southampton",3,2.75,0,3.15,0.25,0,2.4,4,0,0,0,0,0,-5.5,0,0,-4.25,7.4
"151",151,"Aston Villa",19,"Matt Targett","AVL","D",159,"FA","NOR 0<br/>@AVL 1 F",13.25,13.25,"58%","2.50%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,36,25,69.4,8,3,1,2,0,0,0,1,0,1,0,1,1,1,1,2,0,0,4,3,2,1,0,0,0,2,0,0,14,4,2,0,0,0,0,0,0,0,0,1,90,"12/26/19",5040,18,"eng ENG","LB",90,0,0,0,0,0,0,0,0,49,11,0,1,2,0,0,0,1,0,32,43,74.4,366,24,117,1,1,"Norwich City",1.3,1.05,0.16,6.11,0.25,0,0,2,0,0,0,0,0,-2.1,0.96,0.666666666666667,0.11,4
"152",152,"Aston Villa",19,"Ahmed El Mohamady","AVL","D",312,"FA","NOR 0<br/>@AVL 1 F",9.75,9.75,"5%","2.90%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,42,32,76.2,13,5,1,4,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,4,0,2,0,0,0,5,0,0,17,4,4,0,0,0,0,0,0,0,0,1,90,"12/26/19",5043,27,"eg EGY","RB",90,0,0,0,0,1,0,0,0,66,6,1,0,0,0,0,0,2,0,45,64,70.3,388,44,172,0,0,"Norwich City",1.3,1.05,0.16,2.61,0.75,0,0,2,0,0,0,0,0,-2.1,0.96,0,-0.39,3
"155",155,"Aston Villa",2,"Ahmed El Mohamady","AVL","D",17,"FA","BOU 2<br/>@AVL 1 F",17.25,17.25,"5%","2.90%",1,90,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,71,65,91.5,19,12,5,7,0,0,0,2,0,2,0,1,1,1,1,2,1,1,5,2,2,1,1,0,0,16,0,0,15,5,3,0,0,0,0,0,0,0,2,0,0,"08/17/19",393,27,"eg EGY","RB",90,0,0,0,0,0,0,0,0,101,7,2,2,1,0,0,0.6,6,0,80,93,86,619,66,217,0,0,"Bournemouth",1.3,1.05,0.16,24.91,0.25,0,4.8,10,0,0,0,0,0,-2.1,0.96,0.666666666666667,2.11,20.8
"158",158,"Aston Villa",2,"Neil Taylor","AVL","D",212,"FA","BOU 2<br/>@AVL 1 F",0.25,0.25,"0%","-0.90%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,53,44,83,9,1,1,0,0,0,1,1,0,0,0,3,3,0,0,0,1,0,1,4,0,2,0,0,0,8,0,0,10,4,1,0,0,0,0,0,0,0,2,0,0,"08/17/19",390,3,"wal WAL","LB",90,0,0,0,0,2,0,0,0,73,11,2,0,2,0.2,0.2,0.1,2,0,56,64,87.5,379,43,86,0,0,"Bournemouth",1.3,1.05,0.16,5.91,0.75,2,0.8,2,0,-0.5,0,0,0,-2.1,0.96,0,0.61,5.3
"159",159,"Aston Villa",20,"Matt Targett","AVL","D",159,"FA","AVL 0<br/>@WAT 3 F",9,9,"58%","2.50%",1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,20,13,65,2,2,1,1,0,0,1,1,0,6,1,4,4,0,0,2,0,1,7,2,1,1,0,0,0,6,0,0,9,4,0,0,1,0,0,0,0,0,1,0,0,"12/28/19",5302,18,"eng ENG","LB",65,0,0,0,0,0,0,0,0,42,12,3,6,5,0,0,0,0,0,18,28,64.3,150,15,60,0,2,"Watford",2.6,2.35,0,6.3,1,0,0,0,0,0,0,0,0,-4.7,0,0.5,4.3,1
"160",160,"Aston Villa",20,"Ahmed El Mohamady","AVL","D",312,"FA","AVL 0<br/>@WAT 3 F",2,2,"5%","2.90%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,48,35,72.9,5,3,1,2,0,0,1,0,0,1,0,0,0,3,3,4,0,0,5,2,1,0,0,0,0,2,0,0,17,5,2,0,0,0,0,0,0,0,3,0,0,"12/28/19",5306,27,"eg EGY","RB",90,0,0,0,0,0,0,0,0,59,6,0,1,1,0,0,0,2,0,39,56,69.6,143,35,71,2,2,"Watford",2.6,2.35,0,3.3,0,0,0,2,0,0,0,0,0,-4.7,0,1,-3.7,6
"163",163,"Aston Villa",21,"Neil Taylor","AVL","D",525,"FA","AVL 2<br/>@BUR 1 F",0.25,0.25,"0%","-0.90%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,1,0,0,0,0,0,0,0,29,16,55.2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,4,1,3,1,0,0,0,3,0,0,16,5,2,0,0,0,0,0,0,0,0,0,0,"01/01/20",5495,3,"wal WAL","WB",90,0,0,0,0,0,0,1,0,43,10,0,0,3,0,0,0,0,0,21,33,63.6,109,18,27,0,0,"Burnley",2.1,1.85,0,-3.45,0.25,0,0,0,0,0,0,0,0,-3.7,0,0.75,-3.45,0
"164",164,"Aston Villa",21,"Frederic Guilbert","AVL","D",235,"FA","AVL 2<br/>@BUR 1 F",9.5,9.5,"21%","-5.70%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,2,1,0,0,0,0,0,0,0,0,0,0,21,10,47.6,4,1,1,0,0,0,0,1,0,0,0,6,6,1,1,2,1,0,9,10,2,7,0,0,0,2,0,0,15,3,1,0,0,0,0,0,0,0,0,0,0,"01/01/20",5496,24,"fr FRA","WB",90,0,0,0,0,0,0,0,0,50,18,6,0,3,0,0,0,0,0,17,29,58.6,160,13,42,1,1,"Burnley",2.1,1.85,0,5.8,1.5,0,0,0,0,0,0,0,0,-3.7,0,0.222222222222222,1.8,2
"170",170,"Aston Villa",22,"Neil Taylor","AVL","D",525,"FA","MCI 6<br/>@AVL 1 F",-10,-10,"0%","-0.90%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,15,71.4,5,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,1,1,2,0,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,"01/12/20",5999,3,"wal WAL","WB",90,0,0,0,0,0,0,0,0,34,11,1,0,3,0,0,0,0,0,19,29,65.5,136,16,3,0,0,"Manchester City",2.4,2.15,0,-2.3,1,0,0,0,0,0,0,0,0,-4.3,0,0,-2.3,0
"171",171,"Aston Villa",22,"Ahmed El Mohamady","AVL","D",312,"FA","MCI 6<br/>@AVL 1 F",2.25,2.25,"5%","2.90%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,41,30,73.2,5,3,2,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,7,6,5,3,0,0,0,6,0,0,14,5,1,0,0,0,0,0,0,0,6,0,0,"01/12/20",6000,27,"eg EGY","WB",90,0,0,0,0,0,0,0,0,59,12,5,1,2,0,0,0,1,0,39,51,76.5,237,34,94,0,0,"Manchester City",2.4,2.15,0,9.95,0.25,0,0,4,0,0,0,0,0,-4.3,0,0.625,-1.05,6
"175",175,"Aston Villa",23,"Frederic Guilbert","AVL","D",235,"FA","AVL 1<br/>@BHA 1 F",5.75,5.75,"21%","-5.70%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,30,22,73.3,8,2,0,2,0,0,0,0,0,1,0,3,3,2,1,1,0,0,9,11,1,5,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,"01/18/20",6148,24,"fr FRA","WB",90,0,0,0,0,0,0,0,0,62,32,8,1,2,0,0,0,1,0,30,43,69.8,220,23,107,0,1,"Brighton",0.9,0.65,0.48,7.33,0.75,0,0,0,0,-2,0,0,0,-1.3,2.88,0.166666666666667,7.33,-1
"176",176,"Aston Villa",23,"Matt Targett","AVL","D",159,"FA","AVL 1<br/>@BHA 1 F",11.75,11.75,"58%","2.50%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,48,29,60.4,11,3,1,2,0,0,0,0,0,2,1,3,3,0,0,0,0,0,7,3,2,0,0,0,0,8,0,0,23,9,2,0,0,0,0,0,0,0,0,0,0,"01/18/20",6147,18,"eng ENG","WB",90,0,0,0,0,0,0,0,0,71,30,4,2,2,0,0,0.1,1,0,38,58,65.5,394,36,101,0,0,"Brighton",0.9,0.65,0.48,14.13,0.75,0,0.8,2,0,0,0,0,0,-1.3,2.88,1,8.33,3.8
"178",178,"Aston Villa",24,"Frederic Guilbert","AVL","D",235,"FA","WAT 1<br/>@AVL 2 F",11.5,11.5,"21%","-5.70%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,0,0,0,0,0,0,0,0,0,0,47,34,72.3,7,5,1,4,0,0,0,1,0,5,1,2,2,2,2,5,0,0,7,9,1,6,0,0,0,6,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,"01/21/20",6407,24,"fr FRA","WB",90,0,0,0,0,0,0,0,0,75,13,2,5,2,0,0,0,1,0,46,62,74.2,252,40,53,3,4,"Watford",1.3,1.05,0.16,10.36,0.5,0,0,2,0,0,0,0,0,-2.1,0.96,0.142857142857143,4.36,5
"179",179,"Aston Villa",24,"Matt Targett","AVL","D",159,"FA","WAT 1<br/>@AVL 2 F",23,23,"58%","2.50%",1,90,0,2,0,2,0,0,0,0,0,0,1,0,1,3,3,1,0,0,0,0,1,21,1,1,0,0,0,0,0,0,0,0,0,0,42,33,78.6,13,8,1,7,0,0,1,0,0,1,0,2,2,2,0,1,0,0,5,6,3,2,0,0,0,4,0,0,21,3,2,0,0,0,0,0,0,0,0,0,0,"01/21/20",6406,18,"eng ENG","WB",90,0,0,0,0,3,3,0,0,72,8,0,1,0,0.1,0.1,0.1,5,1,44,61,72.1,341,38,178,0,1,"Watford",1.3,1.05,0.16,15.66,0.5,1,0.8,4,6,-0.5,0,0,0,-2.1,0.96,0.6,0.36,12.3
"184",184,"Aston Villa",25,"Frederic Guilbert","AVL","D",235,"FA","AVL 1<br/>@BOU 2 F",7.25,7.25,"21%","-5.70%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,2,0,0,0,0,0,0,1,0,0,0,0,41,29,70.7,10,8,1,7,1,0,2,0,0,1,0,3,3,2,1,1,0,0,1,6,0,3,0,0,0,7,0,0,24,3,1,0,0,0,0,0,0,0,0,0,0,"02/01/20",6633,24,"fr FRA","WB",90,0,0,0,0,1,0,0,0,67,19,1,1,1,0.1,0.1,0.1,3,0,34,55,61.8,195,31,162,1,3,"Bournemouth",2.2,1.95,0,5.15,0.75,1,0.8,4,0,-0.5,0,0,0,-3.9,0,0,-2.15,7.3
"185",185,"Aston Villa",25,"Matt Targett","AVL","D",159,"FA","AVL 1<br/>@BOU 2 F",7.75,7.75,"58%","2.50%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13,1,0,0,0,0,0,0,1,0,0,0,0,31,26,83.9,13,7,2,5,4,0,3,0,0,2,1,1,1,0,0,0,1,0,2,6,2,3,0,0,0,4,0,0,13,4,1,0,0,0,0,0,0,0,0,0,0,"02/01/20",6632,18,"eng ENG","WB",90,0,0,0,0,1,0,0,0,51,13,2,2,2,0.1,0.1,0.1,5,0,30,39,76.9,173,20,21,0,0,"Bournemouth",2.2,1.95,0,5.65,0.25,1,0.8,2,0,-0.5,0,0,0,-3.9,0,0.4,-1.65,5.3
"188",188,"Aston Villa",26,"Matt Targett","AVL","D",159,"FA","TOT 3<br/>@AVL 2 F",13.25,13.25,"58%","2.50%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,24,0,1,0,0,0,0,0,0,0,0,0,0,39,24,61.5,6,9,1,6,5,2,3,2,0,6,2,1,1,1,1,2,1,0,8,5,2,2,0,0,0,4,0,0,24,8,2,0,0,0,0,0,0,0,0,0,0,"02/16/20",7031,18,"eng ENG","WB",90,0,0,0,0,0,0,0,0,75,20,5,6,3,0,0,0.1,1,0,40,62,64.5,381,38,79,2,2,"Tottenham",3.2,2.95,0,8.15,0.25,0,0.8,2,0,-1,0,0,0,-5.9,0,0.5,2.35,3.8
"189",189,"Aston Villa",26,"Frederic Guilbert","AVL","D",235,"FA","TOT 3<br/>@AVL 2 F",4.5,4.5,"21%","-5.70%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2,0,0,0,1,0,0,0,0,0,0,0,35,25,71.4,6,5,2,3,0,0,1,1,0,0,0,2,2,4,2,2,0,1,3,9,0,4,0,0,0,5,0,0,16,5,3,0,0,0,0,0,0,0,0,0,0,"02/16/20",7032,24,"fr FRA","WB",90,0,0,0,0,0,0,1,0,58,17,3,0,2,0,0,0,5,0,32,46,69.6,296,29,66,2,2,"Tottenham",3.2,2.95,0,-1.4,0.5,0,0,2,0,0,0,0,0,-5.9,0,0,-4.4,6
