,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
535,Roberto Firmino,9.0,br BRA,FW,67,0,0,0,2,0,0,0,1,0,0,0,0,3,0,1,0.0,10/04/20,Liverpool,Aston Villa
536,James Milner,7.0,eng ENG,CM,23,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,,10/04/20,Liverpool,Aston Villa
537,Diogo Jota,20.0,pt POR,LW,90,0,0,0,3,1,0,2,0,1,0,0,0,4,2,5,28.6,10/04/20,Liverpool,Aston Villa
538,Mohamed Salah,11.0,eg EGY,RW,90,0,0,0,0,2,0,1,0,1,0,0,0,7,0,0,,10/04/20,Liverpool,Aston Villa
539,Georginio Wijnaldum,5.0,nl NED,"CM,DM",90,0,0,0,0,1,0,0,1,2,0,0,0,9,1,1,50.0,10/04/20,Liverpool,Aston Villa
540,Naby Keita,8.0,gn GUI,CM,45,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,100.0,10/04/20,Liverpool,Aston Villa
541,Takumi Minamino,18.0,jp JPN,"CM,FW",45,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,,10/04/20,Liverpool,Aston Villa
542,Fabinho,3.0,br BRA,"DM,CB",90,0,0,0,0,1,0,0,2,1,0,0,0,5,1,2,33.3,10/04/20,Liverpool,Aston Villa
543,Andrew Robertson,26.0,sco SCO,LB,90,0,0,0,0,0,0,4,0,1,0,0,0,10,0,1,0.0,10/04/20,Liverpool,Aston Villa
544,Virgil van Dijk,4.0,nl NED,CB,90,1,0,0,1,0,0,0,0,0,0,0,0,16,8,1,88.9,10/04/20,Liverpool,Aston Villa
545,Joseph Gomez,12.0,eng ENG,CB,60,0,0,0,1,0,0,0,0,0,0,0,0,12,3,1,75.0,10/04/20,Liverpool,Aston Villa
546,Curtis Jones,17.0,eng ENG,CM,30,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0.0,10/04/20,Liverpool,Aston Villa
547,Trent Alexander-Arnold,66.0,eng ENG,RB,90,0,0,0,0,0,0,4,0,2,0,0,0,11,0,0,,10/04/20,Liverpool,Aston Villa
548,AdriÃ¡n,13.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,10/04/20,Liverpool,Aston Villa
