,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
200,Solly March,20.0,eng ENG,"WB,LB",90,0,0,0,2,1,0,2,0,2,0,0,0,4,0,1,0.0,09/14/20,Brighton,Chelsea
201,Tariq Lamptey,2.0,eng ENG,"WB,RB",90,1,0,0,1,1,0,4,1,2,0,0,0,12,0,1,0.0,09/14/20,Brighton,Chelsea
202,Adam Webster,4.0,eng ENG,CB,90,0,0,0,0,2,0,0,0,1,0,0,0,11,1,2,33.3,09/14/20,Brighton,Chelsea
203,Lewis Dunk,5.0,eng ENG,CB,90,0,0,0,1,3,0,0,1,2,0,0,0,17,2,1,66.7,09/14/20,Brighton,Chelsea
204,Ben White,3.0,eng ENG,CB,78,0,0,0,1,0,0,0,0,1,0,0,0,8,1,1,50.0,09/14/20,Brighton,Chelsea
205,Pascal Gross,13.0,de GER,"DM,CB",12,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,09/14/20,Brighton,Chelsea
206,Mathew Ryan,1.0,au AUS,GK,90,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,,09/14/20,Brighton,Chelsea
207,Timo Werner,11.0,de GER,FW,90,0,0,0,2,2,2,0,1,0,1,0,0,1,0,1,0.0,09/14/20,Chelsea,Brighton
208,Ruben Loftus-Cheek,12.0,eng ENG,FW,60,0,0,0,1,2,0,0,1,0,0,0,0,5,1,3,25.0,09/14/20,Chelsea,Brighton
209,Ross Barkley,8.0,eng ENG,"AM,FW",30,0,0,0,2,2,1,0,0,0,0,0,0,6,3,1,75.0,09/14/20,Chelsea,Brighton
210,Mason Mount,19.0,eng ENG,"AM,LW",90,0,0,0,3,0,0,1,0,2,0,0,0,6,1,0,100.0,09/14/20,Chelsea,Brighton
211,Kai Havertz,29.0,de GER,"AM,RW",79,0,0,0,1,0,0,0,1,1,0,0,0,4,0,1,0.0,09/14/20,Chelsea,Brighton
212,Callum Hudson-Odoi,20.0,eng ENG,RW,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/14/20,Chelsea,Brighton
213,Jorginho,5.0,it ITA,"DM,CM",84,0,0,0,1,1,0,0,1,0,0,0,0,9,1,1,50.0,09/14/20,Chelsea,Brighton
214,Cesar Azpilicueta,28.0,es ESP,"RB,CM",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/14/20,Chelsea,Brighton
215,N'Golo Kante,7.0,fr FRA,"DM,CM",90,0,0,0,1,0,0,1,2,3,0,0,0,8,1,1,50.0,09/14/20,Chelsea,Brighton
216,Marcos Alonso,3.0,es ESP,LB,90,0,0,0,1,1,0,0,1,0,0,0,0,10,0,1,0.0,09/14/20,Chelsea,Brighton
217,Kurt Zouma,15.0,fr FRA,CB,90,0,0,0,1,0,0,0,2,0,0,0,0,11,2,0,100.0,09/14/20,Chelsea,Brighton
218,Andreas Christensen,4.0,dk DEN,CB,90,0,0,0,0,0,0,0,3,2,0,0,0,2,1,0,100.0,09/14/20,Chelsea,Brighton
219,Reece James,24.0,eng ENG,"RB,CM",90,0,0,0,1,0,0,3,0,2,0,0,0,2,4,0,100.0,09/14/20,Chelsea,Brighton
220,Kepa Arrizabalaga,1.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,09/14/20,Chelsea,Brighton
221,Dominic Calvert-Lewin,9.0,eng ENG,FW,70,0,0,0,0,1,1,1,0,0,0,0,0,3,3,3,50.0,09/19/20,Everton,West Brom
222,Alex Iwobi,17.0,ng NGA,LW,20,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,09/19/20,Everton,West Brom
223,Richarlison,7.0,br BRA,"LW,FW",90,0,0,0,1,2,1,1,1,2,0,0,0,7,2,2,50.0,09/19/20,Everton,West Brom
224,James Rodriguez,19.0,co COL,RW,77,0,0,0,0,3,0,0,0,1,0,0,0,5,0,0,,09/19/20,Everton,West Brom
225,Moise Kean,27.0,it ITA,RW,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,09/19/20,Everton,West Brom
226,Andre Gomes,21.0,pt POR,CM,90,0,0,0,1,1,0,0,0,3,0,0,0,11,1,1,50.0,09/19/20,Everton,West Brom
227,Abdoulaye Doucoure,16.0,fr FRA,CM,64,1,0,0,1,1,0,0,0,2,0,0,0,8,1,1,50.0,09/19/20,Everton,West Brom
228,Gylfi Sigurdsson,10.0,is ISL,CM,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/19/20,Everton,West Brom
229,Allan,6.0,br BRA,DM,90,0,0,0,2,1,0,1,0,2,0,0,0,12,0,0,,09/19/20,Everton,West Brom
230,Lucas Digne,12.0,fr FRA,LB,90,0,0,0,1,0,0,7,0,2,0,0,0,10,4,1,80.0,09/19/20,Everton,West Brom
231,Michael Keane,5.0,eng ENG,CB,90,0,0,0,0,1,0,0,1,0,0,0,0,16,4,0,100.0,09/19/20,Everton,West Brom
232,Yerry Mina,13.0,co COL,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0.0,09/19/20,Everton,West Brom
233,Seamus Coleman,23.0,ie IRL,RB,90,0,0,0,1,0,0,3,0,1,0,0,0,8,0,1,0.0,09/19/20,Everton,West Brom
234,Jordan Pickford,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,09/19/20,Everton,West Brom
235,Callum Robinson,7.0,ie IRL,FW,90,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,50.0,09/19/20,West Brom,Everton
236,Grady Diangana,11.0,eng ENG,"LW,LM",70,0,0,0,0,3,0,0,1,1,0,0,0,5,0,1,0.0,09/19/20,West Brom,Everton
237,Kyle Edwards,21.0,eng ENG,LM,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/19/20,West Brom,Everton
238,Matheus Pereira,12.0,br BRA,"RW,RM",70,0,0,0,2,2,0,1,1,1,0,0,0,6,0,0,,09/19/20,West Brom,Everton
239,Matt Phillips,10.0,sco SCO,RM,20,0,0,0,1,0,0,1,0,0,0,0,0,4,0,2,0.0,09/19/20,West Brom,Everton
240,Romaine Sawyers,19.0,kn SKN,"CM,DM",74,0,0,0,0,0,0,0,1,1,0,0,0,6,1,0,100.0,09/19/20,West Brom,Everton
241,Sam Field,28.0,eng ENG,DM,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0,09/19/20,West Brom,Everton
242,Jake Livermore,8.0,eng ENG,"CM,DM",90,0,0,0,3,0,0,0,1,0,0,0,0,12,1,0,100.0,09/19/20,West Brom,Everton
243,Kieran Gibbs,3.0,eng ENG,"WB,AM",44,0,1,0,2,0,0,0,1,0,0,0,0,5,1,0,100.0,09/19/20,West Brom,Everton
244,Darnell Furlong,2.0,eng ENG,"WB,RB",90,0,0,0,2,2,0,3,1,0,0,0,0,3,2,6,25.0,09/19/20,West Brom,Everton
245,Dara O'Shea,27.0,ie IRL,"CB,LB",90,0,0,0,1,1,0,0,0,3,0,0,0,7,2,1,66.7,09/19/20,West Brom,Everton
246,Kyle Bartley,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,25.0,09/19/20,West Brom,Everton
247,Semi Ajayi,6.0,ng NGA,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,100.0,09/19/20,West Brom,Everton
248,Sam Johnstone,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,09/19/20,West Brom,Everton
249,Patrick Bamford,9.0,eng ENG,FW,69,0,0,0,2,1,1,1,0,0,1,0,0,3,1,1,50.0,09/19/20,Leeds United,Fulham
250,Ezgjan Alioski,10.0,mk MKD,"CM,FW",21,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0.0,09/19/20,Leeds United,Fulham
251,Jack Harrison,22.0,eng ENG,LM,90,0,0,0,1,2,0,0,1,1,0,0,0,3,0,3,0.0,09/19/20,Leeds United,Fulham
252,Mateusz Klich,43.0,pl POL,CM,90,1,0,0,3,0,1,1,1,3,0,0,0,19,2,0,100.0,09/19/20,Leeds United,Fulham
253,Rodrigo Moreno,20.0,es ESP,CM,45,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,100.0,09/19/20,Leeds United,Fulham
254,Tyler Roberts,11.0,wal WAL,"CM,FW",45,0,0,0,2,4,0,0,0,1,0,0,0,4,1,3,25.0,09/19/20,Leeds United,Fulham
255,Helder Costa,17.0,pt POR,RM,90,0,0,0,1,2,1,1,0,0,0,0,0,5,0,0,,09/19/20,Leeds United,Fulham
256,Kalvin Phillips,23.0,eng ENG,DM,90,0,0,0,0,2,0,4,0,7,0,0,0,12,0,0,,09/19/20,Leeds United,Fulham
257,Stuart Dallas,15.0,nir NIR,LB,90,0,0,0,0,2,0,1,1,3,0,0,0,14,1,0,100.0,09/19/20,Leeds United,Fulham
258,Liam Cooper,6.0,sco SCO,CB,90,0,0,0,1,2,0,0,0,0,0,0,0,15,2,2,50.0,09/19/20,Leeds United,Fulham
259,Robin Koch,5.0,de GER,CB,90,0,0,0,2,1,0,0,0,2,0,1,0,14,8,4,66.7,09/19/20,Leeds United,Fulham
260,Luke Ayling,2.0,eng ENG,RB,90,0,0,0,0,0,0,2,0,1,0,0,0,15,1,0,100.0,09/19/20,Leeds United,Fulham
261,Illan Meslier,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/19/20,Leeds United,Fulham
262,Aleksandar Mitrovic,9.0,rs SRB,FW,90,1,0,0,3,2,0,0,0,0,0,0,0,9,5,6,45.5,09/19/20,Fulham,Leeds United
263,Ivan Cavaleiro,17.0,pt POR,LW,90,0,0,0,1,0,0,3,0,3,0,0,0,9,0,2,0.0,09/19/20,Fulham,Leeds United
264,Aboubakar Kamara,47.0,fr FRA,RW,57,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0.0,09/19/20,Fulham,Leeds United
265,Neeskens Kebano,7.0,cd COD,RW,33,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0.0,09/19/20,Fulham,Leeds United
266,Josh Onomah,25.0,eng ENG,AM,57,0,0,0,1,0,0,0,0,1,0,0,0,6,1,1,50.0,09/19/20,Fulham,Leeds United
267,Bobby De Cordova-Reid,14.0,jm JAM,AM,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.0,09/19/20,Fulham,Leeds United
268,Harrison Reed,21.0,eng ENG,DM,69,0,0,0,0,2,0,0,2,0,0,0,0,8,0,2,0.0,09/19/20,Fulham,Leeds United
269,Mario Lemina,18.0,ga GAB,DM,21,0,0,0,1,1,0,0,0,1,0,0,0,5,1,0,100.0,09/19/20,Fulham,Leeds United
270,Andre-Frank Zambo Anguissa,29.0,cm CMR,DM,90,0,0,0,2,1,0,1,6,6,0,0,0,15,1,0,100.0,09/19/20,Fulham,Leeds United
271,Joe Bryan,23.0,eng ENG,LB,90,0,0,0,2,3,0,0,3,4,1,1,0,9,0,0,,09/19/20,Fulham,Leeds United
272,Denis Odoi,4.0,be BEL,CB,90,0,0,0,2,2,0,0,0,0,0,0,0,11,2,1,66.7,09/19/20,Fulham,Leeds United
273,Michael Hector,3.0,jm JAM,CB,90,0,0,0,0,1,0,0,0,1,0,0,0,12,1,1,50.0,09/19/20,Fulham,Leeds United
274,Kenny Tete,2.0,nl NED,RB,90,1,0,0,3,0,0,4,0,2,0,0,0,12,3,0,100.0,09/19/20,Fulham,Leeds United
275,Alphonse Areola,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,09/19/20,Fulham,Leeds United
276,Anthony Martial,9.0,fr FRA,FW,90,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2,0.0,09/19/20,Manchester Utd,Crystal Palace
277,Marcus Rashford,10.0,eng ENG,"LW,LM",90,0,0,0,1,2,0,0,0,0,0,0,0,8,1,2,33.3,09/19/20,Manchester Utd,Crystal Palace
278,Daniel James,21.0,wal WAL,RW,45,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,,09/19/20,Manchester Utd,Crystal Palace
279,Mason Greenwood,11.0,eng ENG,"RW,RM,FW",45,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0.0,09/19/20,Manchester Utd,Crystal Palace
280,Bruno Fernandes,18.0,pt POR,"AM,DM",90,0,0,0,1,1,0,4,0,2,0,0,0,12,0,1,0.0,09/19/20,Manchester Utd,Crystal Palace
281,Scott McTominay,39.0,sco SCO,"DM,RB",90,0,0,0,3,2,0,1,0,3,0,0,0,10,3,1,75.0,09/19/20,Manchester Utd,Crystal Palace
282,Paul Pogba,6.0,fr FRA,DM,66,0,0,0,3,0,0,0,0,2,0,0,0,13,1,4,20.0,09/19/20,Manchester Utd,Crystal Palace
283,Donny van de Beek,34.0,nl NED,DM,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0,09/19/20,Manchester Utd,Crystal Palace
284,Luke Shaw,23.0,eng ENG,LB,90,0,0,0,0,0,0,4,0,1,0,0,0,12,1,1,50.0,09/19/20,Manchester Utd,Crystal Palace
285,Harry Maguire,5.0,eng ENG,CB,90,1,0,0,2,1,0,0,3,2,0,0,0,16,4,1,80.0,09/19/20,Manchester Utd,Crystal Palace
286,Victor Lindelof,2.0,se SWE,CB,90,0,0,0,2,1,0,0,0,0,0,1,0,15,3,1,75.0,09/19/20,Manchester Utd,Crystal Palace
287,Timothy Fosu-Mensah,24.0,nl NED,RB,80,1,0,0,1,0,1,5,1,1,0,0,0,11,1,0,100.0,09/19/20,Manchester Utd,Crystal Palace
288,Odion Ighalo,25.0,ng NGA,FW,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,09/19/20,Manchester Utd,Crystal Palace
289,David de Gea,1.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/19/20,Manchester Utd,Crystal Palace
290,Wilfried Zaha,11.0,ci CIV,FW,90,0,0,0,1,5,2,0,2,0,0,0,0,7,2,1,66.7,09/19/20,Crystal Palace,Manchester Utd
291,Jordan Ayew,9.0,gh GHA,FW,80,0,0,0,1,2,0,0,1,2,0,0,0,3,2,7,22.2,09/19/20,Crystal Palace,Manchester Utd
292,Michy Batshuayi,23.0,be BEL,FW,10,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,09/19/20,Crystal Palace,Manchester Utd
293,Jeffrey Schlupp,15.0,gh GHA,LM,74,0,0,0,1,1,0,4,3,0,0,0,0,9,3,1,75.0,09/19/20,Crystal Palace,Manchester Utd
294,Eberechi Eze,25.0,eng ENG,LM,16,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,09/19/20,Crystal Palace,Manchester Utd
295,Andros Townsend,10.0,eng ENG,RM,90,0,0,0,2,1,0,3,3,2,0,0,0,11,0,1,0.0,09/19/20,Crystal Palace,Manchester Utd
296,James McCarthy,22.0,ie IRL,DM,87,0,0,0,1,0,0,0,1,1,0,0,0,14,0,1,0.0,09/19/20,Crystal Palace,Manchester Utd
297,Luka Milivojevic,4.0,rs SRB,DM,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0,09/19/20,Crystal Palace,Manchester Utd
298,James McArthur,18.0,sco SCO,DM,90,0,0,0,1,2,0,0,3,5,0,0,0,12,2,0,100.0,09/19/20,Crystal Palace,Manchester Utd
299,Tyrick Mitchell,27.0,eng ENG,LB,90,0,0,0,1,1,0,0,0,1,0,0,0,6,0,0,,09/19/20,Crystal Palace,Manchester Utd
300,Mamadou Sakho,12.0,fr FRA,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,50.0,09/19/20,Crystal Palace,Manchester Utd
301,Cheikhou Kouyate,8.0,sn SEN,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,100.0,09/19/20,Crystal Palace,Manchester Utd
302,Joel Ward,2.0,eng ENG,RB,90,1,0,0,1,0,0,0,2,2,0,0,0,9,4,0,100.0,09/19/20,Crystal Palace,Manchester Utd
303,Vicente Guaita,31.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/19/20,Crystal Palace,Manchester Utd
304,Alexandre Lacazette,9.0,fr FRA,FW,76,0,0,0,2,2,1,0,0,0,0,0,0,5,0,1,0.0,09/19/20,Arsenal,West Ham
305,Eddie Nketiah,30.0,eng ENG,FW,14,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,09/19/20,Arsenal,West Ham
306,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,0,0,0,0,1,1,6,0,0,0,0,0,7,0,1,0.0,09/19/20,Arsenal,West Ham
307,Willian,12.0,br BRA,RW,63,0,0,0,0,0,0,1,0,1,0,0,0,6,0,1,0.0,09/19/20,Arsenal,West Ham
308,Nicolas Pepe,19.0,ci CIV,RW,27,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0,09/19/20,Arsenal,West Ham
309,Granit Xhaka,34.0,ch SUI,CM,90,0,0,0,1,5,0,0,0,0,0,0,0,11,2,2,50.0,09/19/20,Arsenal,West Ham
310,Dani Ceballos,8.0,es ESP,CM,90,0,0,0,2,1,0,0,2,2,0,0,0,12,3,1,75.0,09/19/20,Arsenal,West Ham
311,Bukayo Saka,7.0,eng ENG,WB,88,0,0,0,0,1,3,4,1,0,0,0,0,7,1,2,33.3,09/19/20,Arsenal,West Ham
312,David Luiz,23.0,br BRA,CB,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,09/19/20,Arsenal,West Ham
313,Hector Bellerin,2.0,es ESP,WB,90,0,0,0,2,0,0,2,0,0,0,0,0,10,2,2,50.0,09/19/20,Arsenal,West Ham
314,Sead Kolasinac,31.0,ba BIH,CB,90,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,50.0,09/19/20,Arsenal,West Ham
315,Gabriel Magalhaes,6.0,br BRA,CB,90,0,0,0,2,0,0,0,1,0,0,0,0,4,1,1,50.0,09/19/20,Arsenal,West Ham
316,Rob Holding,16.0,eng ENG,CB,90,0,0,0,1,0,0,0,1,0,0,0,0,11,4,0,100.0,09/19/20,Arsenal,West Ham
317,Bernd Leno,1.0,de GER,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/19/20,Arsenal,West Ham
318,Michail Antonio,30.0,eng ENG,FW,90,0,0,0,1,3,1,0,1,0,0,0,0,3,2,4,33.3,09/19/20,West Ham,Arsenal
319,Pablo Fornals,18.0,es ESP,LW,87,0,0,0,1,2,0,0,0,1,0,0,0,3,0,2,0.0,09/19/20,West Ham,Arsenal
320,Sebastien Haller,22.0,fr FRA,"LW,FW",3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,09/19/20,West Ham,Arsenal
321,Jarrod Bowen,20.0,eng ENG,RW,82,0,0,0,1,0,0,2,1,1,0,0,0,9,0,1,0.0,09/19/20,West Ham,Arsenal
322,Andriy Yarmolenko,7.0,ua UKR,"RW,RM",8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,09/19/20,West Ham,Arsenal
323,Declan Rice,41.0,eng ENG,DM,90,0,0,0,1,1,0,1,0,1,0,0,0,9,3,1,75.0,09/19/20,West Ham,Arsenal
324,Tomas Soucek,28.0,cz CZE,DM,90,0,0,0,5,2,0,0,0,2,0,0,0,10,3,3,50.0,09/19/20,West Ham,Arsenal
325,Arthur Masuaku,26.0,cd COD,WB,89,0,0,0,0,2,0,4,0,0,0,0,0,12,2,0,100.0,09/19/20,West Ham,Arsenal
326,Felipe Anderson,8.0,br BRA,LM,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,09/19/20,West Ham,Arsenal
327,Ryan Fredericks,24.0,eng ENG,WB,90,1,0,0,1,1,0,2,0,3,0,0,0,11,0,0,,09/19/20,West Ham,Arsenal
328,Aaron Cresswell,3.0,eng ENG,CB,90,0,0,0,0,0,0,4,0,0,0,0,0,8,2,0,100.0,09/19/20,West Ham,Arsenal
329,Angelo Ogbonna,21.0,it ITA,CB,90,0,0,0,1,0,1,0,0,0,0,0,0,5,1,2,33.3,09/19/20,West Ham,Arsenal
330,Issa Diop,23.0,fr FRA,CB,90,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,,09/19/20,West Ham,Arsenal
331,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/19/20,West Ham,Arsenal
332,Danny Ings,9.0,eng ENG,FW,90,0,0,0,3,1,1,2,0,0,0,0,0,2,0,6,0.0,09/20/20,Southampton,Tottenham
333,Che Adams,10.0,eng ENG,FW,79,1,0,0,1,2,1,0,0,0,0,0,0,3,3,9,25.0,09/20/20,Southampton,Tottenham
334,Shane Long,7.0,ie IRL,FW,11,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0,09/20/20,Southampton,Tottenham
335,Moussa Djenepo,12.0,ml MLI,LM,90,0,0,0,3,3,0,0,0,1,0,0,0,8,0,1,0.0,09/20/20,Southampton,Tottenham
336,Stuart Armstrong,17.0,sco SCO,RM,67,0,0,0,2,1,0,2,1,1,0,0,0,5,0,0,,09/20/20,Southampton,Tottenham
337,Nathan Tella,23.0,eng ENG,RM,23,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,,09/20/20,Southampton,Tottenham
338,Oriol Romeu,6.0,es ESP,DM,54,1,0,0,2,1,0,0,1,1,0,0,0,8,0,2,0.0,09/20/20,Southampton,Tottenham
339,William Smallbone,20.0,ie IRL,DM,36,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,,09/20/20,Southampton,Tottenham
340,James Ward-Prowse,8.0,eng ENG,DM,90,0,0,0,1,0,0,2,0,0,0,0,0,17,2,2,50.0,09/20/20,Southampton,Tottenham
341,Ryan Bertrand,3.0,eng ENG,LB,90,1,0,0,2,2,0,1,1,0,0,0,0,17,4,3,57.1,09/20/20,Southampton,Tottenham
342,Jan Bednarek,35.0,pl POL,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,19,1,1,50.0,09/20/20,Southampton,Tottenham
343,Jack Stephens,5.0,eng ENG,CB,90,1,0,0,1,1,0,0,1,1,0,0,0,17,1,0,100.0,09/20/20,Southampton,Tottenham
344,Kyle Walker-Peters,2.0,eng ENG,RB,90,0,0,0,0,2,0,0,0,4,0,0,0,9,0,1,0.0,09/20/20,Southampton,Tottenham
345,Alex McCarthy,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/20/20,Southampton,Tottenham
346,Harry Kane,10.0,eng ENG,FW,83,0,0,0,0,0,1,1,1,0,0,0,0,2,2,3,40.0,09/20/20,Tottenham,Southampton
347,Steven Bergwijn,23.0,nl NED,FW,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,09/20/20,Tottenham,Southampton
348,Son Heung-Min,7.0,kr KOR,LW,90,0,0,0,0,0,4,2,0,1,0,0,0,7,0,0,,09/20/20,Tottenham,Southampton
349,Lucas Moura,27.0,br BRA,RW,60,0,0,0,1,1,1,0,0,1,0,0,0,5,0,3,0.0,09/20/20,Tottenham,Southampton
350,Erik Lamela,11.0,ar ARG,RW,30,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,,09/20/20,Tottenham,Southampton
351,Tanguy Ndombele,28.0,fr FRA,CM,45,1,0,0,1,2,0,0,0,1,0,0,0,4,1,0,100.0,09/20/20,Tottenham,Southampton
352,Giovani Lo Celso,18.0,ar ARG,CM,45,1,0,0,2,2,0,0,0,0,0,0,0,4,1,0,100.0,09/20/20,Tottenham,Southampton
353,Pierre-Emile Hojbjerg,5.0,dk DEN,CM,90,0,0,0,1,2,0,0,0,2,0,0,0,15,3,1,75.0,09/20/20,Tottenham,Southampton
354,Harry Winks,8.0,eng ENG,DM,90,0,0,0,1,2,0,0,0,1,0,0,0,11,1,0,100.0,09/20/20,Tottenham,Southampton
355,Ben Davies,33.0,wal WAL,LB,90,0,0,0,4,0,0,1,0,0,0,0,0,7,1,0,100.0,09/20/20,Tottenham,Southampton
356,Eric Dier,15.0,eng ENG,CB,90,0,0,0,0,1,0,0,0,0,0,0,0,14,3,1,75.0,09/20/20,Tottenham,Southampton
357,Davinson Sanchez,6.0,co COL,CB,90,0,0,0,1,0,0,0,0,1,0,0,0,18,6,2,75.0,09/20/20,Tottenham,Southampton
358,Matt Doherty,2.0,ie IRL,RB,90,1,0,0,3,2,0,0,1,1,0,1,0,9,7,2,77.8,09/20/20,Tottenham,Southampton
359,Hugo Lloris,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/20/20,Tottenham,Southampton
360,Callum Wilson,13.0,eng ENG,FW,90,0,0,0,2,1,0,0,1,0,0,0,0,1,1,3,25.0,09/20/20,Newcastle Utd,Brighton
361,Andy Carroll,7.0,eng ENG,FW,45,0,0,0,2,2,1,1,0,0,0,0,0,5,5,2,71.4,09/20/20,Newcastle Utd,Brighton
362,Miguel Almiron,24.0,py PAR,FW,45,0,0,0,1,2,0,3,1,1,0,0,0,2,0,0,,09/20/20,Newcastle Utd,Brighton
363,Allan Saint-Maximin,10.0,fr FRA,LM,32,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,,09/20/20,Newcastle Utd,Brighton
364,Ryan Fraser,21.0,sco SCO,"RM,LM",58,0,0,0,0,0,0,3,1,0,0,0,0,4,0,1,0.0,09/20/20,Newcastle Utd,Brighton
365,Jonjo Shelvey,8.0,eng ENG,CM,71,1,0,0,1,2,0,4,0,2,0,0,0,3,0,1,0.0,09/20/20,Newcastle Utd,Brighton
366,Joelinton,9.0,br BRA,CM,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/20/20,Newcastle Utd,Brighton
367,Jeff Hendrick,16.0,ie IRL,"RM,LM",90,0,0,0,1,1,0,1,0,0,0,0,0,4,1,1,50.0,09/20/20,Newcastle Utd,Brighton
368,Isaac Hayden,14.0,eng ENG,DM,90,0,0,0,3,3,0,0,1,1,0,0,0,15,4,3,57.1,09/20/20,Newcastle Utd,Brighton
369,Jamal Lewis,15.0,nir NIR,LB,90,1,0,0,1,3,0,1,3,0,0,0,0,6,1,2,33.3,09/20/20,Newcastle Utd,Brighton
370,Federico Fernandez,18.0,ar ARG,CB,90,0,0,0,2,0,0,0,0,0,0,0,0,6,1,2,33.3,09/20/20,Newcastle Utd,Brighton
371,Jamaal Lascelles,6.0,eng ENG,CB,90,1,0,0,2,0,0,0,0,0,0,0,0,14,5,0,100.0,09/20/20,Newcastle Utd,Brighton
372,Javier Manquillo,19.0,es ESP,RB,90,0,0,0,0,1,0,0,0,3,0,0,0,6,0,0,,09/20/20,Newcastle Utd,Brighton
373,Karl Darlow,26.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/20/20,Newcastle Utd,Brighton
374,Aaron Connolly,7.0,ie IRL,FW,89,0,0,0,1,3,2,0,0,1,0,0,0,6,2,5,28.6,09/20/20,Brighton,Newcastle Utd
375,Alireza Jahanbakhsh,16.0,ir IRN,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/20/20,Brighton,Newcastle Utd
376,Neal Maupay,9.0,fr FRA,LW,90,0,0,0,0,2,0,1,0,0,0,0,0,4,0,2,0.0,09/20/20,Brighton,Newcastle Utd
377,Leandro Trossard,11.0,be BEL,RW,90,0,0,0,3,1,1,4,0,1,0,0,0,8,0,0,,09/20/20,Brighton,Newcastle Utd
378,Steven Alzate,17.0,co COL,CM,90,0,0,0,4,0,0,0,0,2,0,0,0,7,1,2,33.3,09/20/20,Brighton,Newcastle Utd
