,Player,#,Nation,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Date,Team,Opponent
474,Ki-Jana Hoever,2.0,nl NED,WB,13,9,1,6,3,0,0,8,0,0,,0,0,3,3,0,5,2,40.0,0,1,10/04/20,Wolves,Fulham
475,Maximilian Kilman,49.0,eng ENG,CB,90,67,5,33,37,3,0,67,0,1,0.0,0,0,46,297,161,52,51,98.1,0,0,10/04/20,Wolves,Fulham
476,Conor Coady,16.0,eng ENG,CB,90,68,12,45,32,0,0,67,0,0,,0,0,52,351,187,55,55,100.0,0,0,10/04/20,Wolves,Fulham
477,Willy Boly,15.0,fr FRA,CB,90,62,8,29,33,2,1,61,0,0,,0,0,48,186,92,45,45,100.0,0,0,10/04/20,Wolves,Fulham
478,Rui PatrÃ­cio,11.0,pt POR,GK,90,23,21,23,0,0,0,15,0,0,,0,0,6,23,15,7,7,100.0,0,0,10/04/20,Wolves,Fulham
479,Aleksandar Mitrovic,9.0,rs SRB,FW,90,27,1,4,12,12,7,25,0,0,,0,0,11,47,27,36,18,50.0,2,1,10/04/20,Fulham,Wolves
480,Joe Bryan,23.0,eng ENG,LW,66,31,3,7,11,14,0,28,0,0,,0,0,13,61,44,19,14,73.7,1,0,10/04/20,Fulham,Wolves
481,Aboubakar Kamara,47.0,fr FRA,"RW,LW",24,18,0,0,7,12,2,18,1,1,100.0,1,0,14,95,61,19,16,84.2,1,1,10/04/20,Fulham,Wolves
482,Ivan Cavaleiro,17.0,pt POR,RW,66,26,0,3,11,12,1,25,0,0,,0,0,18,116,41,28,22,78.6,0,2,10/04/20,Fulham,Wolves
483,Ademola Lookman,19.0,eng ENG,"LW,RW",24,22,0,2,12,11,1,21,5,5,100.0,5,0,25,161,101,19,18,94.7,0,1,10/04/20,Fulham,Wolves
484,Bobby De Cordova-Reid,14.0,jm JAM,AM,80,37,0,5,23,11,0,37,0,0,,0,0,26,137,37,37,30,81.1,1,0,10/04/20,Fulham,Wolves
485,Neeskens Kebano,7.0,cd COD,AM,10,8,0,0,2,7,2,7,0,0,,0,0,4,40,12,6,5,83.3,1,1,10/04/20,Fulham,Wolves
486,Andre-Frank Zambo Anguissa,29.0,cm CMR,CM,90,74,2,17,49,15,2,69,2,3,66.7,2,0,50,240,82,48,46,95.8,2,4,10/04/20,Fulham,Wolves
487,Tom Cairney,10.0,sco SCO,CM,90,90,0,22,48,26,1,88,1,2,50.0,1,0,73,349,129,80,77,96.3,0,0,10/04/20,Fulham,Wolves
488,Antonee Robinson,33.0,us USA,LB,90,87,4,25,48,29,1,79,1,3,33.3,1,0,55,536,404,61,57,93.4,1,1,10/04/20,Fulham,Wolves
489,Maxime Le Marchand,20.0,fr FRA,CB,90,65,11,43,20,3,0,64,0,0,,0,0,42,163,65,50,50,100.0,0,0,10/04/20,Fulham,Wolves
490,Tim Ream,13.0,us USA,CB,90,62,9,40,27,0,0,62,0,0,,0,0,42,214,95,48,47,97.9,0,0,10/04/20,Fulham,Wolves
491,Ola Aina,34.0,ng NGA,RB,90,96,2,27,53,24,0,86,0,0,,0,0,64,402,276,74,72,97.3,1,2,10/04/20,Fulham,Wolves
492,Alphonse Areola,1.0,fr FRA,GK,90,28,25,28,0,0,0,22,0,0,,0,0,14,76,52,10,10,100.0,0,0,10/04/20,Fulham,Wolves
493,Anthony Martial,9.0,fr FRA,FW,27,15,1,1,6,10,2,15,0,0,,0,0,11,100,80,16,14,87.5,0,2,10/04/20,Manchester Utd,Tottenham
494,Marcus Rashford,10.0,eng ENG,LW,90,35,0,2,19,18,2,31,2,3,66.7,2,0,21,220,136,40,24,60.0,0,3,10/04/20,Manchester Utd,Tottenham
495,Mason Greenwood,11.0,eng ENG,RW,67,28,0,6,17,11,0,27,2,3,66.7,3,0,27,160,111,31,20,64.5,1,1,10/04/20,Manchester Utd,Tottenham
496,Donny van de Beek,34.0,nl NED,RW,23,12,0,3,6,5,2,12,0,1,0.0,0,0,8,71,35,14,9,64.3,0,0,10/04/20,Manchester Utd,Tottenham
497,Bruno Fernandes,18.0,pt POR,AM,45,34,0,2,15,17,4,29,0,1,0.0,0,0,20,100,43,31,27,87.1,0,2,10/04/20,Manchester Utd,Tottenham
498,Fred,17.0,br BRA,AM,45,30,0,6,25,4,0,29,2,3,66.7,3,0,22,147,92,27,22,81.5,0,0,10/04/20,Manchester Utd,Tottenham
499,Paul Pogba,6.0,fr FRA,CM,90,67,1,9,43,20,1,65,3,5,60.0,3,0,47,231,128,53,48,90.6,5,3,10/04/20,Manchester Utd,Tottenham
500,Nemanja Matic,31.0,rs SRB,CM,45,37,0,8,26,11,0,35,0,0,,0,0,25,209,131,32,29,90.6,0,1,10/04/20,Manchester Utd,Tottenham
501,Scott McTominay,39.0,sco SCO,CM,45,30,1,12,14,5,0,30,1,2,50.0,1,0,22,109,37,26,22,84.6,1,0,10/04/20,Manchester Utd,Tottenham
502,Luke Shaw,23.0,eng ENG,LB,90,53,4,17,21,18,0,43,3,4,75.0,3,0,33,170,99,39,32,82.1,0,3,10/04/20,Manchester Utd,Tottenham
503,Harry Maguire,5.0,eng ENG,CB,90,55,12,31,25,3,0,54,0,0,,0,0,36,238,129,36,36,100.0,0,1,10/04/20,Manchester Utd,Tottenham
504,Eric Bailly,3.0,ci CIV,CB,90,46,9,31,14,2,1,45,1,1,100.0,1,0,22,139,64,24,24,100.0,0,0,10/04/20,Manchester Utd,Tottenham
505,Aaron Wan-Bissaka,29.0,eng ENG,RB,90,64,2,19,30,18,1,55,1,1,100.0,1,0,34,194,109,38,35,92.1,1,0,10/04/20,Manchester Utd,Tottenham
506,David de Gea,1.0,es ESP,GK,90,24,23,24,0,0,0,18,0,0,,0,0,11,70,25,11,11,100.0,0,0,10/04/20,Manchester Utd,Tottenham
507,Harry Kane,10.0,eng ENG,FW,90,40,0,0,21,22,5,38,0,1,0.0,0,0,26,206,86,45,30,66.7,0,0,10/04/20,Tottenham,Manchester Utd
508,Son Heung-Min,7.0,kr KOR,LW,72,42,0,0,22,22,5,39,1,1,100.0,1,0,25,140,76,44,33,75.0,1,1,10/04/20,Tottenham,Manchester Utd
509,Ben Davies,33.0,wal WAL,"LB,LW",18,28,2,10,19,2,1,27,1,1,100.0,1,0,20,104,67,19,19,100.0,0,0,10/04/20,Tottenham,Manchester Utd
510,Erik Lamela,11.0,ar ARG,RW,45,22,0,5,7,13,2,20,1,1,100.0,1,0,16,132,70,16,13,81.3,1,0,10/04/20,Tottenham,Manchester Utd
511,Lucas Moura,27.0,br BRA,RW,45,21,0,0,15,9,0,21,1,3,33.3,1,1,14,114,75,21,17,81.0,1,0,10/04/20,Tottenham,Manchester Utd
512,Tanguy Ndombele,28.0,fr FRA,CM,68,67,0,9,36,24,5,66,1,2,50.0,1,0,44,234,133,51,48,94.1,3,2,10/04/20,Tottenham,Manchester Utd
513,Dele Alli,20.0,eng ENG,CM,22,25,0,9,14,7,1,24,0,0,,0,0,15,96,43,18,16,88.9,0,0,10/04/20,Tottenham,Manchester Utd
514,Moussa Sissoko,17.0,fr FRA,CM,90,75,5,17,54,9,1,75,1,1,100.0,1,0,53,183,57,65,60,92.3,1,0,10/04/20,Tottenham,Manchester Utd
515,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,110,1,30,78,10,0,109,0,0,,0,0,90,450,214,99,99,100.0,1,0,10/04/20,Tottenham,Manchester Utd
516,Sergio Reguilon,3.0,es ESP,"LB,LW",90,88,1,19,45,28,2,80,3,4,75.0,3,1,60,235,129,70,65,92.9,2,4,10/04/20,Tottenham,Manchester Utd
517,Eric Dier,15.0,eng ENG,CB,90,89,13,55,40,0,0,87,0,0,,0,0,69,243,112,75,75,100.0,0,1,10/04/20,Tottenham,Manchester Utd
518,Davinson Sanchez,6.0,co COL,CB,90,93,14,53,45,1,1,91,0,0,,0,0,73,377,168,78,78,100.0,0,1,10/04/20,Tottenham,Manchester Utd
519,Serge Aurier,24.0,ci CIV,RB,90,87,3,25,47,19,4,82,1,1,100.0,1,0,63,238,149,64,62,96.9,0,1,10/04/20,Tottenham,Manchester Utd
520,Hugo Lloris,1.0,fr FRA,GK,90,24,23,24,0,0,0,18,0,0,,0,0,12,44,16,10,10,100.0,0,0,10/04/20,Tottenham,Manchester Utd
521,Ollie Watkins,11.0,eng ENG,FW,90,43,0,3,25,18,7,41,1,1,100.0,1,0,24,190,118,42,33,78.6,4,4,10/04/20,Aston Villa,Liverpool
522,Jack Grealish,10.0,eng ENG,LW,90,49,0,6,24,23,7,49,0,4,0.0,1,0,36,260,182,41,36,87.8,0,0,10/04/20,Aston Villa,Liverpool
523,Trezeguet,17.0,eg EGY,RW,86,40,3,11,20,16,3,40,1,3,33.3,1,0,26,230,172,35,27,77.1,2,1,10/04/20,Aston Villa,Liverpool
524,Bertrand Traore,15.0,bf BFA,RW,4,5,0,0,0,5,3,5,2,2,100.0,2,0,7,79,50,5,5,100.0,0,2,10/04/20,Aston Villa,Liverpool
525,Ross Barkley,20.0,eng ENG,AM,90,47,1,8,17,25,7,43,3,4,75.0,3,0,33,300,209,32,28,87.5,1,3,10/04/20,Aston Villa,Liverpool
526,John McGinn,7.0,sco SCO,DM,90,47,5,12,27,9,2,47,4,5,80.0,4,0,27,95,38,20,20,100.0,0,2,10/04/20,Aston Villa,Liverpool
527,Douglas Luiz,6.0,br BRA,DM,79,32,3,14,17,2,0,31,1,2,50.0,1,0,12,52,36,8,7,87.5,0,0,10/04/20,Aston Villa,Liverpool
528,Marvelous Nakamba,19.0,zw ZIM,DM,11,6,0,2,3,1,0,6,0,0,,0,0,4,22,0,4,4,100.0,0,0,10/04/20,Aston Villa,Liverpool
529,Matt Targett,18.0,eng ENG,LB,90,36,5,17,19,4,0,24,1,1,100.0,1,0,13,35,28,11,9,81.8,0,0,10/04/20,Aston Villa,Liverpool
530,Tyrone Mings,5.0,eng ENG,CB,90,34,9,22,12,2,1,33,1,1,100.0,1,0,18,169,43,11,10,90.9,0,1,10/04/20,Aston Villa,Liverpool
531,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,21,8,14,7,0,0,20,0,0,,0,0,4,19,2,4,4,100.0,0,0,10/04/20,Aston Villa,Liverpool
532,Matthew Cash,2.0,eng ENG,RB,79,46,6,23,19,5,2,39,0,0,,0,0,14,83,21,11,11,100.0,1,0,10/04/20,Aston Villa,Liverpool
533,Ahmed El Mohamady,27.0,eg EGY,RB,11,10,1,2,3,6,3,10,0,0,,0,0,3,16,1,7,7,100.0,0,0,10/04/20,Aston Villa,Liverpool
534,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,33,28,33,0,0,0,25,0,0,,0,0,17,92,63,12,12,100.0,0,0,10/04/20,Aston Villa,Liverpool
535,Roberto Firmino,9.0,br BRA,FW,67,38,0,1,24,16,5,32,4,4,100.0,4,0,28,147,93,31,24,77.4,4,0,10/04/20,Liverpool,Aston Villa
536,James Milner,7.0,eng ENG,CM,23,23,3,7,14,6,1,22,0,0,,0,0,14,69,40,14,14,100.0,0,0,10/04/20,Liverpool,Aston Villa
537,Diogo Jota,20.0,pt POR,LW,90,60,0,3,20,39,11,60,3,4,75.0,4,0,46,250,178,62,52,83.9,6,2,10/04/20,Liverpool,Aston Villa
538,Mohamed Salah,11.0,eg EGY,RW,90,51,0,4,25,26,6,51,3,4,75.0,3,0,43,244,147,57,42,73.7,1,6,10/04/20,Liverpool,Aston Villa
539,Georginio Wijnaldum,5.0,nl NED,"CM,DM",90,60,4,11,35,16,1,59,0,0,,0,0,41,203,97,47,45,95.7,0,1,10/04/20,Liverpool,Aston Villa
540,Naby Keita,8.0,gn GUI,CM,45,40,0,4,23,16,4,38,0,0,,0,0,27,111,62,30,30,100.0,0,3,10/04/20,Liverpool,Aston Villa
541,Takumi Minamino,18.0,jp JPN,"CM,FW",45,26,0,2,16,8,4,25,2,3,66.7,2,0,19,122,49,26,20,76.9,1,0,10/04/20,Liverpool,Aston Villa
542,Fabinho,3.0,br BRA,"DM,CB",90,83,7,26,47,11,0,80,0,1,0.0,0,0,42,146,71,67,66,98.5,1,1,10/04/20,Liverpool,Aston Villa
543,Andrew Robertson,26.0,sco SCO,LB,90,109,5,24,45,44,7,91,2,3,66.7,2,0,64,315,238,76,73,96.1,3,1,10/04/20,Liverpool,Aston Villa
544,Virgil van Dijk,4.0,nl NED,CB,90,90,11,46,45,0,0,89,0,0,,0,0,58,193,75,68,67,98.5,0,0,10/04/20,Liverpool,Aston Villa
545,Joseph Gomez,12.0,eng ENG,CB,60,65,10,32,36,1,0,65,0,0,,0,0,46,226,152,49,48,98.0,0,1,10/04/20,Liverpool,Aston Villa
546,Curtis Jones,17.0,eng ENG,CM,30,21,2,7,14,5,0,21,1,1,100.0,1,0,17,99,73,20,17,85.0,0,1,10/04/20,Liverpool,Aston Villa
547,Trent Alexander-Arnold,66.0,eng ENG,RB,90,83,2,31,33,24,1,67,1,1,100.0,1,0,47,191,102,55,49,89.1,1,0,10/04/20,Liverpool,Aston Villa
548,AdriÃ¡n,13.0,es ESP,GK,90,37,33,37,0,0,0,31,0,0,,0,0,17,66,42,17,17,100.0,0,0,10/04/20,Liverpool,Aston Villa
