,Date,Team,home,Opponent,sca_1_player,sca_1_pos,sca_1_event,sca_2_player,sca_2_pos,sca_2_event,shot_player,shot_pos,shot_outcome,shot_distance,shot_body_part,shot_notes,minute
7992,July-4-2020,Crystal Palace,0,Leicester City,Patrick van Aanholt,LB,Pass (Live),Gary Cahill,CB,Pass (Dead),Christian Benteke,FW,Off Target,23.0,Right Foot,,55
7993,July-4-2020,Leicester City,1,Crystal Palace,Ayoze PÃ©rez,AM,Pass (Live),Kasper Schmeichel,GK,Pass (Dead),Jamie Vardy,FW,Off Target,11.0,Left Foot,,55
7994,July-4-2020,Crystal Palace,0,Leicester City,James McArthur,CM,Pass (Live),Wilfried Zaha,CM,Fouled,Gary Cahill,CB,Saved,9.0,Head,,60
7995,July-4-2020,Leicester City,1,Crystal Palace,Jamie Vardy,FW,Dribble,,nan,,Jamie Vardy,FW,Blocked,20.0,Left Foot,,72
7996,July-4-2020,Leicester City,1,Crystal Palace,Kasper Schmeichel,GK,Pass (Dead),,nan,,Jamie Vardy,FW,Off Target,14.0,Left Foot,Half volley,77
7997,July-4-2020,Leicester City,1,Crystal Palace,Harvey Barnes,AM,Pass (Live),,nan,,Jamie Vardy,FW,Goal,10.0,Right Foot,"Open goal, Half volley",77
7998,July-4-2020,Crystal Palace,0,Leicester City,Andros Townsend,"CM,FW",Pass (Live),Joel Ward,RB,Pass (Live),Jordan Ayew,"CM,FW",Blocked,12.0,Right Foot,,87
7999,July-4-2020,Crystal Palace,0,Leicester City,Andros Townsend,"CM,FW",Pass (Live),Gary Cahill,CB,Pass (Live),Wilfried Zaha,CM,Off Target,8.0,Right Foot,Half volley,89
8000,July-4-2020,Crystal Palace,0,Leicester City,,nan,,,nan,,James McCarthy,CM,Wayward,19.0,Right Foot,Half volley,90+1
8001,July-4-2020,Leicester City,1,Crystal Palace,Harvey Barnes,AM,Pass (Live),Christian Fuchs,WB,Pass (Live),Jamie Vardy,FW,Goal,12.0,Right Foot,,90+4
8002,July-4-2020,Wolves,1,Arsenal,RaÃºl JimÃ©nez,FW,Pass (Live),Romain SaÃ¯ss,"CB,LB",Pass (Live),Adama TraorÃ©,"FW,WB,CM",Saved,17.0,Right Foot,Half volley,1.0
8003,July-4-2020,Wolves,1,Arsenal,Adama TraorÃ©,"FW,WB,CM",Dribble,RÃºben Neves,DM,Pass (Live),Adama TraorÃ©,"FW,WB,CM",Off Target,24.0,Left Foot,,10.0
8004,July-4-2020,Arsenal,0,Wolves,,nan,,,nan,,Pierre-Emerick Aubameyang,LW,Saved,7.0,Right Foot,Half volley,26.0
8005,July-4-2020,Wolves,1,Arsenal,Adama TraorÃ©,"FW,WB,CM",Pass (Live),Matt Doherty,"WB,RB",Pass (Live),Leander Dendoncker,CM,Off Target,8.0,Head,,29.0
8006,July-4-2020,Wolves,1,Arsenal,Adama TraorÃ©,"FW,WB,CM",Pass (Live),Matt Doherty,"WB,RB",Pass (Live),Jonny Castro,"WB,CM",Off Target,18.0,Left Foot,Half volley,33.0
8007,July-4-2020,Arsenal,0,Wolves,,nan,,,nan,,Eddie Nketiah,FW,Saved to Post,17.0,Right Foot,Half volley,35.0
8008,July-4-2020,Wolves,1,Arsenal,JoÃ£o Moutinho,"CM,DM",Pass (Live),Romain SaÃ¯ss,"CB,LB",Pass (Dead),Romain SaÃ¯ss,"CB,LB",Blocked,23.0,Left Foot,,42.0
8009,July-4-2020,Wolves,1,Arsenal,JoÃ£o Moutinho,"CM,DM",Pass (Live),Jonny Castro,"WB,CM",Pass (Live),RÃºben Neves,DM,Blocked,26.0,Right Foot,,42.0
8010,July-4-2020,Arsenal,0,Wolves,Pierre-Emerick Aubameyang,LW,Pass (Live),CÃ©dric Soares,WB,Pass (Live),Bukayo Saka,RW,Goal,13.0,Left Foot,Half volley,43.0
8011,July-4-2020,Wolves,1,Arsenal,Adama TraorÃ©,"FW,WB,CM",Pass (Live),Adama TraorÃ©,"FW,WB,CM",Dribble,RaÃºl JimÃ©nez,FW,Off Target,8.0,Head,Diving header,52.0
8012,July-4-2020,Wolves,1,Arsenal,RaÃºl JimÃ©nez,FW,Pass (Live),Diogo Jota,"LW,FW",Pass (Live),Diogo Jota,"LW,FW",Blocked,16.0,Left Foot,,63.0
8013,July-4-2020,Wolves,1,Arsenal,Diogo Jota,"LW,FW",Pass (Live),RaÃºl JimÃ©nez,FW,Pass (Live),Adama TraorÃ©,"FW,WB,CM",Off Target,18.0,Right Foot,Lob,64.0
8014,July-4-2020,Wolves,1,Arsenal,JoÃ£o Moutinho,"CM,DM",Pass (Dead),Diogo Jota,"LW,FW",Fouled,RÃºben Neves,DM,Blocked,28.0,Right Foot,,69.0
8015,July-4-2020,Arsenal,0,Wolves,Dani Ceballos,DM,Pass (Dead),Eddie Nketiah,FW,Fouled,Eddie Nketiah,FW,Off Target,7.0,Head,,77.0
8016,July-4-2020,Arsenal,0,Wolves,,nan,,,nan,,Eddie Nketiah,FW,Blocked,19.0,Left Foot,,78.0
8017,July-4-2020,Arsenal,0,Wolves,,nan,,,nan,,Dani Ceballos,DM,Blocked,25.0,Right Foot,,81.0
8018,July-4-2020,Arsenal,0,Wolves,Alexandre Lacazette,FW,Dribble,Joe Willock,RW,Pass (Live),Alexandre Lacazette,FW,Goal,6.0,Right Foot,,86.0
8019,July-4-2020,Arsenal,0,Wolves,Pierre-Emerick Aubameyang,LW,Pass (Live),Alexandre Lacazette,FW,Pass (Live),Joe Willock,RW,Blocked,12.0,Right Foot,,87.0
8020,July-4-2020,Chelsea,1,Watford,Ross Barkley,CM,Fouled,Willian,RW,Pass (Live),Olivier Giroud,FW,Blocked,26.0,Left Foot,Free kick,5
8021,July-4-2020,Chelsea,1,Watford,Olivier Giroud,FW,Shot,,nan,,Olivier Giroud,FW,Blocked,26.0,Right Foot,Half volley,5
8022,July-4-2020,Watford,0,Chelsea,Troy Deeney,FW,Pass (Live),Nathaniel Chalobah,CM,Pass (Live),Craig Dawson,CB,Off Target,29.0,Right Foot,,13
8023,July-4-2020,Chelsea,1,Watford,Christian Pulisic,LW,Pass (Live),Ross Barkley,CM,Pass (Live),Willian,RW,Saved,17.0,Left Foot,Deflected,15
8024,July-4-2020,Chelsea,1,Watford,Christian Pulisic,LW,Pass (Live),Willian,RW,Pass (Live),Olivier Giroud,FW,Saved,14.0,Left Foot,,19
8025,July-4-2020,Chelsea,1,Watford,Olivier Giroud,FW,Fouled,Kurt Zouma,CB,Pass (Live),Willian,RW,Blocked,28.0,Right Foot,Free kick,23
8026,July-4-2020,Chelsea,1,Watford,Willian,RW,Shot,,nan,,Ross Barkley,CM,Blocked,25.0,Right Foot,Half volley,23
8027,July-4-2020,Watford,0,Chelsea,Ãtienne Capoue,CM,Fouled,,nan,,Nathaniel Chalobah,CM,Off Target,21.0,Right Foot,Free kick,25
8028,July-4-2020,Chelsea,1,Watford,Ross Barkley,CM,Pass (Live),Mason Mount,CM,Pass (Live),Olivier Giroud,FW,Goal,12.0,Left Foot,,28
8029,July-4-2020,Chelsea,1,Watford,CÃ©sar Azpilicueta,LB,Pass (Live),Christian Pulisic,LW,Pass (Live),Christian Pulisic,LW,Saved,12.0,Head,,30
8030,July-4-2020,Chelsea,1,Watford,Olivier Giroud,FW,Fouled,Mason Mount,CM,Pass (Live),Willian,RW,Blocked,23.0,Right Foot,Free kick,38
8031,July-4-2020,Chelsea,1,Watford,N'Golo KantÃ©,DM,Fouled,,nan,,Mason Mount,CM,Blocked,28.0,Right Foot,Free kick,41
8032,July-4-2020,Chelsea,1,Watford,Christian Pulisic,LW,Fouled,Willian,RW,Pass (Live),Willian,RW,Goal,12.0,Right Foot,,43
8033,July-4-2020,Chelsea,1,Watford,CÃ©sar Azpilicueta,LB,Pass (Live),N'Golo KantÃ©,DM,Pass (Live),Christian Pulisic,LW,Off Target,20.0,Right Foot,,47
8034,July-4-2020,Chelsea,1,Watford,,nan,,,nan,,Mason Mount,CM,Blocked,22.0,Right Foot,Volley,48
8035,July-4-2020,Chelsea,1,Watford,,nan,,,nan,,Olivier Giroud,FW,Saved,9.0,Left Foot,,59
8036,July-4-2020,Chelsea,1,Watford,Kurt Zouma,CB,Pass (Live),,nan,,Olivier Giroud,FW,Blocked,16.0,Left Foot,Volley,63
8037,July-4-2020,Chelsea,1,Watford,,nan,,,nan,,N'Golo KantÃ©,DM,Blocked,31.0,Right Foot,Half volley,63
8038,July-4-2020,Chelsea,1,Watford,Ross Barkley,CM,Pass (Live),Christian Pulisic,LW,Pass (Live),Willian,RW,Saved,21.0,Right Foot,,68
8039,July-4-2020,Chelsea,1,Watford,Willian,RW,Pass (Dead),Willian,RW,Shot,Kurt Zouma,CB,Saved,12.0,Head,,68
8040,July-4-2020,Watford,0,Chelsea,Nathaniel Chalobah,CM,Pass (Live),Tom Cleverley,FW,Pass (Live),Adam Masina,LB,Saved,36.0,Left Foot,,74
8041,July-4-2020,Watford,0,Chelsea,Will Hughes,LW,Pass (Dead),Tom Cleverley,FW,Fouled,Craig Dawson,CB,Off Target,9.0,Head,,75
8042,July-4-2020,Watford,0,Chelsea,Will Hughes,LW,Fouled,Will Hughes,LW,Dribble,Adam Masina,LB,Saved,29.0,Left Foot,Free kick,80
8043,July-4-2020,Watford,0,Chelsea,Nathaniel Chalobah,CM,Pass (Live),,nan,,Danny Welbeck,CM,Saved,13.0,Right Foot,,81
8044,July-4-2020,Chelsea,1,Watford,Reece James,RB,Pass (Live),Callum Hudson-Odoi,"RW,CM",Pass (Live),Ruben Loftus-Cheek,"CM,FW",Off Target,5.0,Head,,88
8045,July-4-2020,Chelsea,1,Watford,CÃ©sar Azpilicueta,LB,Pass (Live),,nan,,Christian Pulisic,LW,Blocked,14.0,Left Foot,,90
8046,July-4-2020,Chelsea,1,Watford,CÃ©sar Azpilicueta,LB,Pass (Live),Christian Pulisic,LW,Pass (Live),Ross Barkley,CM,Goal,11.0,Left Foot,,90+2
8047,July-5-2020,Sheffield Utd,0,Burnley,David McGoldrick,"FW,CM,AM",Pass (Live),George Baldock,"WB,RB",Pass (Dead),Oliver McBurnie,FW,Saved,14.0,Left Foot,Half volley,1
8048,July-5-2020,Burnley,1,Sheffield Utd,Erik Pieters,CM,Pass (Live),Jay Rodriguez,FW,Pass (Live),MatÄj Vydra,FW,Off Target,12.0,Left Foot,,9
8049,July-5-2020,Sheffield Utd,0,Burnley,Oliver McBurnie,FW,Pass (Live),Oliver McBurnie,FW,Dribble,Sander Berge,CM,Blocked,11.0,Right Foot,,10
8050,July-5-2020,Sheffield Utd,0,Burnley,,nan,,,nan,,John Egan,CB,Blocked,5.0,Right Foot,Half volley,11
8051,July-5-2020,Burnley,1,Sheffield Utd,Ashley Westwood,CM,Pass (Dead),Dwight McNeil,CM,Fouled,James Tarkowski,CB,Saved,11.0,Right Foot,Half volley,19
8052,July-5-2020,Sheffield Utd,0,Burnley,David McGoldrick,"FW,CM,AM",Pass (Live),Oliver Norwood,DM,Pass (Live),Enda Stevens,"WB,LB",Blocked,24.0,Left Foot,,22
8053,July-5-2020,Sheffield Utd,0,Burnley,Oliver Norwood,DM,Pass (Live),George Baldock,"WB,RB",Pass (Live),Sander Berge,CM,Off Target,9.0,Head,,33
8054,July-5-2020,Sheffield Utd,0,Burnley,Oliver Norwood,DM,Pass (Dead),,nan,,John Egan,CB,Off Target,4.0,Head,,35
8055,July-5-2020,Burnley,1,Sheffield Utd,Ashley Westwood,CM,Pass (Live),Josh Brownhill,CM,Pass (Live),Phil Bardsley,RB,Saved,30.0,Right Foot,,38
8056,July-5-2020,Sheffield Utd,0,Burnley,Jack Robinson,CB,Pass (Live),Enda Stevens,"WB,LB",Pass (Live),Oliver McBurnie,FW,Off Target,8.0,Right Foot,Volley,40
8057,July-5-2020,Burnley,1,Sheffield Utd,Jay Rodriguez,FW,Pass (Live),Dwight McNeil,CM,Pass (Dead),James Tarkowski,CB,Goal,7.0,Right Foot,Volley,43
8058,July-5-2020,Sheffield Utd,0,Burnley,Enda Stevens,"WB,LB",Pass (Live),David McGoldrick,"FW,CM,AM",Pass (Live),David McGoldrick,"FW,CM,AM",Blocked,30.0,Right Foot,,46
8059,July-5-2020,Burnley,1,Sheffield Utd,MatÄj Vydra,FW,Pass (Live),Phil Bardsley,RB,Pass (Dead),Erik Pieters,CM,Off Target,20.0,Left Foot,Half volley,54
8060,July-5-2020,Burnley,1,Sheffield Utd,Erik Pieters,CM,Pass (Live),,nan,,Jay Rodriguez,FW,Off Target,20.0,Right Foot,Half volley,71
8061,July-5-2020,Burnley,1,Sheffield Utd,Ashley Westwood,CM,Pass (Live),Dwight McNeil,CM,Pass (Live),Jay Rodriguez,FW,Saved,32.0,Right Foot,Half volley,77
8062,July-5-2020,Burnley,1,Sheffield Utd,Jay Rodriguez,FW,Shot,,nan,,Dwight McNeil,CM,Off Target,13.0,Left Foot,Half volley,77
8063,July-5-2020,Sheffield Utd,0,Burnley,Billy Sharp,FW,Pass (Live),Ben Osborn,"CM,DM",Pass (Live),John Egan,CB,Goal,7.0,Right Foot,Volley,80
8064,July-5-2020,Sheffield Utd,0,Burnley,David McGoldrick,"FW,CM,AM",Pass (Dead),Lys Mousset,FW,Fouled,Sander Berge,CM,Saved,25.0,Right Foot,,89
8065,July-5-2020,Burnley,1,Sheffield Utd,,nan,,,nan,,Erik Pieters,CM,Saved,33.0,Left Foot,Half volley,90+2
8066,July-5-2020,West Ham,0,Newcastle Utd,Jarrod Bowen,RW,Pass (Live),Pablo Fornals,AM,Pass (Live),Michail Antonio,FW,Goal,6.0,Right Foot,,4.0
8067,July-5-2020,Newcastle Utd,1,West Ham,Jonjo Shelvey,CM,Dribble,Joelinton,LW,Pass (Live),Jonjo Shelvey,CM,Blocked,24.0,Right Foot,,8.0
8068,July-5-2020,Newcastle Utd,1,West Ham,Dwight Gayle,FW,Fouled,,nan,,Dwight Gayle,FW,Saved,24.0,Right Foot,"Free kick, Deflected",10.0
8069,July-5-2020,West Ham,0,Newcastle Utd,Manuel Lanzini,LW,Pass (Live),,nan,,Pablo Fornals,AM,Blocked,23.0,Right Foot,,11.0
8070,July-5-2020,West Ham,0,Newcastle Utd,Declan Rice,DM,Pass (Live),Manuel Lanzini,LW,Pass (Live),Michail Antonio,FW,Saved,9.0,Right Foot,Volley,11.0
8071,July-5-2020,Newcastle Utd,1,West Ham,Dwight Gayle,FW,Pass (Live),Joelinton,LW,Pass (Live),Miguel AlmirÃ³n,AM,Blocked,13.0,Left Foot,,13.0
8072,July-5-2020,Newcastle Utd,1,West Ham,Emil Krafth,RB,Pass (Live),Allan Saint-Maximin,RW,Pass (Live),Miguel AlmirÃ³n,AM,Goal,6.0,Left Foot,,17.0
8073,July-5-2020,Newcastle Utd,1,West Ham,,nan,,,nan,,Allan Saint-Maximin,RW,Blocked,36.0,Right Foot,,19.0
8074,July-5-2020,West Ham,0,Newcastle Utd,Declan Rice,DM,Pass (Live),,nan,,Aaron Cresswell,LB,Wayward,25.0,Left Foot,,32.0
8075,July-5-2020,West Ham,0,Newcastle Utd,Aaron Cresswell,LB,Shot,,nan,,Jarrod Bowen,RW,Saved,8.0,Right Foot,,32.0
8076,July-5-2020,West Ham,0,Newcastle Utd,Jarrod Bowen,RW,Shot,,nan,,Declan Rice,DM,Blocked,26.0,Right Foot,Volley,32.0
8077,July-5-2020,West Ham,0,Newcastle Utd,Ryan Fredericks,RB,Pass (Live),Pablo Fornals,AM,Pass (Live),Manuel Lanzini,LW,Wayward,10.0,Head,,36.0
8078,July-5-2020,West Ham,0,Newcastle Utd,Declan Rice,DM,Pass (Live),Aaron Cresswell,LB,Pass (Live),Issa Diop,CB,Saved,11.0,Head,,38.0
8079,July-5-2020,Newcastle Utd,1,West Ham,Allan Saint-Maximin,RW,Dribble,Miguel AlmirÃ³n,AM,Pass (Live),Allan Saint-Maximin,RW,Saved,29.0,Right Foot,,39.0
8080,July-5-2020,West Ham,0,Newcastle Utd,Aaron Cresswell,LB,Pass (Live),Declan Rice,DM,Pass (Live),Jarrod Bowen,RW,Off Target,7.0,Head,,45.0
8081,July-5-2020,Newcastle Utd,1,West Ham,Jonjo Shelvey,CM,Pass (Dead),,nan,,Jamaal Lascelles,CB,Off Target,10.0,Head,,47.0
8082,July-5-2020,Newcastle Utd,1,West Ham,Allan Saint-Maximin,RW,Pass (Live),Jonjo Shelvey,CM,Pass (Live),Miguel AlmirÃ³n,AM,Off Target,28.0,Left Foot,,48.0
8083,July-5-2020,West Ham,0,Newcastle Utd,Michail Antonio,FW,Pass (Dead),,nan,,Issa Diop,CB,Off Target,9.0,Head,,50.0
8084,July-5-2020,Newcastle Utd,1,West Ham,Jonjo Shelvey,CM,Pass (Live),Joelinton,LW,Pass (Live),Miguel AlmirÃ³n,AM,Off Target,16.0,Left Foot,Half volley,59.0
8085,July-5-2020,West Ham,0,Newcastle Utd,Jarrod Bowen,RW,Pass (Dead),Declan Rice,DM,Pass (Live),Declan Rice,DM,Woodwork,4.0,Head,,65.0
8086,July-5-2020,West Ham,0,Newcastle Utd,Declan Rice,DM,Shot,,nan,,TomÃ¡Å¡ SouÄek,DM,Goal,6.0,Left Foot,Volley,65.0
8087,July-5-2020,Newcastle Utd,1,West Ham,Dwight Gayle,FW,Pass (Live),Jonjo Shelvey,CM,Pass (Live),Jonjo Shelvey,CM,Goal,10.0,Left Foot,,67.0
8088,July-5-2020,Newcastle Utd,1,West Ham,,nan,,,nan,,Nabil Bentaleb,CM,Off Target,28.0,Left Foot,Half volley,74.0
8089,July-5-2020,West Ham,0,Newcastle Utd,Andriy Yarmolenko,AM,Pass (Live),Mark Noble,LW,Pass (Live),TomÃ¡Å¡ SouÄek,DM,Saved,11.0,Head,Diving header,81.0
8090,July-5-2020,West Ham,0,Newcastle Utd,TomÃ¡Å¡ SouÄek,DM,Pass (Live),Andriy Yarmolenko,AM,Pass (Live),Andriy Yarmolenko,AM,Saved,24.0,Left Foot,,84.0
8091,July-5-2020,West Ham,0,Newcastle Utd,,nan,,,nan,,Jarrod Bowen,RW,Blocked,20.0,Right Foot,Half volley,84.0
8092,July-5-2020,West Ham,0,Newcastle Utd,Issa Diop,CB,Pass (Live),Michail Antonio,FW,Pass (Live),TomÃ¡Å¡ SouÄek,DM,Off Target,10.0,Right Foot,Half volley,87.0
8093,July-5-2020,West Ham,0,Newcastle Utd,Mark Noble,LW,Pass (Dead),Michail Antonio,FW,Pass (Live),Angelo Ogbonna,CB,Wayward,11.0,Head,,89.0
8094,July-5-2020,Aston Villa,0,Liverpool,Jack Grealish,AM,Pass (Dead),Douglas Luiz,CM,Fouled,Ezri Konsa,RB,Off Target,15.0,Head,,21
8095,July-5-2020,Aston Villa,0,Liverpool,TrÃ©zÃ©guet,CM,Pass (Live),Anwar El Ghazi,CM,Pass (Live),Douglas Luiz,CM,Saved,19.0,Right Foot,Half volley,33
8096,July-5-2020,Liverpool,1,Aston Villa,Alisson,GK,Pass (Live),,nan,,Sadio ManÃ©,LW,Blocked,23.0,Left Foot,,33
8097,July-5-2020,Liverpool,1,Aston Villa,Naby KeÃ¯ta,CM,Pass (Live),Trent Alexander-Arnold,RB,Pass (Live),Mohamed Salah,RW,Saved,13.0,Left Foot,Volley,37
8098,July-5-2020,Aston Villa,0,Liverpool,Douglas Luiz,CM,Pass (Live),,nan,,John McGinn,CM,Off Target,31.0,Left Foot,,45
8099,July-5-2020,Aston Villa,0,Liverpool,Jack Grealish,AM,Pass (Live),Anwar El Ghazi,CM,Pass (Live),Anwar El Ghazi,CM,Saved,17.0,Right Foot,,52
8100,July-5-2020,Aston Villa,0,Liverpool,John McGinn,CM,Pass (Dead),Anwar El Ghazi,CM,Shot,Tyrone Mings,CB,Wayward,4.0,Head,,52
8101,July-5-2020,Aston Villa,0,Liverpool,Keinan Davis,FW,Pass (Live),Keinan Davis,FW,Dribble,Jack Grealish,AM,Blocked,21.0,Right Foot,,64
8102,July-5-2020,Liverpool,1,Aston Villa,Naby KeÃ¯ta,CM,Pass (Live),Trent Alexander-Arnold,RB,Pass (Live),Sadio ManÃ©,LW,Goal,10.0,Left Foot,,71
8103,July-5-2020,Liverpool,1,Aston Villa,Mohamed Salah,RW,Pass (Live),Roberto Firmino,FW,Pass (Live),Roberto Firmino,FW,Saved,20.0,Right Foot,,76
8104,July-5-2020,Aston Villa,0,Liverpool,Mbwana Samatta,FW,Pass (Live),Kortney Hause,CB,Pass (Live),Jota,CM,Blocked,19.0,Left Foot,,82
8105,July-5-2020,Liverpool,1,Aston Villa,Curtis Jones,CM,Dribble,Georginio Wijnaldum,CM,Pass (Live),Curtis Jones,CM,Off Target,26.0,Left Foot,,86
8106,July-5-2020,Liverpool,1,Aston Villa,Mohamed Salah,RW,Pass (Live),Andrew Robertson,LB,Pass (Live),Curtis Jones,CM,Goal,10.0,Right Foot,"Deflected, Half volley",89
8107,July-5-2020,Aston Villa,0,Liverpool,Neil Taylor,LB,Pass (Live),John McGinn,CM,Pass (Live),Jack Grealish,AM,Saved,12.0,Right Foot,,90+1
8108,July-5-2020,Aston Villa,0,Liverpool,Neil Taylor,LB,Pass (Live),Indiana Vassilev,CM,Pass (Live),Indiana Vassilev,CM,Off Target,21.0,Right Foot,,90+3
8109,July-5-2020,Southampton,1,Manchester City,,nan,,,nan,,Che Adams,FW,Wayward,15,Right Foot,,6
8110,July-5-2020,Southampton,1,Manchester City,Stuart Armstrong,CM,Fouled,Danny Ings,FW,Pass (Live),Nathan Redmond,CM,Blocked,34,Right Foot,Free kick,8
8111,July-5-2020,Southampton,1,Manchester City,Stuart Armstrong,CM,Pass (Live),,nan,,Che Adams,FW,Goal,46,Right Foot,Lob,16
8112,July-5-2020,Manchester City,0,Southampton,JoÃ£o Cancelo,RB,Dribble,Bernardo Silva,"CM,LW,RW",Pass (Live),JoÃ£o Cancelo,RB,Wayward,14,Right Foot,,23
8113,July-5-2020,Manchester City,0,Southampton,JoÃ£o Cancelo,RB,Shot,,nan,,Gabriel Jesus,FW,Off Target,3,Left Foot,"Open goal, Half volley",23
8114,July-5-2020,Manchester City,0,Southampton,Gabriel Jesus,FW,Pass (Live),Riyad Mahrez,RW,Pass (Live),Raheem Sterling,LW,Saved,14,Left Foot,,30
8115,July-5-2020,Manchester City,0,Southampton,,nan,,,nan,,Fernandinho,DM,Woodwork,22,Right Foot,,30
8116,July-5-2020,Manchester City,0,Southampton,Bernardo Silva,"CM,LW,RW",Pass (Live),Fernandinho,DM,Shot,David Silva,CM,Saved,5,Head,,30
8117,July-5-2020,Manchester City,0,Southampton,David Silva,CM,Shot,,nan,,Raheem Sterling,LW,Off Target,14,Right Foot,,30
8118,July-5-2020,Southampton,1,Manchester City,,nan,,,nan,,Nathan Redmond,CM,Off Target,25,Right Foot,,33
8119,July-5-2020,Southampton,1,Manchester City,Jack Stephens,CB,Pass (Live),Jan Bednarek,CB,Pass (Live),Nathan Redmond,CM,Saved,18,Right Foot,,35
8120,July-5-2020,Manchester City,0,Southampton,JoÃ£o Cancelo,RB,Pass (Live),JoÃ£o Cancelo,RB,Dribble,Riyad Mahrez,RW,Saved,9,Left Foot,,37
8121,July-5-2020,Manchester City,0,Southampton,Bernardo Silva,"CM,LW,RW",Pass (Live),,nan,,Riyad Mahrez,RW,Blocked,13,Left Foot,,37
8122,July-5-2020,Southampton,1,Manchester City,Kyle Walker-Peters,RB,Pass (Live),Jack Stephens,CB,Pass (Live),Danny Ings,FW,Off Target,12,Left Foot,Volley,44
8123,July-5-2020,Manchester City,0,Southampton,Riyad Mahrez,RW,Pass (Dead),Riyad Mahrez,RW,Pass (Live),Gabriel Jesus,FW,Off Target,9,Head,,48
8124,July-5-2020,Manchester City,0,Southampton,Fernandinho,DM,Pass (Live),JoÃ£o Cancelo,RB,Pass (Live),Aymeric Laporte,CB,Blocked,12,Left Foot,,50
8125,July-5-2020,Manchester City,0,Southampton,Aymeric Laporte,CB,Shot,,nan,,Gabriel Jesus,FW,Saved,6,Head,,50
8126,July-5-2020,Manchester City,0,Southampton,Bernardo Silva,"CM,LW,RW",Pass (Live),JoÃ£o Cancelo,RB,Pass (Live),Oleksandr Zinchenko,LB,Blocked,33,Left Foot,,51
8127,July-5-2020,Manchester City,0,Southampton,David Silva,CM,Dribble,Oleksandr Zinchenko,LB,Pass (Live),David Silva,CM,Saved,5,Left Foot,,54
8128,July-5-2020,Manchester City,0,Southampton,JoÃ£o Cancelo,RB,Pass (Live),Fernandinho,DM,Pass (Live),Gabriel Jesus,FW,Blocked,6,Right Foot,Overhead kick,55
8129,July-5-2020,Manchester City,0,Southampton,David Silva,CM,Pass (Live),JoÃ£o Cancelo,RB,Pass (Live),Gabriel Jesus,FW,Blocked,16,Right Foot,,56
8130,July-5-2020,Manchester City,0,Southampton,David Silva,CM,Pass (Live),Raheem Sterling,LW,Pass (Live),Bernardo Silva,"CM,LW,RW",Blocked,19,Right Foot,,57
8131,July-5-2020,Manchester City,0,Southampton,,nan,,,nan,,Bernardo Silva,"CM,LW,RW",Blocked,11,Left Foot,Half volley,65
8132,July-5-2020,Manchester City,0,Southampton,Oleksandr Zinchenko,LB,Pass (Live),David Silva,CM,Pass (Live),Gabriel Jesus,FW,Saved,8,Head,,66
8133,July-5-2020,Manchester City,0,Southampton,David Silva,CM,Pass (Live),Bernardo Silva,"CM,LW,RW",Pass (Live),Kevin De Bruyne,CM,Off Target,17,Right Foot,Volley,74
8134,July-5-2020,Southampton,1,Manchester City,Shane Long,FW,Pass (Live),Alex McCarthy,GK,Pass (Live),Stuart Armstrong,CM,Saved,19,Right Foot,Half volley,75
8135,July-5-2020,Southampton,1,Manchester City,Nathan Redmond,CM,Pass (Live),,nan,,Stuart Armstrong,CM,Saved,23,Right Foot,,76
8136,July-5-2020,Manchester City,0,Southampton,Bernardo Silva,"CM,LW,RW",Pass (Live),David Silva,CM,Pass (Live),Kevin De Bruyne,CM,Blocked,22,Right Foot,Half volley,77
8137,July-5-2020,Manchester City,0,Southampton,,nan,,,nan,,Fernandinho,DM,Blocked,24,Right Foot,,79
8138,July-5-2020,Manchester City,0,Southampton,,nan,,,nan,,David Silva,CM,Blocked,16,Left Foot,Volley,81
8139,July-5-2020,Manchester City,0,Southampton,,nan,,,nan,,Aymeric Laporte,CB,Off Target,34,Left Foot,,84
8140,July-5-2020,Manchester City,0,Southampton,Kevin De Bruyne,CM,Pass (Live),Phil Foden,"RW,LW",Pass (Dead),Bernardo Silva,"CM,LW,RW",Blocked,13,Left Foot,,90+2
8141,July-5-2020,Manchester City,0,Southampton,Kevin De Bruyne,CM,Pass (Live),Phil Foden,"RW,LW",Pass (Live),Bernardo Silva,"CM,LW,RW",Off Target,11,Left Foot,Volley,90+3
8142,July-5-2020,Manchester City,0,Southampton,David Silva,CM,Fouled,Phil Foden,"RW,LW",Pass (Live),Kevin De Bruyne,CM,Blocked,22,Right Foot,Free kick,90+7
8143,July-6-2020,Tottenham,1,Everton,Harry Winks,DM,Pass (Live),Ben Davies,LB,Pass (Live),Lucas Moura,RW,Off Target,32.0,Right Foot,Half volley,21
8144,July-6-2020,Tottenham,1,Everton,Moussa Sissoko,CM,Pass (Live),Ben Davies,LB,Pass (Live),Son Heung-min,LW,Blocked,23.0,Right Foot,,24
8145,July-6-2020,Tottenham,1,Everton,Son Heung-min,LW,Pass (Live),Giovani Lo Celso,CM,Pass (Live),Harry Kane,FW,Blocked,16.0,Left Foot,,24
8146,July-6-2020,Tottenham,1,Everton,Harry Kane,FW,Shot,,nan,,Giovani Lo Celso,CM,Blocked,13.0,Left Foot,,24
8147,July-6-2020,Tottenham,1,Everton,Giovani Lo Celso,CM,Fouled,Son Heung-min,LW,Pass (Live),Eric Dier,CB,Off Target,25.0,Right Foot,Free kick,30
