,Date,Team,home,Opponent,sca_1_player,sca_1_pos,sca_1_event,sca_2_player,sca_2_pos,sca_2_event,shot_player,shot_pos,shot_outcome,shot_distance,shot_body_part,shot_notes,minute
7840,July-1-2020,Leicester City,0,Everton,Kelechi Iheanacho,CM,Dribble,James Justin,RB,Pass (Live),Kelechi Iheanacho,CM,Saved,20.0,Left Foot,,72
7841,July-1-2020,Leicester City,0,Everton,James Maddison,CM,Pass (Live),Kelechi Iheanacho,CM,Pass (Live),Ben Chilwell,LB,Off Target,12.0,Left Foot,Volley,75
7842,July-1-2020,Leicester City,0,Everton,Ben Chilwell,LB,Pass (Live),Demarai Gray,CM,Pass (Live),James Maddison,CM,Off Target,22.0,Right Foot,,83
7843,July-1-2020,Leicester City,0,Everton,Jamie Vardy,FW,Pass (Live),Jamie Vardy,FW,Dribble,Ayoze PÃ©rez,CM,Blocked,12.0,Right Foot,Half volley,90+2
7844,July-1-2020,Newcastle Utd,0,Bournemouth,Allan Saint-Maximin,RW,Pass (Live),,nan,,Dwight Gayle,FW,Goal,13.0,Right Foot,,5
7845,July-1-2020,Bournemouth,1,Newcastle Utd,Arnaut Groeneveld,CM,Pass (Live),Lloyd Kelly,LB,Pass (Live),Philip Billing,CM,Off Target,20.0,Left Foot,,8
7846,July-1-2020,Newcastle Utd,0,Bournemouth,Jonjo Shelvey,DM,Pass (Live),Allan Saint-Maximin,RW,Pass (Live),Sean Longstaff,AM,Off Target,18.0,Right Foot,Half volley,15
7847,July-1-2020,Newcastle Utd,0,Bournemouth,Allan Saint-Maximin,RW,Dribble,,nan,,Allan Saint-Maximin,RW,Blocked,20.0,Right Foot,,19
7848,July-1-2020,Bournemouth,1,Newcastle Utd,Adam Smith,RB,Pass (Live),,nan,,Dominic Solanke,FW,Off Target,9.0,Right Foot,Half volley,22
7849,July-1-2020,Newcastle Utd,0,Bournemouth,Allan Saint-Maximin,RW,Pass (Live),Allan Saint-Maximin,RW,Dribble,Sean Longstaff,AM,Goal,12.0,Left Foot,,30
7850,July-1-2020,Newcastle Utd,0,Bournemouth,Nabil Bentaleb,DM,Pass (Live),Miguel AlmirÃ³n,"AM,LW",Pass (Live),Jonjo Shelvey,DM,Saved,25.0,Right Foot,,35
7851,July-1-2020,Bournemouth,1,Newcastle Utd,Joshua King,FW,Fouled,David Brooks,CM,Pass (Live),Arnaut Groeneveld,CM,Off Target,21.0,Right Foot,Free kick,41
7852,July-1-2020,Bournemouth,1,Newcastle Utd,Jefferson Lerma,CM,Pass (Live),Jefferson Lerma,CM,Dribble,Dominic Solanke,FW,Blocked,19.0,Right Foot,,46
7853,July-1-2020,Newcastle Utd,0,Bournemouth,,nan,,,nan,,Allan Saint-Maximin,RW,Saved,23.0,Left Foot,,52
7854,July-1-2020,Newcastle Utd,0,Bournemouth,Allan Saint-Maximin,RW,Pass (Live),Jonjo Shelvey,DM,Pass (Live),Miguel AlmirÃ³n,"AM,LW",Goal,17.0,Right Foot,,57
7855,July-1-2020,Bournemouth,1,Newcastle Utd,Lewis Cook,CM,Pass (Live),Jefferson Lerma,CM,Pass (Live),David Brooks,CM,Woodwork,23.0,Left Foot,,60
7856,July-1-2020,Bournemouth,1,Newcastle Utd,,nan,,,nan,,Lewis Cook,CM,Blocked,21.0,Left Foot,Half volley,73
7857,July-1-2020,Newcastle Utd,0,Bournemouth,Jonjo Shelvey,DM,Pass (Live),Andy Carroll,FW,Pass (Live),Valentino Lazaro,RW,Goal,13.0,Left Foot,,77
7858,July-1-2020,Newcastle Utd,0,Bournemouth,Nabil Bentaleb,DM,Pass (Live),Miguel AlmirÃ³n,"AM,LW",Pass (Live),Valentino Lazaro,RW,Woodwork,27.0,Right Foot,,78
7859,July-1-2020,Newcastle Utd,0,Bournemouth,Valentino Lazaro,RW,Shot,,nan,,Isaac Hayden,"AM,LW",Off Target,9.0,Left Foot,,79
7860,July-1-2020,Newcastle Utd,0,Bournemouth,Miguel AlmirÃ³n,"AM,LW",Pass (Live),,nan,,Andy Carroll,FW,Off Target,12.0,Head,,79
7861,July-1-2020,Bournemouth,1,Newcastle Utd,Joshua King,FW,Pass (Live),Joshua King,FW,Dribble,Harry Wilson,CM,Blocked,25.0,Left Foot,,81
7862,July-1-2020,Bournemouth,1,Newcastle Utd,Dan Gosling,CM,Pass (Live),Nathan AkÃ©,CB,Pass (Live),Junior Stanislas,CM,Blocked,23.0,Right Foot,,84
7863,July-1-2020,Bournemouth,1,Newcastle Utd,Dan Gosling,CM,Pass (Live),Chris Mepham,CB,Pass (Live),Joshua King,FW,Off Target,7.0,Head,,84
7864,July-1-2020,Bournemouth,1,Newcastle Utd,Dan Gosling,CM,Pass (Live),Junior Stanislas,CM,Pass (Live),Harry Wilson,CM,Blocked,24.0,Left Foot,,90+1
7865,July-1-2020,Newcastle Utd,0,Bournemouth,Jonjo Shelvey,DM,Pass (Live),Andy Carroll,FW,Pass (Live),Andy Carroll,FW,Saved,19.0,Left Foot,,90+2
7866,July-1-2020,Bournemouth,1,Newcastle Utd,Junior Stanislas,CM,Pass (Dead),Dan Gosling,CM,Fouled,Nathan AkÃ©,CB,Blocked,6.0,Head,,90+4
7867,July-1-2020,Bournemouth,1,Newcastle Utd,Nathan AkÃ©,CB,Shot,,nan,,Dan Gosling,CM,Goal,2.0,Right Foot,Volley,90+4
7868,July-1-2020,Chelsea,0,West Ham,,nan,,,nan,,Marcos Alonso,LB,Saved,12.0,Left Foot,Overhead kick,5
7869,July-1-2020,Chelsea,0,West Ham,,nan,,,nan,,Willian,RW,Saved,17.0,Right Foot,,11
7870,July-1-2020,West Ham,1,Chelsea,TomÃ¡Å¡ SouÄek,DM,Pass (Live),Aaron Cresswell,LB,Pass (Live),Michail Antonio,FW,Off Target,10.0,Right Foot,,13
7871,July-1-2020,West Ham,1,Chelsea,Pablo Fornals,"AM,LW",Pass (Live),,nan,,Michail Antonio,FW,Blocked,25.0,Right Foot,,14
7872,July-1-2020,Chelsea,0,West Ham,Marcos Alonso,LB,Pass (Live),Mateo KovaÄiÄ,CM,Pass (Live),Tammy Abraham,FW,Wayward,10.0,Head,,17
7873,July-1-2020,Chelsea,0,West Ham,N'Golo KantÃ©,DM,Pass (Live),Marcos Alonso,LB,Pass (Live),Ross Barkley,CM,Saved,27.0,Right Foot,,19
7874,July-1-2020,Chelsea,0,West Ham,Tammy Abraham,FW,Pass (Live),CÃ©sar Azpilicueta,RB,Pass (Live),Christian Pulisic,LW,Off Target,16.0,Right Foot,,20
7875,July-1-2020,Chelsea,0,West Ham,Mateo KovaÄiÄ,CM,Pass (Live),Christian Pulisic,LW,Pass (Live),Ross Barkley,CM,Blocked,21.0,Right Foot,,30
7876,July-1-2020,West Ham,1,Chelsea,,nan,,,nan,,TomÃ¡Å¡ SouÄek,DM,Blocked,3.0,Right Foot,,34
7877,July-1-2020,Chelsea,0,West Ham,Marcos Alonso,LB,Pass (Live),Willian,RW,Pass (Live),Christian Pulisic,LW,Off Target,12.0,Head,,38
7878,July-1-2020,Chelsea,0,West Ham,Christian Pulisic,LW,Fouled,Mateo KovaÄiÄ,CM,Pass (Live),Willian,RW,Goal,12.0,Right Foot,,42
7879,July-1-2020,West Ham,1,Chelsea,Jarrod Bowen,RW,Pass (Dead),,nan,,TomÃ¡Å¡ SouÄek,DM,Goal,5.0,Head,,45+2
7880,July-1-2020,West Ham,1,Chelsea,Pablo Fornals,"AM,LW",Pass (Live),,nan,,Michail Antonio,FW,Blocked,19.0,Left Foot,,46
7881,July-1-2020,West Ham,1,Chelsea,Declan Rice,DM,Pass (Live),Aaron Cresswell,LB,Pass (Live),Ryan Fredericks,RB,Blocked,31.0,Right Foot,,50
7882,July-1-2020,West Ham,1,Chelsea,Jarrod Bowen,RW,Pass (Live),Pablo Fornals,"AM,LW",Pass (Live),Michail Antonio,FW,Goal,7.0,Right Foot,,51
7883,July-1-2020,West Ham,1,Chelsea,Jarrod Bowen,RW,Pass (Live),Pablo Fornals,"AM,LW",Pass (Live),Manuel Lanzini,LW,Off Target,18.0,Right Foot,,58
7884,July-1-2020,Chelsea,0,West Ham,Willian,RW,Pass (Live),CÃ©sar Azpilicueta,RB,Pass (Live),Ruben Loftus-Cheek,CM,Wayward,9.0,Left Foot,Half volley,64
7885,July-1-2020,Chelsea,0,West Ham,Willian,RW,Pass (Live),,nan,,Marcos Alonso,LB,Blocked,14.0,Left Foot,,65
7886,July-1-2020,Chelsea,0,West Ham,Mason Mount,CM,Pass (Dead),CÃ©sar Azpilicueta,RB,Fouled,Olivier Giroud,FW,Saved,9.0,Other,,66
7887,July-1-2020,Chelsea,0,West Ham,Christian Pulisic,LW,Fouled,Mason Mount,CM,Pass (Live),Willian,RW,Goal,25.0,Right Foot,Free kick,72
7888,July-1-2020,Chelsea,0,West Ham,Marcos Alonso,LB,Pass (Live),N'Golo KantÃ©,DM,Pass (Live),Christian Pulisic,LW,Off Target,21.0,Right Foot,,73
7889,July-1-2020,Chelsea,0,West Ham,,nan,,,nan,,Christian Pulisic,LW,Off Target,17.0,Right Foot,Volley,77
7890,July-1-2020,West Ham,1,Chelsea,Ryan Fredericks,RB,Pass (Live),Andriy Yarmolenko,RW,Pass (Live),Aaron Cresswell,LB,Blocked,7.0,Head,,79
7891,July-1-2020,West Ham,1,Chelsea,,nan,,,nan,,Michail Antonio,FW,Saved,9.0,Left Foot,,81
7892,July-1-2020,Chelsea,0,West Ham,Marcos Alonso,LB,Pass (Live),Mason Mount,CM,Pass (Live),Olivier Giroud,FW,Wayward,8.0,Left Foot,Back heel,83
7893,July-1-2020,Chelsea,0,West Ham,Mason Mount,CM,Pass (Dead),,nan,,Marcos Alonso,LB,Off Target,7.0,Head,,87
7894,July-1-2020,West Ham,1,Chelsea,Michail Antonio,FW,Pass (Live),Pablo Fornals,"AM,LW",Pass (Live),Andriy Yarmolenko,RW,Goal,14.0,Left Foot,,89
7895,July-1-2020,Chelsea,0,West Ham,Christian Pulisic,LW,Pass (Live),N'Golo KantÃ©,DM,Pass (Live),N'Golo KantÃ©,DM,Off Target,27.0,Right Foot,,90+4
7896,July-2-2020,Sheffield Utd,1,Tottenham,Oliver McBurnie,FW,Pass (Live),Oliver Norwood,DM,Pass (Live),George Baldock,WB,Saved,26.0,Left Foot,,1.0
7897,July-2-2020,Tottenham,0,Sheffield Utd,Son Heung-min,"LW,WB",Pass (Dead),Steven Bergwijn,AM,Pass (Live),Eric Dier,CB,Wayward,8.0,Head,,6.0
7898,July-2-2020,Tottenham,0,Sheffield Utd,Eric Dier,CB,Shot,,nan,,Moussa Sissoko,DM,Off Target,3.0,Right Foot,Half volley,6.0
7899,July-2-2020,Sheffield Utd,1,Tottenham,Dean Henderson,GK,Pass (Dead),,nan,,David McGoldrick,FW,Saved,19.0,Left Foot,"Deflected, Half volley",7.0
7900,July-2-2020,Tottenham,0,Sheffield Utd,Steven Bergwijn,AM,Pass (Live),Son Heung-min,"LW,WB",Pass (Live),Harry Kane,FW,Off Target,20.0,Right Foot,,23.0
7901,July-2-2020,Tottenham,0,Sheffield Utd,Steven Bergwijn,AM,Pass (Live),Steven Bergwijn,AM,Dribble,Moussa Sissoko,DM,Saved,23.0,Right Foot,,28.0
7902,July-2-2020,Tottenham,0,Sheffield Utd,Lucas Moura,"RW,WB",Fouled,Moussa Sissoko,DM,Pass (Live),Harry Kane,FW,Off Target,36.0,Right Foot,Free kick,30.0
7903,July-2-2020,Sheffield Utd,1,Tottenham,Chris Basham,CB,Pass (Live),George Baldock,WB,Pass (Live),Sander Berge,CM,Goal,11.0,Right Foot,,31.0
7904,July-2-2020,Sheffield Utd,1,Tottenham,Ben Osborn,CM,Pass (Live),Jack Robinson,CB,Pass (Live),Oliver McBurnie,FW,Off Target,8.0,Head,,36.0
7905,July-2-2020,Tottenham,0,Sheffield Utd,Lucas Moura,"RW,WB",Fouled,Davinson SÃ¡nchez,CB,Pass (Live),Giovani Lo Celso,"DM,CM",Blocked,31.0,Left Foot,Free kick,40.0
7906,July-2-2020,Tottenham,0,Sheffield Utd,Ben Davies,"LB,CB",Pass (Live),Moussa Sissoko,DM,Pass (Live),Giovani Lo Celso,"DM,CM",Blocked,13.0,Left Foot,,45.0
7907,July-2-2020,Tottenham,0,Sheffield Utd,Giovani Lo Celso,"DM,CM",Pass (Dead),,nan,,Lucas Moura,"RW,WB",Off Target,7.0,Head,,45.0
7908,July-2-2020,Sheffield Utd,1,Tottenham,Ben Osborn,CM,Pass (Live),George Baldock,WB,Pass (Live),David McGoldrick,FW,Off Target,11.0,Left Foot,Half volley,61.0
7909,July-2-2020,Sheffield Utd,1,Tottenham,Enda Stevens,WB,Pass (Live),Ben Osborn,CM,Pass (Live),Lys Mousset,FW,Goal,4.0,Left Foot,Open goal,69.0
7910,July-2-2020,Sheffield Utd,1,Tottenham,Sander Berge,CM,Pass (Live),Sander Berge,CM,Dribble,Oliver McBurnie,FW,Goal,5.0,Right Foot,,84.0
7911,July-2-2020,Tottenham,0,Sheffield Utd,Son Heung-min,"LW,WB",Pass (Live),Ãrik Lamela,"CM,AM",Pass (Live),Harry Kane,FW,Goal,6.0,Right Foot,"Open goal, Half volley",90.0
7912,July-2-2020,Liverpool,0,Manchester City,Virgil van Dijk,CB,Pass (Live),Andrew Robertson,LB,Pass (Live),Mohamed Salah,RW,Saved,25.0,Left Foot,Half volley,4.0
7913,July-2-2020,Liverpool,0,Manchester City,,nan,,,nan,,Roberto Firmino,FW,Saved,13.0,Right Foot,,4.0
7914,July-2-2020,Manchester City,1,Liverpool,,nan,,,nan,,Kevin De Bruyne,"AM,FW",Blocked,17.0,Right Foot,,10.0
7915,July-2-2020,Liverpool,0,Manchester City,Trent Alexander-Arnold,RB,Pass (Live),Sadio ManÃ©,LW,Pass (Live),Sadio ManÃ©,LW,Off Target,9.0,Head,,11.0
7916,July-2-2020,Liverpool,0,Manchester City,Roberto Firmino,FW,Pass (Live),Trent Alexander-Arnold,RB,Pass (Live),Mohamed Salah,RW,Woodwork,17.0,Left Foot,,19.0
7917,July-2-2020,Manchester City,1,Liverpool,Raheem Sterling,"LW,FW",Fouled,Benjamin Mendy,LB,Pass (Dead),Kevin De Bruyne,"AM,FW",Goal,12.0,Right Foot,,25.0
7918,July-2-2020,Manchester City,1,Liverpool,Gabriel Jesus,FW,Dribble,Kevin De Bruyne,"AM,FW",Pass (Live),Gabriel Jesus,FW,Off Target,9.0,Right Foot,,29.0
7919,July-2-2020,Manchester City,1,Liverpool,Phil Foden,"RW,CM,FW",Pass (Live),Gabriel Jesus,FW,Pass (Live),Raheem Sterling,"LW,FW",Goal,9.0,Right Foot,,35.0
7920,July-2-2020,Manchester City,1,Liverpool,Kevin De Bruyne,"AM,FW",Pass (Live),Phil Foden,"RW,CM,FW",Pass (Live),Phil Foden,"RW,CM,FW",Goal,17.0,Right Foot,,45.0
7921,July-2-2020,Manchester City,1,Liverpool,,nan,,,nan,,Gabriel Jesus,FW,Saved,19.0,Right Foot,,49.0
7922,July-2-2020,Manchester City,1,Liverpool,Raheem Sterling,"LW,FW",Dribble,Phil Foden,"RW,CM,FW",Pass (Live),Raheem Sterling,"LW,FW",Blocked,19.0,Left Foot,,50.0
7923,July-2-2020,Manchester City,1,Liverpool,Kevin De Bruyne,"AM,FW",Pass (Live),Ä°lkay GÃ¼ndoÄan,DM,Pass (Live),Phil Foden,"RW,CM,FW",Blocked,14.0,Right Foot,,51.0
7924,July-2-2020,Manchester City,1,Liverpool,Phil Foden,"RW,CM,FW",Dribble,Rodri,DM,Pass (Live),Phil Foden,"RW,CM,FW",Saved,19.0,Left Foot,,55.0
7925,July-2-2020,Liverpool,0,Manchester City,Sadio ManÃ©,LW,Fouled,Jordan Henderson,"DM,CM",Pass (Live),Trent Alexander-Arnold,RB,Blocked,18.0,Right Foot,Free kick,57.0
7926,July-2-2020,Liverpool,0,Manchester City,Sadio ManÃ©,LW,Pass (Live),,nan,,Roberto Firmino,FW,Blocked,13.0,Left Foot,,61.0
7927,July-2-2020,Liverpool,0,Manchester City,Mohamed Salah,RW,Pass (Live),,nan,,Alex Oxlade-Chamberlain,CM,Blocked,19.0,Right Foot,,61.0
7928,July-2-2020,Manchester City,1,Liverpool,Riyad Mahrez,CM,Pass (Live),Kevin De Bruyne,"AM,FW",Pass (Live),Kevin De Bruyne,"AM,FW",Off Target,22.0,Right Foot,,61.0
7929,July-2-2020,Liverpool,0,Manchester City,Mohamed Salah,RW,Pass (Live),Jordan Henderson,"DM,CM",Pass (Live),Divock Origi,FW,Blocked,13.0,Right Foot,,65.0
7930,July-2-2020,Manchester City,1,Liverpool,Kevin De Bruyne,"AM,FW",Pass (Live),Rodri,DM,Pass (Live),Raheem Sterling,"LW,FW",Wayward,10.0,Left Foot,,66.0
7931,July-2-2020,Manchester City,1,Liverpool,Benjamin Mendy,LB,Pass (Live),Rodri,DM,Pass (Live),Phil Foden,"RW,CM,FW",Wayward,10.0,Head,,68.0
7932,July-2-2020,Liverpool,0,Manchester City,Divock Origi,FW,Pass (Live),Mohamed Salah,RW,Pass (Live),Sadio ManÃ©,LW,Blocked,18.0,Right Foot,,74.0
7933,July-2-2020,Liverpool,0,Manchester City,Neco Williams,RB,Pass (Live),Jordan Henderson,"DM,CM",Pass (Live),Mohamed Salah,RW,Saved,14.0,Right Foot,,76.0
7934,July-2-2020,Manchester City,1,Liverpool,Riyad Mahrez,CM,Dribble,Kevin De Bruyne,"AM,FW",Pass (Live),Riyad Mahrez,CM,Off Target,18.0,Right Foot,,81.0
7935,July-2-2020,Manchester City,1,Liverpool,Riyad Mahrez,CM,Pass (Live),JoÃ£o Cancelo,RB,Pass (Live),Kevin De Bruyne,"AM,FW",Off Target,18.0,Head,,82.0
7936,July-2-2020,Liverpool,0,Manchester City,Divock Origi,FW,Pass (Live),Mohamed Salah,RW,Pass (Live),Mohamed Salah,RW,Blocked,17.0,Left Foot,,90.0
7937,July-4-2020,Brighton,0,Norwich City,,nan,,,nan,,Aaron Connolly,FW,Off Target,18.0,Right Foot,Half volley,3
7938,July-4-2020,Norwich City,1,Brighton,Onel HernÃ¡ndez,LW,Dribble,Kenny McLean,DM,Pass (Live),Onel HernÃ¡ndez,LW,Blocked,15.0,Right Foot,,13
7939,July-4-2020,Norwich City,1,Brighton,Emi BuendÃ­a,RW,Pass (Live),Ben Godfrey,CB,Pass (Live),Onel HernÃ¡ndez,LW,Off Target,14.0,Right Foot,,19
7940,July-4-2020,Brighton,0,Norwich City,Aaron Mooy,AM,Pass (Live),Neal Maupay,FW,Pass (Live),Leandro Trossard,"AM,LW",Goal,8.0,Right Foot,,25
7941,July-4-2020,Norwich City,1,Brighton,Onel HernÃ¡ndez,LW,Pass (Live),Ondrej Duda,AM,Pass (Live),Alexander Tettey,DM,Blocked,23.0,Right Foot,,29
7942,July-4-2020,Norwich City,1,Brighton,Jamal Lewis,LB,Pass (Live),Kenny McLean,DM,Pass (Live),Onel HernÃ¡ndez,LW,Off Target,18.0,Right Foot,,33
7943,July-4-2020,Norwich City,1,Brighton,Emi BuendÃ­a,RW,Pass (Live),Emi BuendÃ­a,RW,Dribble,Onel HernÃ¡ndez,LW,Blocked,13.0,Right Foot,,45+1
7944,July-4-2020,Norwich City,1,Brighton,Emi BuendÃ­a,RW,Pass (Live),Alexander Tettey,DM,Pass (Live),Ondrej Duda,AM,Blocked,21.0,Right Foot,,48
7945,July-4-2020,Brighton,0,Norwich City,Aaron Mooy,AM,Pass (Live),Neal Maupay,FW,Pass (Live),Aaron Connolly,FW,Blocked,16.0,Right Foot,,49
7946,July-4-2020,Brighton,0,Norwich City,Aaron Mooy,AM,Pass (Dead),Aaron Mooy,AM,Fouled,Dan Burn,"LB,CB",Off Target,5.0,Head,,50
7947,July-4-2020,Norwich City,1,Brighton,Alexander Tettey,DM,Pass (Live),Onel HernÃ¡ndez,LW,Pass (Live),Emi BuendÃ­a,RW,Blocked,20.0,Right Foot,Volley,56
7948,July-4-2020,Brighton,0,Norwich City,Leandro Trossard,"AM,LW",Pass (Live),Dan Burn,"LB,CB",Pass (Live),Davy PrÃ¶pper,"DM,CM",Blocked,19.0,Left Foot,,60
7949,July-4-2020,Norwich City,1,Brighton,,nan,,,nan,,Josip DrmiÄ,FW,Saved,21.0,Right Foot,,66
7950,July-4-2020,Brighton,0,Norwich City,Neal Maupay,FW,Pass (Live),Neal Maupay,FW,Dribble,Yves Bissouma,"DM,CM",Saved,30.0,Right Foot,,69
7951,July-4-2020,Brighton,0,Norwich City,Pascal GroÃ,"RW,FW",Pass (Live),,nan,,Bernardo,"WB,AM",Blocked,26.0,Left Foot,,77
7952,July-4-2020,Norwich City,1,Brighton,Ben Godfrey,CB,Pass (Live),Timm Klose,CB,Pass (Live),Emi BuendÃ­a,RW,Blocked,32.0,Left Foot,,90+2
7953,July-4-2020,Norwich City,1,Brighton,Max Aarons,RB,Pass (Live),Jamal Lewis,LB,Pass (Live),Teemu Pukki,FW,Blocked,15.0,Right Foot,,90+3
7954,July-4-2020,Norwich City,1,Brighton,Kenny McLean,DM,Pass (Live),,nan,,Adam Idah,AM,Woodwork,12.0,Head,,90+4
7955,July-4-2020,Norwich City,1,Brighton,Ben Godfrey,CB,Pass (Live),Todd Cantwell,LW,Pass (Live),Todd Cantwell,LW,Off Target,14.0,Head,,90+5
7956,July-4-2020,Manchester Utd,1,Bournemouth,Marcus Rashford,LW,Pass (Live),Harry Maguire,CB,Pass (Live),Bruno Fernandes,AM,Off Target,19.0,Right Foot,Lob,10
7957,July-4-2020,Bournemouth,0,Manchester Utd,,nan,,,nan,,Junior Stanislas,CM,Blocked,16.0,Left Foot,,15
7958,July-4-2020,Bournemouth,0,Manchester Utd,Junior Stanislas,CM,Dribble,Junior Stanislas,CM,Shot,Junior Stanislas,CM,Goal,6.0,Right Foot,,15
7959,July-4-2020,Manchester Utd,1,Bournemouth,Paul Pogba,DM,Fouled,Aaron Wan-Bissaka,RB,Pass (Live),Marcus Rashford,LW,Saved,28.0,Right Foot,Free kick,19
7960,July-4-2020,Manchester Utd,1,Bournemouth,Bruno Fernandes,AM,Pass (Dead),Marcus Rashford,LW,Shot,Victor LindelÃ¶f,CB,Off Target,11.0,Head,,19
7961,July-4-2020,Manchester Utd,1,Bournemouth,,nan,,,nan,,Luke Shaw,LB,Blocked,22.0,Left Foot,,21
7962,July-4-2020,Bournemouth,0,Manchester Utd,,nan,,,nan,,Junior Stanislas,CM,Off Target,28.0,Right Foot,Half volley,23
7963,July-4-2020,Manchester Utd,1,Bournemouth,Bruno Fernandes,AM,Pass (Live),Marcus Rashford,LW,Pass (Live),Mason Greenwood,RW,Goal,16.0,Left Foot,,29
7964,July-4-2020,Bournemouth,0,Manchester Utd,Lewis Cook,DM,Pass (Live),Dominic Solanke,FW,Pass (Live),Junior Stanislas,CM,Blocked,16.0,Right Foot,,31
7965,July-4-2020,Manchester Utd,1,Bournemouth,Paul Pogba,DM,Pass (Live),Bruno Fernandes,AM,Pass (Live),Marcus Rashford,LW,Blocked,26.0,Right Foot,,32
7966,July-4-2020,Manchester Utd,1,Bournemouth,,nan,,,nan,,Marcus Rashford,LW,Goal,12.0,Right Foot,,35
7967,July-4-2020,Manchester Utd,1,Bournemouth,Bruno Fernandes,AM,Pass (Live),Nemanja MatiÄ,DM,Pass (Live),Anthony Martial,FW,Goal,23.0,Right Foot,,45+2
7968,July-4-2020,Bournemouth,0,Manchester Utd,Joshua King,FW,Pass (Live),,nan,,Lewis Cook,DM,Saved,21.0,Right Foot,,46
7969,July-4-2020,Bournemouth,0,Manchester Utd,Lewis Cook,DM,Shot,,nan,,Arnaut Groeneveld,CM,Woodwork,5.0,Right Foot,,46
7970,July-4-2020,Bournemouth,0,Manchester Utd,,nan,,,nan,,Joshua King,FW,Goal,12.0,Right Foot,,49
7971,July-4-2020,Manchester Utd,1,Bournemouth,Nemanja MatiÄ,DM,Pass (Live),,nan,,Mason Greenwood,RW,Goal,17.0,Right Foot,,54
7972,July-4-2020,Manchester Utd,1,Bournemouth,Marcus Rashford,LW,Pass (Live),Nemanja MatiÄ,DM,Pass (Live),Paul Pogba,DM,Blocked,26.0,Left Foot,,57
7973,July-4-2020,Manchester Utd,1,Bournemouth,Anthony Martial,FW,Fouled,Mason Greenwood,RW,Pass (Live),Bruno Fernandes,AM,Goal,20.0,Right Foot,Free kick,59
7974,July-4-2020,Manchester Utd,1,Bournemouth,Luke Shaw,LB,Pass (Live),Marcus Rashford,LW,Pass (Live),Anthony Martial,FW,Blocked,21.0,Left Foot,,73
7975,July-4-2020,Manchester Utd,1,Bournemouth,Paul Pogba,DM,Pass (Live),Fred,DM,Pass (Live),Anthony Martial,FW,Blocked,11.0,Right Foot,,79
7976,July-4-2020,Manchester Utd,1,Bournemouth,Paul Pogba,DM,Pass (Live),Juan Mata,FW,Pass (Live),Luke Shaw,LB,Saved,4.0,Left Foot,Half volley,83
7977,July-4-2020,Manchester Utd,1,Bournemouth,Bruno Fernandes,AM,Pass (Live),Fred,DM,Pass (Live),Odion Ighalo,LW,Off Target,16.0,Right Foot,,84
7978,July-4-2020,Manchester Utd,1,Bournemouth,Daniel James,RW,Fouled,Paul Pogba,DM,Pass (Live),Paul Pogba,DM,Saved,27.0,Right Foot,Free kick,90+2
7979,July-4-2020,Manchester Utd,1,Bournemouth,Fred,DM,Pass (Live),Aaron Wan-Bissaka,RB,Pass (Live),Bruno Fernandes,AM,Saved,27.0,Right Foot,,90+2
7980,July-4-2020,Manchester Utd,1,Bournemouth,Fred,DM,Dribble,Bruno Fernandes,AM,Pass (Live),Fred,DM,Saved,20.0,Left Foot,,90+5
7981,July-4-2020,Leicester City,1,Crystal Palace,Marc Albrighton,WB,Pass (Live),ÃaÄlar SÃ¶yÃ¼ncÃ¼,CB,Pass (Live),Kelechi Iheanacho,FW,Off Target,9.0,Head,,8
7982,July-4-2020,Leicester City,1,Crystal Palace,Wilfred Ndidi,DM,Pass (Live),Kelechi Iheanacho,FW,Pass (Live),Youri Tielemans,"DM,CM",Blocked,27.0,Right Foot,,11
7983,July-4-2020,Leicester City,1,Crystal Palace,Youri Tielemans,"DM,CM",Pass (Live),Ben Chilwell,WB,Pass (Live),James Justin,"WB,CB",Woodwork,21.0,Right Foot,,14
7984,July-4-2020,Leicester City,1,Crystal Palace,Ayoze PÃ©rez,AM,Pass (Live),,nan,,James Justin,"WB,CB",Off Target,31.0,Right Foot,,14
7985,July-4-2020,Leicester City,1,Crystal Palace,Marc Albrighton,WB,Pass (Dead),,nan,,Wilfred Ndidi,DM,Blocked,6.0,Head,,17
7986,July-4-2020,Leicester City,1,Crystal Palace,Jonny Evans,CB,Pass (Live),,nan,,Ayoze PÃ©rez,AM,Blocked,12.0,Right Foot,,17
7987,July-4-2020,Leicester City,1,Crystal Palace,Kelechi Iheanacho,FW,Dribble,Kelechi Iheanacho,FW,Dribble,Kelechi Iheanacho,FW,Blocked,22.0,Right Foot,,19
7988,July-4-2020,Crystal Palace,0,Leicester City,Patrick van Aanholt,LB,Fouled,Wilfried Zaha,CM,Pass (Live),Luka MilivojeviÄ,DM,Off Target,28.0,Right Foot,Free kick,32
7989,July-4-2020,Crystal Palace,0,Leicester City,Wilfried Zaha,CM,Pass (Live),Patrick van Aanholt,LB,Pass (Dead),Christian Benteke,FW,Wayward,13.0,Head,,38
7990,July-4-2020,Leicester City,1,Crystal Palace,Marc Albrighton,WB,Pass (Live),Youri Tielemans,"DM,CM",Pass (Live),Jamie Vardy,FW,Off Target,14.0,Head,,48
7991,July-4-2020,Leicester City,1,Crystal Palace,Youri Tielemans,"DM,CM",Pass (Live),Ayoze PÃ©rez,AM,Pass (Live),Kelechi Iheanacho,FW,Goal,5.0,Right Foot,Half volley,49
