,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
1890,Jonny Evans,6.0,nir NIR,CB,90.0,79.0,85.0,92.9,1970.0,537.0,0.0,0.0,,44.0,44.0,100.0,35.0,41.0,85.4,1,0.1,1.0,9.0,0.0,0.0,6.0,September-29-2019,Leicester City,Newcastle Utd
1891,Ricardo Pereira,21.0,pt POR,RB,90.0,93.0,112.0,83.0,1612.0,515.0,0.0,1.0,0.0,77.0,89.0,86.5,16.0,22.0,72.7,0,0.0,1.0,7.0,4.0,1.0,15.0,September-29-2019,Leicester City,Newcastle Utd
1892,Kasper Schmeichel,1.0,dk DEN,GK,90.0,20.0,22.0,90.9,447.0,221.0,0.0,0.0,,14.0,14.0,100.0,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,September-29-2019,Leicester City,Newcastle Utd
1893,Joelinton,9.0,br BRA,FW,62.0,16.0,21.0,76.2,203.0,38.0,0.0,2.0,0.0,16.0,19.0,84.2,0.0,0.0,,0,0.0,0.0,3.0,0.0,0.0,1.0,September-29-2019,Newcastle Utd,Leicester City
1894,Andy Carroll,7.0,eng ENG,FW,28.0,7.0,8.0,87.5,117.0,18.0,0.0,0.0,,5.0,6.0,83.3,2.0,2.0,100.0,0,0.0,0.0,0.0,1.0,0.0,1.0,September-29-2019,Newcastle Utd,Leicester City
1895,Christian Atsu,30.0,gh GHA,"LW,CM",90.0,20.0,23.0,87.0,311.0,75.0,0.0,0.0,,17.0,20.0,85.0,3.0,3.0,100.0,0,0.0,0.0,0.0,1.0,1.0,1.0,September-29-2019,Newcastle Utd,Leicester City
1896,Miguel AlmirÃ³n,24.0,py PAR,"RW,CM",73.0,17.0,24.0,70.8,233.0,83.0,0.0,1.0,0.0,16.0,20.0,80.0,1.0,3.0,33.3,0,0.0,1.0,0.0,1.0,0.0,2.0,September-29-2019,Newcastle Utd,Leicester City
1897,DeAndre Yedlin,22.0,us USA,CM,17.0,2.0,3.0,66.7,40.0,25.0,0.0,0.0,,1.0,2.0,50.0,1.0,1.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,September-29-2019,Newcastle Utd,Leicester City
1898,Yoshinori MutÅ,13.0,jp JPN,AM,44.0,4.0,5.0,80.0,114.0,65.0,0.0,0.0,,1.0,1.0,100.0,3.0,4.0,75.0,0,0.0,0.0,1.0,0.0,0.0,2.0,September-29-2019,Newcastle Utd,Leicester City
1899,Ki Sung-yueng,4.0,kr KOR,DM,46.0,20.0,24.0,83.3,392.0,39.0,1.0,1.0,100.0,13.0,17.0,76.5,6.0,6.0,100.0,0,0.0,0.0,1.0,0.0,0.0,0.0,September-29-2019,Newcastle Utd,Leicester City
1900,Sean Longstaff,36.0,eng ENG,"DM,CM",90.0,31.0,44.0,70.5,601.0,117.0,1.0,4.0,25.0,23.0,26.0,88.5,7.0,14.0,50.0,0,0.0,1.0,5.0,0.0,0.0,3.0,September-29-2019,Newcastle Utd,Leicester City
1901,Isaac Hayden,14.0,eng ENG,"AM,CM",42.0,17.0,18.0,94.4,337.0,101.0,0.0,0.0,,12.0,12.0,100.0,5.0,6.0,83.3,0,0.0,0.0,2.0,0.0,0.0,2.0,September-29-2019,Newcastle Utd,Leicester City
1902,Paul Dummett,3.0,wal WAL,LB,90.0,28.0,40.0,70.0,503.0,320.0,1.0,2.0,50.0,22.0,29.0,75.9,5.0,9.0,55.6,0,0.0,0.0,3.0,1.0,1.0,4.0,September-29-2019,Newcastle Utd,Leicester City
1903,Fabian SchÃ¤r,5.0,ch SUI,CB,90.0,24.0,34.0,70.6,527.0,293.0,0.0,0.0,,16.0,19.0,84.2,8.0,15.0,53.3,0,0.0,0.0,2.0,0.0,0.0,1.0,September-29-2019,Newcastle Utd,Leicester City
1904,Jamaal Lascelles,6.0,eng ENG,CB,90.0,28.0,28.0,100.0,591.0,181.0,1.0,1.0,100.0,19.0,19.0,100.0,8.0,8.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0,September-29-2019,Newcastle Utd,Leicester City
1905,Emil Krafth,17.0,se SWE,RB,90.0,34.0,47.0,72.3,546.0,334.0,1.0,4.0,25.0,27.0,33.0,81.8,6.0,10.0,60.0,0,0.0,0.0,1.0,1.0,0.0,4.0,September-29-2019,Newcastle Utd,Leicester City
1906,Martin DÃºbravka,1.0,sk SVK,GK,90.0,17.0,24.0,70.8,745.0,507.0,0.0,0.0,,4.0,4.0,100.0,13.0,20.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0,September-29-2019,Newcastle Utd,Leicester City
1907,Marcus Rashford,10.0,eng ENG,FW,90.0,16.0,23.0,69.6,252.0,34.0,0.0,1.0,0.0,15.0,21.0,71.4,1.0,1.0,100.0,1,0.1,2.0,1.0,0.0,0.0,1.0,September-30-2019,Manchester Utd,Arsenal
1908,Daniel James,21.0,wal WAL,LW,90.0,20.0,27.0,74.1,339.0,76.0,0.0,4.0,0.0,18.0,20.0,90.0,2.0,3.0,66.7,0,0.0,0.0,0.0,1.0,0.0,3.0,September-30-2019,Manchester Utd,Arsenal
1909,Andreas Pereira,15.0,br BRA,RW,73.0,14.0,23.0,60.9,168.0,82.0,1.0,2.0,50.0,12.0,17.0,70.6,1.0,4.0,25.0,0,0.1,2.0,3.0,0.0,0.0,3.0,September-30-2019,Manchester Utd,Arsenal
1910,Mason Greenwood,26.0,eng ENG,RW,17.0,5.0,6.0,83.3,75.0,10.0,0.0,0.0,,5.0,6.0,83.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,September-30-2019,Manchester Utd,Arsenal
1911,Jesse Lingard,14.0,eng ENG,AM,73.0,19.0,20.0,95.0,252.0,46.0,0.0,1.0,0.0,19.0,19.0,100.0,0.0,0.0,,0,0.0,1.0,3.0,0.0,0.0,1.0,September-30-2019,Manchester Utd,Arsenal
1912,Fred,17.0,br BRA,"DM,AM",17.0,12.0,12.0,100.0,224.0,37.0,0.0,0.0,,10.0,10.0,100.0,2.0,2.0,100.0,0,0.0,1.0,1.0,0.0,0.0,2.0,September-30-2019,Manchester Utd,Arsenal
1913,Paul Pogba,6.0,fr FRA,"CM,AM",90.0,48.0,61.0,78.7,1041.0,262.0,0.0,0.0,,34.0,41.0,82.9,14.0,20.0,70.0,0,0.2,2.0,7.0,0.0,0.0,5.0,September-30-2019,Manchester Utd,Arsenal
1914,Scott McTominay,39.0,sco SCO,"CM,DM",90.0,25.0,33.0,75.8,531.0,92.0,0.0,2.0,0.0,19.0,23.0,82.6,6.0,8.0,75.0,0,0.0,1.0,0.0,0.0,0.0,1.0,September-30-2019,Manchester Utd,Arsenal
1915,Axel Tuanzebe,38.0,eng ENG,LB,90.0,52.0,59.0,88.1,775.0,231.0,1.0,2.0,50.0,49.0,54.0,90.7,2.0,3.0,66.7,0,0.0,0.0,3.0,0.0,0.0,2.0,September-30-2019,Manchester Utd,Arsenal
1916,Harry Maguire,5.0,eng ENG,CB,90.0,54.0,63.0,85.7,1243.0,377.0,0.0,1.0,0.0,36.0,40.0,90.0,18.0,22.0,81.8,0,0.0,0.0,3.0,0.0,0.0,4.0,September-30-2019,Manchester Utd,Arsenal
1917,Victor LindelÃ¶f,2.0,se SWE,CB,90.0,48.0,57.0,84.2,1184.0,358.0,1.0,2.0,50.0,24.0,27.0,88.9,23.0,28.0,82.1,0,0.0,0.0,2.0,0.0,0.0,5.0,September-30-2019,Manchester Utd,Arsenal
1918,Ashley Young,18.0,eng ENG,RB,90.0,48.0,71.0,67.6,1035.0,420.0,1.0,3.0,33.3,34.0,42.0,81.0,13.0,26.0,50.0,0,0.3,2.0,3.0,1.0,0.0,13.0,September-30-2019,Manchester Utd,Arsenal
1919,David de Gea,1.0,es ESP,GK,90.0,21.0,28.0,75.0,594.0,361.0,0.0,0.0,,14.0,15.0,93.3,7.0,13.0,53.8,0,0.0,0.0,1.0,0.0,0.0,0.0,September-30-2019,Manchester Utd,Arsenal
1920,Pierre-Emerick Aubameyang,14.0,ga GAB,FW,90.0,13.0,22.0,59.1,291.0,66.0,0.0,2.0,0.0,9.0,14.0,64.3,4.0,6.0,66.7,0,0.0,1.0,2.0,1.0,1.0,4.0,September-30-2019,Arsenal,Manchester Utd
1921,Bukayo Saka,77.0,eng ENG,LW,79.0,22.0,26.0,84.6,269.0,48.0,1.0,3.0,33.3,20.0,20.0,100.0,1.0,3.0,33.3,1,0.5,2.0,0.0,3.0,0.0,3.0,September-30-2019,Arsenal,Manchester Utd
1922,Joe Willock,28.0,eng ENG,LW,11.0,4.0,5.0,80.0,34.0,0.0,0.0,0.0,,4.0,5.0,80.0,0.0,0.0,,0,0.2,2.0,0.0,0.0,0.0,0.0,September-30-2019,Arsenal,Manchester Utd
1923,Nicolas PÃ©pÃ©,19.0,ci CIV,RW,73.0,18.0,27.0,66.7,241.0,74.0,0.0,0.0,,17.0,20.0,85.0,1.0,7.0,14.3,0,0.2,1.0,0.0,0.0,0.0,0.0,September-30-2019,Arsenal,Manchester Utd
1924,Reiss Nelson,24.0,eng ENG,RW,17.0,5.0,7.0,71.4,88.0,37.0,0.0,0.0,,4.0,5.0,80.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,September-30-2019,Arsenal,Manchester Utd
1925,MattÃ©o Guendouzi,29.0,fr FRA,CM,90.0,39.0,44.0,88.6,812.0,221.0,1.0,2.0,50.0,24.0,27.0,88.9,14.0,15.0,93.3,0,0.0,0.0,6.0,1.0,0.0,5.0,September-30-2019,Arsenal,Manchester Utd
1926,Lucas Torreira,11.0,uy URU,CM,54.0,11.0,13.0,84.6,158.0,9.0,0.0,0.0,,10.0,11.0,90.9,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,September-30-2019,Arsenal,Manchester Utd
1927,Dani Ceballos,8.0,es ESP,CM,36.0,13.0,19.0,68.4,258.0,60.0,0.0,1.0,0.0,10.0,12.0,83.3,3.0,6.0,50.0,0,0.0,0.0,2.0,0.0,0.0,1.0,September-30-2019,Arsenal,Manchester Utd
1928,Granit Xhaka,34.0,ch SUI,DM,90.0,31.0,39.0,79.5,812.0,162.0,0.0,0.0,,17.0,20.0,85.0,14.0,19.0,73.7,0,0.0,0.0,3.0,0.0,0.0,2.0,September-30-2019,Arsenal,Manchester Utd
1929,Sead KolaÅ¡inac,31.0,ba BIH,LB,90.0,43.0,52.0,82.7,693.0,321.0,1.0,2.0,50.0,38.0,40.0,95.0,4.0,10.0,40.0,0,0.0,0.0,2.0,0.0,0.0,2.0,September-30-2019,Arsenal,Manchester Utd
1930,David Luiz,23.0,br BRA,CB,90.0,28.0,35.0,80.0,804.0,228.0,2.0,3.0,66.7,15.0,16.0,93.8,11.0,16.0,68.8,0,0.0,0.0,2.0,0.0,0.0,2.0,September-30-2019,Arsenal,Manchester Utd
1931,Sokratis Papastathopoulos,5.0,gr GRE,CB,90.0,19.0,22.0,86.4,392.0,108.0,0.0,0.0,,13.0,13.0,100.0,6.0,9.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,September-30-2019,Arsenal,Manchester Utd
1932,Calum Chambers,21.0,eng ENG,RB,90.0,32.0,51.0,62.7,525.0,295.0,0.0,4.0,0.0,31.0,41.0,75.6,1.0,6.0,16.7,0,0.3,1.0,1.0,0.0,0.0,7.0,September-30-2019,Arsenal,Manchester Utd
1933,Bernd Leno,1.0,de GER,GK,90.0,20.0,35.0,57.1,855.0,542.0,0.0,0.0,,5.0,5.0,100.0,15.0,30.0,50.0,0,0.0,0.0,1.0,0.0,0.0,0.0,September-30-2019,Arsenal,Manchester Utd
1934,Aaron Connolly,44.0,ie IRL,FW,79.0,10.0,14.0,71.4,115.0,9.0,1.0,2.0,50.0,9.0,11.0,81.8,0.0,1.0,0.0,0,0.1,2.0,0.0,0.0,0.0,0.0,October-5-2019,Brighton,Tottenham
1935,Yves Bissouma,8.0,ml MLI,"CM,FW",11.0,8.0,8.0,100.0,95.0,23.0,0.0,0.0,,8.0,8.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Brighton,Tottenham
1936,Neal Maupay,7.0,fr FRA,FW,90.0,29.0,33.0,87.9,478.0,59.0,2.0,2.0,100.0,22.0,25.0,88.0,5.0,6.0,83.3,0,0.2,3.0,3.0,1.0,0.0,2.0,October-5-2019,Brighton,Tottenham
1937,Aaron Mooy,18.0,au AUS,CM,90.0,43.0,63.0,68.3,713.0,201.0,1.0,5.0,20.0,35.0,43.0,81.4,7.0,15.0,46.7,0,0.0,1.0,5.0,0.0,0.0,5.0,October-5-2019,Brighton,Tottenham
1938,Pascal GroÃ,13.0,de GER,"CM,FW",90.0,49.0,60.0,81.7,992.0,415.0,1.0,3.0,33.3,35.0,38.0,92.1,13.0,19.0,68.4,0,0.2,3.0,6.0,5.0,3.0,15.0,October-5-2019,Brighton,Tottenham
1939,Dale Stephens,6.0,eng ENG,DM,89.0,55.0,60.0,91.7,1158.0,277.0,1.0,2.0,50.0,39.0,43.0,90.7,15.0,15.0,100.0,0,0.0,0.0,6.0,1.0,1.0,8.0,October-5-2019,Brighton,Tottenham
1940,Glenn Murray,17.0,eng ENG,"FW,DM",1.0,1.0,1.0,100.0,33.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Brighton,Tottenham
1941,Steven Alzate,46.0,co COL,"DM,WB",87.0,38.0,41.0,92.7,564.0,127.0,1.0,1.0,100.0,34.0,37.0,91.9,3.0,3.0,100.0,0,0.0,0.0,1.0,0.0,0.0,4.0,October-5-2019,Brighton,Tottenham
1942,GaÃ«tan Bong,3.0,cm CMR,WB,3.0,3.0,4.0,75.0,44.0,12.0,0.0,0.0,,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Brighton,Tottenham
1943,Dan Burn,33.0,eng ENG,"LB,CB",90.0,38.0,51.0,74.5,619.0,279.0,0.0,5.0,0.0,32.0,34.0,94.1,6.0,12.0,50.0,0,0.1,2.0,4.0,2.0,1.0,6.0,October-5-2019,Brighton,Tottenham
1944,Lewis Dunk,5.0,eng ENG,CB,90.0,37.0,40.0,92.5,981.0,484.0,0.0,0.0,,26.0,27.0,96.3,11.0,13.0,84.6,1,0.0,1.0,7.0,0.0,0.0,3.0,October-5-2019,Brighton,Tottenham
1945,Adam Webster,15.0,eng ENG,CB,90.0,43.0,52.0,82.7,927.0,291.0,1.0,1.0,100.0,27.0,31.0,87.1,15.0,20.0,75.0,0,0.1,1.0,1.0,1.0,0.0,3.0,October-5-2019,Brighton,Tottenham
1946,MartÃ­n Montoya,22.0,es ESP,"RB,WB",90.0,46.0,56.0,82.1,726.0,257.0,1.0,1.0,100.0,40.0,45.0,88.9,5.0,10.0,50.0,0,0.0,0.0,3.0,3.0,0.0,9.0,October-5-2019,Brighton,Tottenham
1947,Mathew Ryan,1.0,au AUS,GK,90.0,33.0,43.0,76.7,1126.0,652.0,0.0,0.0,,11.0,11.0,100.0,22.0,32.0,68.8,0,0.0,0.0,1.0,0.0,0.0,0.0,October-5-2019,Brighton,Tottenham
1948,Harry Kane,10.0,eng ENG,FW,90.0,15.0,20.0,75.0,337.0,12.0,0.0,1.0,0.0,10.0,12.0,83.3,5.0,7.0,71.4,0,0.1,2.0,2.0,0.0,0.0,0.0,October-5-2019,Tottenham,Brighton
1949,Son Heung-min,7.0,kr KOR,"LW,AM,RW",72.0,15.0,20.0,75.0,256.0,32.0,1.0,2.0,50.0,10.0,14.0,71.4,4.0,4.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0,October-5-2019,Tottenham,Brighton
1950,Lucas Moura,27.0,br BRA,AM,18.0,8.0,9.0,88.9,129.0,24.0,0.0,0.0,,7.0,8.0,87.5,1.0,1.0,100.0,0,0.0,1.0,1.0,0.0,0.0,1.0,October-5-2019,Tottenham,Brighton
1951,Ãrik Lamela,11.0,ar ARG,"AM,RW,LW",90.0,36.0,45.0,80.0,522.0,63.0,3.0,4.0,75.0,30.0,34.0,88.2,3.0,7.0,42.9,0,0.5,2.0,1.0,2.0,0.0,2.0,October-5-2019,Tottenham,Brighton
1952,Christian Eriksen,23.0,dk DEN,"AM,DM",90.0,46.0,63.0,73.0,821.0,118.0,0.0,0.0,,37.0,48.0,77.1,9.0,15.0,60.0,0,0.0,0.0,2.0,0.0,0.0,3.0,October-5-2019,Tottenham,Brighton
1953,Eric Dier,15.0,eng ENG,"DM,CB",90.0,39.0,49.0,79.6,870.0,160.0,0.0,1.0,0.0,24.0,26.0,92.3,15.0,22.0,68.2,0,0.0,1.0,3.0,0.0,0.0,0.0,October-5-2019,Tottenham,Brighton
1954,Tanguy Ndombele,28.0,fr FRA,DM,45.0,16.0,19.0,84.2,290.0,134.0,0.0,2.0,0.0,14.0,14.0,100.0,2.0,3.0,66.7,0,0.0,0.0,1.0,0.0,0.0,1.0,October-5-2019,Tottenham,Brighton
1955,Harry Winks,8.0,eng ENG,DM,45.0,35.0,40.0,87.5,648.0,138.0,0.0,0.0,,27.0,29.0,93.1,8.0,11.0,72.7,0,0.0,0.0,3.0,0.0,0.0,2.0,October-5-2019,Tottenham,Brighton
1956,Ben Davies,33.0,wal WAL,"LB,WB",90.0,51.0,68.0,75.0,822.0,253.0,2.0,2.0,100.0,46.0,57.0,80.7,3.0,9.0,33.3,0,0.0,0.0,5.0,1.0,0.0,2.0,October-5-2019,Tottenham,Brighton
1957,Jan Vertonghen,5.0,be BEL,CB,90.0,62.0,68.0,91.2,1368.0,496.0,0.0,2.0,0.0,45.0,48.0,93.8,17.0,18.0,94.4,0,0.0,0.0,3.0,0.0,0.0,3.0,October-5-2019,Tottenham,Brighton
1958,Toby Alderweireld,4.0,be BEL,CB,90.0,60.0,74.0,81.1,1352.0,364.0,1.0,2.0,50.0,37.0,41.0,90.2,22.0,31.0,71.0,0,0.0,0.0,6.0,0.0,0.0,2.0,October-5-2019,Tottenham,Brighton
1959,Moussa Sissoko,17.0,fr FRA,"RB,WB",90.0,56.0,67.0,83.6,977.0,287.0,0.0,0.0,,47.0,54.0,87.0,9.0,13.0,69.2,0,0.0,0.0,1.0,1.0,0.0,3.0,October-5-2019,Tottenham,Brighton
1960,Hugo Lloris,1.0,fr FRA,GK,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Tottenham,Brighton
1961,Paulo Gazzaniga,22.0,ar ARG,GK,83.0,31.0,35.0,88.6,636.0,187.0,0.0,0.0,,24.0,24.0,100.0,7.0,11.0,63.6,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Tottenham,Brighton
1962,Mohamed Salah,11.0,eg EGY,FW,89.0,21.0,29.0,72.4,288.0,58.0,1.0,1.0,100.0,18.0,24.0,75.0,2.0,4.0,50.0,0,0.2,3.0,3.0,1.0,0.0,4.0,October-5-2019,Liverpool,Leicester City
1963,Adam Lallana,20.0,eng ENG,RW,1.0,1.0,1.0,100.0,13.0,7.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Liverpool,Leicester City
1964,Roberto Firmino,9.0,br BRA,LW,77.0,24.0,32.0,75.0,325.0,69.0,0.0,3.0,0.0,23.0,27.0,85.2,1.0,2.0,50.0,0,0.3,2.0,0.0,1.0,0.0,2.0,October-5-2019,Liverpool,Leicester City
1965,Divock Origi,27.0,be BEL,LW,13.0,2.0,3.0,66.7,98.0,18.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Liverpool,Leicester City
1966,Sadio ManÃ©,10.0,sn SEN,RW,90.0,33.0,39.0,84.6,519.0,142.0,1.0,1.0,100.0,27.0,30.0,90.0,5.0,8.0,62.5,0,0.1,1.0,1.0,1.0,0.0,3.0,October-5-2019,Liverpool,Leicester City
1967,James Milner,7.0,eng ENG,CM,90.0,49.0,56.0,87.5,1128.0,360.0,0.0,0.0,,36.0,39.0,92.3,13.0,17.0,76.5,1,0.4,2.0,10.0,0.0,0.0,10.0,October-5-2019,Liverpool,Leicester City
1968,Georginio Wijnaldum,5.0,nl NED,CM,77.0,25.0,29.0,86.2,427.0,61.0,0.0,0.0,,22.0,25.0,88.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,0.0,1.0,October-5-2019,Liverpool,Leicester City
1969,Jordan Henderson,14.0,eng ENG,CM,13.0,6.0,7.0,85.7,136.0,30.0,0.0,0.0,,4.0,4.0,100.0,2.0,3.0,66.7,0,0.0,0.0,1.0,0.0,0.0,1.0,October-5-2019,Liverpool,Leicester City
1970,Fabinho,3.0,br BRA,DM,90.0,55.0,66.0,83.3,1098.0,224.0,1.0,2.0,50.0,41.0,45.0,91.1,13.0,19.0,68.4,0,0.0,0.0,3.0,1.0,0.0,6.0,October-5-2019,Liverpool,Leicester City
1971,Andrew Robertson,26.0,sco SCO,LB,90.0,54.0,70.0,77.1,1086.0,351.0,0.0,2.0,0.0,43.0,49.0,87.8,11.0,19.0,57.9,0,0.1,1.0,6.0,1.0,1.0,9.0,October-5-2019,Liverpool,Leicester City
1972,Virgil van Dijk,4.0,nl NED,CB,90.0,43.0,51.0,84.3,1030.0,325.0,2.0,2.0,100.0,24.0,27.0,88.9,17.0,22.0,77.3,0,0.0,0.0,4.0,0.0,0.0,3.0,October-5-2019,Liverpool,Leicester City
1973,Dejan Lovren,6.0,hr CRO,CB,90.0,37.0,40.0,92.5,850.0,422.0,0.0,0.0,,23.0,23.0,100.0,14.0,17.0,82.4,0,0.0,0.0,1.0,1.0,0.0,0.0,October-5-2019,Liverpool,Leicester City
1974,Trent Alexander-Arnold,66.0,eng ENG,RB,90.0,51.0,91.0,56.0,1179.0,644.0,1.0,7.0,14.3,32.0,45.0,71.1,18.0,39.0,46.2,0,1.0,6.0,7.0,4.0,3.0,13.0,October-5-2019,Liverpool,Leicester City
1975,AdriÃ¡n,13.0,es ESP,GK,90.0,20.0,28.0,71.4,744.0,489.0,1.0,1.0,100.0,6.0,6.0,100.0,13.0,21.0,61.9,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Liverpool,Leicester City
1976,Jamie Vardy,9.0,eng ENG,FW,90.0,9.0,13.0,69.2,111.0,27.0,1.0,1.0,100.0,7.0,10.0,70.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,October-5-2019,Leicester City,Liverpool
1977,James Maddison,10.0,eng ENG,CM,85.0,24.0,36.0,66.7,333.0,69.0,2.0,2.0,100.0,18.0,23.0,78.3,4.0,11.0,36.4,0,0.0,0.0,0.0,1.0,0.0,2.0,October-5-2019,Leicester City,Liverpool
1978,Hamza Choudhury,20.0,eng ENG,CM,5.0,4.0,4.0,100.0,47.0,12.0,0.0,0.0,,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Leicester City,Liverpool
1979,Youri Tielemans,8.0,be BEL,CM,90.0,37.0,49.0,75.5,686.0,124.0,1.0,2.0,50.0,28.0,35.0,80.0,8.0,12.0,66.7,0,0.0,0.0,3.0,1.0,0.0,3.0,October-5-2019,Leicester City,Liverpool
1980,Dennis Praet,26.0,be BEL,CM,72.0,24.0,29.0,82.8,367.0,65.0,0.0,2.0,0.0,20.0,21.0,95.2,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Leicester City,Liverpool
1981,Ayoze PÃ©rez,17.0,es ESP,CM,18.0,2.0,3.0,66.7,66.0,43.0,0.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,1,0.2,1.0,1.0,1.0,0.0,1.0,October-5-2019,Leicester City,Liverpool
1982,Harvey Barnes,15.0,eng ENG,CM,45.0,6.0,10.0,60.0,73.0,22.0,1.0,2.0,50.0,5.0,6.0,83.3,0.0,2.0,0.0,0,0.0,0.0,1.0,1.0,0.0,2.0,October-5-2019,Leicester City,Liverpool
1983,Marc Albrighton,11.0,eng ENG,CM,45.0,20.0,31.0,64.5,429.0,179.0,0.0,3.0,0.0,13.0,18.0,72.2,7.0,10.0,70.0,0,0.0,0.0,3.0,1.0,0.0,5.0,October-5-2019,Leicester City,Liverpool
1984,Wilfred Ndidi,25.0,ng NGA,DM,90.0,44.0,50.0,88.0,781.0,211.0,0.0,0.0,,35.0,39.0,89.7,9.0,11.0,81.8,0,0.0,0.0,5.0,0.0,0.0,2.0,October-5-2019,Leicester City,Liverpool
1985,Ben Chilwell,3.0,eng ENG,LB,90.0,47.0,77.0,61.0,746.0,387.0,2.0,10.0,20.0,40.0,49.0,81.6,5.0,18.0,27.8,0,0.0,0.0,6.0,0.0,0.0,6.0,October-5-2019,Leicester City,Liverpool
1986,ÃaÄlar SÃ¶yÃ¼ncÃ¼,4.0,tr TUR,CB,90.0,39.0,47.0,83.0,752.0,184.0,0.0,2.0,0.0,32.0,34.0,94.1,7.0,11.0,63.6,0,0.0,0.0,1.0,0.0,0.0,2.0,October-5-2019,Leicester City,Liverpool
1987,Jonny Evans,6.0,nir NIR,CB,90.0,42.0,50.0,84.0,975.0,296.0,0.0,0.0,,25.0,27.0,92.6,17.0,23.0,73.9,0,0.0,0.0,0.0,0.0,0.0,4.0,October-5-2019,Leicester City,Liverpool
1988,Ricardo Pereira,21.0,pt POR,RB,90.0,37.0,49.0,75.5,666.0,291.0,0.0,1.0,0.0,31.0,36.0,86.1,6.0,12.0,50.0,0,0.0,0.0,5.0,0.0,0.0,6.0,October-5-2019,Leicester City,Liverpool
1989,Kasper Schmeichel,1.0,dk DEN,GK,90.0,29.0,40.0,72.5,1030.0,605.0,0.0,0.0,,12.0,12.0,100.0,17.0,28.0,60.7,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Leicester City,Liverpool
1990,Teemu Pukki,22.0,fi FIN,FW,83.0,11.0,13.0,84.6,98.0,6.0,2.0,3.0,66.7,9.0,10.0,90.0,0.0,0.0,,0,0.4,3.0,0.0,1.0,0.0,1.0,October-5-2019,Norwich City,Aston Villa
1991,Josip DrmiÄ,20.0,ch SUI,FW,7.0,1.0,1.0,100.0,5.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,October-5-2019,Norwich City,Aston Villa
1992,Todd Cantwell,14.0,eng ENG,LW,79.0,31.0,41.0,75.6,457.0,203.0,1.0,2.0,50.0,27.0,34.0,79.4,3.0,5.0,60.0,0,0.1,2.0,4.0,5.0,1.0,11.0,October-5-2019,Norwich City,Aston Villa
1993,Dennis Srbeny,32.0,de GER,LW,11.0,4.0,6.0,66.7,44.0,14.0,1.0,2.0,50.0,3.0,4.0,75.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,October-5-2019,Norwich City,Aston Villa
1994,Emi BuendÃ­a,17.0,ar ARG,RW,90.0,59.0,83.0,71.1,949.0,294.0,2.0,6.0,33.3,49.0,53.0,92.5,8.0,24.0,33.3,0,0.2,4.0,8.0,5.0,1.0,12.0,October-5-2019,Norwich City,Aston Villa
1995,Marco Stiepermann,18.0,de GER,AM,75.0,12.0,19.0,63.2,192.0,36.0,0.0,1.0,0.0,11.0,16.0,68.8,1.0,2.0,50.0,0,0.0,0.0,1.0,0.0,0.0,1.0,October-5-2019,Norwich City,Aston Villa
