,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
8619,Andros Townsend,10.0,eng ENG,CM,76.0,22.0,32.0,68.8,327.0,119.0,0.0,2.0,0.0,21.0,23.0,91.3,1.0,7.0,14.3,0,0.0,0.0,6.0,2.0,0.0,5.0,June-29-2020,Crystal Palace,Burnley
8620,Max Meyer,7.0,de GER,CM,14.0,10.0,12.0,83.3,149.0,39.0,1.0,1.0,100.0,8.0,10.0,80.0,1.0,1.0,100.0,0,0.1,2.0,1.0,1.0,1.0,1.0,June-29-2020,Crystal Palace,Burnley
8621,Luka MilivojeviÄ,4.0,rs SRB,DM,90.0,61.0,71.0,85.9,1146.0,289.0,3.0,7.0,42.9,45.0,48.0,93.8,13.0,16.0,81.3,0,0.0,0.0,7.0,0.0,0.0,7.0,June-29-2020,Crystal Palace,Burnley
8622,Patrick van Aanholt,3.0,nl NED,LB,90.0,53.0,69.0,76.8,882.0,304.0,1.0,2.0,50.0,45.0,51.0,88.2,7.0,16.0,43.8,0,0.0,0.0,2.0,1.0,1.0,6.0,June-29-2020,Crystal Palace,Burnley
8623,Gary Cahill,24.0,eng ENG,CB,90.0,39.0,48.0,81.3,914.0,196.0,0.0,1.0,0.0,25.0,29.0,86.2,14.0,18.0,77.8,0,0.0,0.0,3.0,0.0,0.0,0.0,June-29-2020,Crystal Palace,Burnley
8624,Scott Dann,6.0,eng ENG,CB,90.0,44.0,51.0,86.3,807.0,355.0,2.0,2.0,100.0,36.0,40.0,90.0,6.0,9.0,66.7,0,0.0,0.0,1.0,0.0,0.0,1.0,June-29-2020,Crystal Palace,Burnley
8625,Joel Ward,2.0,eng ENG,RB,90.0,41.0,54.0,75.9,648.0,227.0,0.0,3.0,0.0,34.0,39.0,87.2,7.0,12.0,58.3,0,0.0,0.0,3.0,1.0,1.0,5.0,June-29-2020,Crystal Palace,Burnley
8626,Vicente Guaita,31.0,es ESP,GK,90.0,14.0,25.0,56.0,362.0,189.0,0.0,0.0,,9.0,9.0,100.0,5.0,16.0,31.3,0,0.0,0.0,0.0,0.0,0.0,0.0,June-29-2020,Crystal Palace,Burnley
8627,MatÄj Vydra,27.0,cz CZE,FW,90.0,9.0,14.0,64.3,103.0,8.0,0.0,2.0,0.0,8.0,11.0,72.7,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,June-29-2020,Burnley,Crystal Palace
8628,Dwight McNeil,11.0,eng ENG,"AM,CM",90.0,26.0,31.0,83.9,558.0,81.0,0.0,1.0,0.0,17.0,19.0,89.5,9.0,11.0,81.8,0,0.0,0.0,4.0,0.0,0.0,2.0,June-29-2020,Burnley,Crystal Palace
8629,Erik Pieters,23.0,nl NED,"CM,LW",90.0,22.0,26.0,84.6,317.0,37.0,0.0,1.0,0.0,20.0,23.0,87.0,2.0,2.0,100.0,0,0.0,1.0,1.0,1.0,0.0,2.0,June-29-2020,Burnley,Crystal Palace
8630,Josh Brownhill,8.0,eng ENG,"CM,RW",90.0,24.0,29.0,82.8,294.0,67.0,2.0,3.0,66.7,20.0,23.0,87.0,2.0,3.0,66.7,0,0.0,1.0,1.0,1.0,0.0,2.0,June-29-2020,Burnley,Crystal Palace
8631,Jack Cork,4.0,eng ENG,DM,69.0,22.0,27.0,81.5,406.0,65.0,0.0,1.0,0.0,16.0,20.0,80.0,6.0,6.0,100.0,0,0.0,0.0,1.0,0.0,0.0,0.0,June-29-2020,Burnley,Crystal Palace
8632,Kevin Long,28.0,ie IRL,CB,21.0,1.0,3.0,33.3,23.0,0.0,0.0,0.0,,1.0,3.0,33.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,June-29-2020,Burnley,Crystal Palace
8633,Ashley Westwood,18.0,eng ENG,"DM,CM",90.0,52.0,64.0,81.3,1051.0,306.0,0.0,2.0,0.0,35.0,37.0,94.6,17.0,25.0,68.0,1,0.1,2.0,3.0,2.0,0.0,6.0,June-29-2020,Burnley,Crystal Palace
8634,Charlie Taylor,3.0,eng ENG,"LB,WB",90.0,41.0,55.0,74.5,649.0,101.0,0.0,3.0,0.0,38.0,42.0,90.5,3.0,10.0,30.0,0,0.0,0.0,1.0,0.0,0.0,3.0,June-29-2020,Burnley,Crystal Palace
8635,Ben Mee,6.0,eng ENG,CB,90.0,37.0,55.0,67.3,903.0,537.0,0.0,0.0,,22.0,26.0,84.6,15.0,29.0,51.7,0,0.0,0.0,4.0,0.0,0.0,5.0,June-29-2020,Burnley,Crystal Palace
8636,James Tarkowski,5.0,eng ENG,CB,90.0,18.0,32.0,56.3,368.0,69.0,0.0,1.0,0.0,15.0,20.0,75.0,3.0,11.0,27.3,0,0.1,1.0,3.0,0.0,0.0,2.0,June-29-2020,Burnley,Crystal Palace
8637,Phil Bardsley,26.0,sco SCO,"RB,WB",90.0,30.0,38.0,78.9,566.0,235.0,1.0,1.0,100.0,20.0,25.0,80.0,9.0,12.0,75.0,0,0.0,0.0,1.0,0.0,0.0,4.0,June-29-2020,Burnley,Crystal Palace
8638,Nick Pope,1.0,eng ENG,GK,90.0,8.0,20.0,40.0,321.0,202.0,0.0,0.0,,1.0,1.0,100.0,7.0,19.0,36.8,0,0.0,0.0,0.0,0.0,0.0,0.0,June-29-2020,Burnley,Crystal Palace
8639,Aaron Connolly,44.0,ie IRL,FW,86.0,9.0,10.0,90.0,85.0,24.0,2.0,2.0,100.0,7.0,7.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,June-30-2020,Brighton,Manchester Utd
8640,Solly March,20.0,eng ENG,FW,4.0,2.0,3.0,66.7,28.0,0.0,0.0,0.0,,2.0,2.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,June-30-2020,Brighton,Manchester Utd
8641,Alexis Mac Allister,10.0,ar ARG,"FW,CM",80.0,26.0,36.0,72.2,525.0,121.0,0.0,1.0,0.0,18.0,23.0,78.3,8.0,12.0,66.7,0,0.3,4.0,1.0,1.0,1.0,4.0,June-30-2020,Brighton,Manchester Utd
8642,Aaron Mooy,18.0,au AUS,CM,10.0,3.0,5.0,60.0,133.0,70.0,0.0,0.0,,0.0,1.0,0.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,0.0,1.0,June-30-2020,Brighton,Manchester Utd
8643,Yves Bissouma,8.0,ml MLI,"DM,CM",90.0,32.0,35.0,91.4,553.0,172.0,0.0,0.0,,26.0,27.0,96.3,6.0,8.0,75.0,0,0.0,0.0,2.0,0.0,0.0,6.0,June-30-2020,Brighton,Manchester Utd
8644,Tariq Lamptey,2.0,eng ENG,CM,45.0,6.0,10.0,60.0,112.0,24.0,0.0,3.0,0.0,3.0,4.0,75.0,3.0,3.0,100.0,0,0.0,0.0,0.0,1.0,1.0,1.0,June-30-2020,Brighton,Manchester Utd
8645,Leandro Trossard,11.0,be BEL,CM,45.0,19.0,23.0,82.6,374.0,185.0,0.0,2.0,0.0,13.0,14.0,92.9,6.0,7.0,85.7,0,0.1,1.0,3.0,0.0,0.0,6.0,June-30-2020,Brighton,Manchester Utd
8646,Dale Stephens,6.0,eng ENG,DM,90.0,38.0,42.0,90.5,857.0,147.0,0.0,2.0,0.0,23.0,24.0,95.8,15.0,16.0,93.8,0,0.0,0.0,6.0,0.0,0.0,2.0,June-30-2020,Brighton,Manchester Utd
8647,Davy PrÃ¶pper,24.0,nl NED,DM,45.0,12.0,21.0,57.1,218.0,78.0,1.0,2.0,50.0,9.0,13.0,69.2,2.0,6.0,33.3,0,0.0,0.0,1.0,0.0,0.0,0.0,June-30-2020,Brighton,Manchester Utd
8648,Neal Maupay,7.0,fr FRA,FW,45.0,10.0,13.0,76.9,141.0,40.0,0.0,0.0,,9.0,11.0,81.8,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,0.0,2.0,June-30-2020,Brighton,Manchester Utd
8649,Dan Burn,33.0,eng ENG,LB,90.0,21.0,32.0,65.6,334.0,158.0,0.0,1.0,0.0,18.0,22.0,81.8,3.0,9.0,33.3,0,0.0,0.0,2.0,0.0,0.0,1.0,June-30-2020,Brighton,Manchester Utd
8650,Lewis Dunk,5.0,eng ENG,CB,80.0,33.0,41.0,80.5,734.0,186.0,0.0,0.0,,24.0,27.0,88.9,9.0,14.0,64.3,0,0.0,0.0,0.0,0.0,0.0,0.0,June-30-2020,Brighton,Manchester Utd
8651,Bernardo,30.0,br BRA,CB,10.0,4.0,5.0,80.0,86.0,10.0,0.0,0.0,,2.0,3.0,66.7,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,June-30-2020,Brighton,Manchester Utd
8652,Shane Duffy,4.0,ie IRL,CB,90.0,40.0,45.0,88.9,928.0,204.0,0.0,1.0,0.0,27.0,28.0,96.4,13.0,16.0,81.3,0,0.0,0.0,1.0,0.0,0.0,1.0,June-30-2020,Brighton,Manchester Utd
8653,MartÃ­n Montoya,22.0,es ESP,RB,90.0,33.0,37.0,89.2,603.0,240.0,0.0,0.0,,27.0,30.0,90.0,6.0,7.0,85.7,0,0.0,0.0,1.0,0.0,0.0,4.0,June-30-2020,Brighton,Manchester Utd
8654,Mathew Ryan,1.0,au AUS,GK,90.0,30.0,37.0,81.1,853.0,410.0,0.0,0.0,,17.0,17.0,100.0,13.0,20.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0,June-30-2020,Brighton,Manchester Utd
8655,Anthony Martial,9.0,fr FRA,FW,77.0,16.0,19.0,84.2,212.0,35.0,0.0,2.0,0.0,15.0,16.0,93.8,1.0,1.0,100.0,0,0.0,0.0,1.0,1.0,0.0,1.0,June-30-2020,Manchester Utd,Brighton
8656,Odion Ighalo,25.0,ng NGA,FW,13.0,3.0,3.0,100.0,31.0,0.0,0.0,0.0,,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,June-30-2020,Manchester Utd,Brighton
8657,Marcus Rashford,10.0,eng ENG,"LW,RW",77.0,45.0,54.0,83.3,821.0,281.0,1.0,1.0,100.0,32.0,40.0,80.0,12.0,13.0,92.3,0,0.0,0.0,3.0,3.0,0.0,10.0,June-30-2020,Manchester Utd,Brighton
8658,Daniel James,21.0,wal WAL,RW,13.0,8.0,11.0,72.7,133.0,4.0,1.0,2.0,50.0,6.0,8.0,75.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,June-30-2020,Manchester Utd,Brighton
8659,Mason Greenwood,26.0,eng ENG,"RW,LW",90.0,36.0,40.0,90.0,669.0,86.0,1.0,1.0,100.0,26.0,30.0,86.7,9.0,9.0,100.0,1,0.1,1.0,2.0,1.0,1.0,4.0,June-30-2020,Manchester Utd,Brighton
8660,Bruno Fernandes,18.0,pt POR,AM,63.0,27.0,40.0,67.5,493.0,112.0,0.0,0.0,,23.0,31.0,74.2,4.0,9.0,44.4,0,0.0,1.0,2.0,1.0,0.0,2.0,June-30-2020,Manchester Utd,Brighton
8661,Andreas Pereira,15.0,br BRA,AM,27.0,12.0,14.0,85.7,244.0,84.0,0.0,0.0,,8.0,8.0,100.0,4.0,6.0,66.7,0,0.1,2.0,3.0,0.0,0.0,3.0,June-30-2020,Manchester Utd,Brighton
8662,Nemanja MatiÄ,31.0,rs SRB,DM,90.0,79.0,84.0,94.0,1485.0,348.0,2.0,5.0,40.0,61.0,61.0,100.0,16.0,18.0,88.9,0,0.0,0.0,8.0,0.0,0.0,3.0,June-30-2020,Manchester Utd,Brighton
8663,Paul Pogba,6.0,fr FRA,DM,63.0,50.0,59.0,84.7,991.0,292.0,0.0,2.0,0.0,40.0,44.0,90.9,10.0,13.0,76.9,1,0.1,1.0,8.0,1.0,0.0,8.0,June-30-2020,Manchester Utd,Brighton
8664,Scott McTominay,39.0,sco SCO,DM,27.0,20.0,21.0,95.2,397.0,92.0,0.0,1.0,0.0,15.0,15.0,100.0,5.0,5.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,June-30-2020,Manchester Utd,Brighton
8665,Luke Shaw,23.0,eng ENG,LB,63.0,51.0,61.0,83.6,794.0,157.0,2.0,7.0,28.6,43.0,48.0,89.6,6.0,6.0,100.0,0,0.0,0.0,2.0,1.0,1.0,1.0,June-30-2020,Manchester Utd,Brighton
8666,Brandon Williams,53.0,eng ENG,LB,27.0,22.0,23.0,95.7,353.0,179.0,1.0,2.0,50.0,18.0,18.0,100.0,3.0,3.0,100.0,0,0.1,1.0,1.0,0.0,0.0,5.0,June-30-2020,Manchester Utd,Brighton
8667,Harry Maguire,5.0,eng ENG,CB,90.0,84.0,92.0,91.3,1918.0,581.0,1.0,2.0,50.0,56.0,58.0,96.6,27.0,32.0,84.4,0,0.0,1.0,7.0,0.0,0.0,4.0,June-30-2020,Manchester Utd,Brighton
8668,Victor LindelÃ¶f,2.0,se SWE,CB,90.0,54.0,59.0,91.5,1160.0,280.0,0.0,0.0,,35.0,36.0,97.2,19.0,23.0,82.6,0,0.0,0.0,1.0,0.0,0.0,0.0,June-30-2020,Manchester Utd,Brighton
8669,Aaron Wan-Bissaka,29.0,eng ENG,RB,90.0,44.0,49.0,89.8,582.0,247.0,1.0,4.0,25.0,41.0,43.0,95.3,2.0,2.0,100.0,1,0.1,2.0,0.0,1.0,0.0,3.0,June-30-2020,Manchester Utd,Brighton
8670,David de Gea,1.0,es ESP,GK,90.0,20.0,23.0,87.0,445.0,127.0,0.0,0.0,,16.0,16.0,100.0,4.0,7.0,57.1,0,0.0,0.0,0.0,0.0,0.0,0.0,June-30-2020,Manchester Utd,Brighton
8671,Alexandre Lacazette,9.0,fr FRA,FW,75.0,16.0,18.0,88.9,260.0,21.0,0.0,1.0,0.0,14.0,15.0,93.3,2.0,2.0,100.0,0,0.0,0.0,2.0,0.0,0.0,0.0,July-1-2020,Arsenal,Norwich City
8672,Eddie Nketiah,30.0,eng ENG,FW,15.0,5.0,6.0,83.3,73.0,23.0,0.0,1.0,0.0,4.0,4.0,100.0,1.0,1.0,100.0,0,0.0,1.0,1.0,0.0,0.0,1.0,July-1-2020,Arsenal,Norwich City
8673,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,81.0,13.0,21.0,61.9,203.0,33.0,0.0,1.0,0.0,11.0,17.0,64.7,2.0,3.0,66.7,1,0.1,1.0,0.0,2.0,0.0,2.0,July-1-2020,Arsenal,Norwich City
8674,Nicolas PÃ©pÃ©,19.0,ci CIV,"FW,LW",9.0,3.0,3.0,100.0,41.0,14.0,0.0,0.0,,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,1.0,July-1-2020,Arsenal,Norwich City
8675,Reiss Nelson,24.0,eng ENG,RW,57.0,17.0,18.0,94.4,249.0,43.0,1.0,1.0,100.0,14.0,14.0,100.0,2.0,3.0,66.7,0,0.3,3.0,0.0,1.0,1.0,2.0,July-1-2020,Arsenal,Norwich City
8676,Joe Willock,28.0,eng ENG,"RW,AM",33.0,14.0,16.0,87.5,313.0,26.0,0.0,1.0,0.0,10.0,11.0,90.9,4.0,4.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,Arsenal,Norwich City
8677,Granit Xhaka,34.0,ch SUI,CM,90.0,47.0,50.0,94.0,911.0,194.0,0.0,0.0,,35.0,36.0,97.2,12.0,14.0,85.7,0,0.1,1.0,7.0,0.0,0.0,4.0,July-1-2020,Arsenal,Norwich City
8678,Dani Ceballos,8.0,es ESP,CM,90.0,58.0,67.0,86.6,1269.0,379.0,0.0,1.0,0.0,38.0,41.0,92.7,20.0,25.0,80.0,0,0.1,1.0,7.0,6.0,1.0,11.0,July-1-2020,Arsenal,Norwich City
8679,Kieran Tierney,3.0,sco SCO,WB,90.0,28.0,39.0,71.8,517.0,228.0,0.0,2.0,0.0,24.0,28.0,85.7,4.0,9.0,44.4,0,0.0,0.0,3.0,0.0,0.0,6.0,July-1-2020,Arsenal,Norwich City
8680,HÃ©ctor BellerÃ­n,2.0,es ESP,WB,76.0,34.0,39.0,87.2,565.0,159.0,1.0,3.0,33.3,27.0,29.0,93.1,6.0,7.0,85.7,0,0.0,0.0,2.0,1.0,1.0,4.0,July-1-2020,Arsenal,Norwich City
8681,CÃ©dric Soares,17.0,pt POR,WB,14.0,7.0,11.0,63.6,144.0,61.0,1.0,1.0,100.0,5.0,6.0,83.3,1.0,4.0,25.0,0,0.0,0.0,1.0,1.0,1.0,3.0,July-1-2020,Arsenal,Norwich City
8682,Sead KolaÅ¡inac,31.0,ba BIH,CB,90.0,59.0,67.0,88.1,900.0,278.0,0.0,2.0,0.0,56.0,59.0,94.9,3.0,6.0,50.0,0,0.0,0.0,4.0,0.0,0.0,3.0,July-1-2020,Arsenal,Norwich City
8683,David Luiz,23.0,br BRA,CB,90.0,48.0,54.0,88.9,1290.0,457.0,0.0,0.0,,23.0,24.0,95.8,25.0,30.0,83.3,0,0.0,0.0,3.0,0.0,0.0,3.0,July-1-2020,Arsenal,Norwich City
8684,Shkodran Mustafi,20.0,de GER,CB,45.0,37.0,50.0,74.0,984.0,265.0,0.0,1.0,0.0,16.0,24.0,66.7,21.0,25.0,84.0,0,0.0,0.0,5.0,0.0,0.0,4.0,July-1-2020,Arsenal,Norwich City
8685,Rob Holding,16.0,eng ENG,CB,45.0,10.0,13.0,76.9,245.0,62.0,0.0,0.0,,4.0,5.0,80.0,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,0.0,2.0,July-1-2020,Arsenal,Norwich City
8686,Emiliano MartÃ­nez,26.0,ar ARG,GK,90.0,14.0,23.0,60.9,453.0,271.0,1.0,1.0,100.0,5.0,5.0,100.0,8.0,17.0,47.1,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Arsenal,Norwich City
8687,Teemu Pukki,22.0,fi FIN,FW,45.0,8.0,8.0,100.0,94.0,21.0,0.0,0.0,,8.0,8.0,100.0,0.0,0.0,,0,0.0,1.0,1.0,0.0,0.0,1.0,July-1-2020,Norwich City,Arsenal
8688,Josip DrmiÄ,20.0,ch SUI,FW,45.0,11.0,19.0,57.9,158.0,40.0,0.0,1.0,0.0,10.0,14.0,71.4,1.0,4.0,25.0,0,0.0,0.0,2.0,0.0,0.0,2.0,July-1-2020,Norwich City,Arsenal
8689,Todd Cantwell,14.0,eng ENG,"CM,AM",74.0,30.0,36.0,83.3,470.0,76.0,0.0,0.0,,24.0,27.0,88.9,6.0,9.0,66.7,0,0.0,1.0,3.0,0.0,0.0,4.0,July-1-2020,Norwich City,Arsenal
8690,Marco Stiepermann,18.0,de GER,AM,16.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Norwich City,Arsenal
8691,Kenny McLean,23.0,sco SCO,"DM,CM",90.0,49.0,58.0,84.5,864.0,266.0,0.0,2.0,0.0,42.0,42.0,100.0,7.0,14.0,50.0,0,0.0,0.0,4.0,0.0,0.0,3.0,July-1-2020,Norwich City,Arsenal
8692,Lukas Rupp,7.0,de GER,"CM,DM",74.0,23.0,32.0,71.9,365.0,57.0,1.0,4.0,25.0,19.0,22.0,86.4,3.0,6.0,50.0,0,0.0,0.0,3.0,0.0,0.0,0.0,July-1-2020,Norwich City,Arsenal
8693,Mario VranÄiÄ,8.0,ba BIH,DM,16.0,4.0,8.0,50.0,76.0,3.0,0.0,2.0,0.0,3.0,4.0,75.0,1.0,2.0,50.0,0,0.0,0.0,1.0,0.0,0.0,0.0,July-1-2020,Norwich City,Arsenal
8694,Emi BuendÃ­a,17.0,ar ARG,CM,45.0,11.0,15.0,73.3,211.0,51.0,0.0,0.0,,7.0,9.0,77.8,4.0,6.0,66.7,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,Norwich City,Arsenal
8695,Onel HernÃ¡ndez,11.0,cu CUB,WB,45.0,10.0,10.0,100.0,144.0,27.0,0.0,0.0,,10.0,10.0,100.0,0.0,0.0,,0,0.0,1.0,0.0,0.0,0.0,1.0,July-1-2020,Norwich City,Arsenal
8696,Tom Trybull,19.0,de GER,DM,45.0,12.0,15.0,80.0,217.0,27.0,0.0,1.0,0.0,9.0,9.0,100.0,3.0,5.0,60.0,0,0.0,1.0,0.0,0.0,0.0,0.0,July-1-2020,Norwich City,Arsenal
8697,Adam Idah,35.0,ie IRL,FW,45.0,10.0,13.0,76.9,168.0,44.0,1.0,2.0,50.0,7.0,9.0,77.8,2.0,2.0,100.0,0,0.1,1.0,2.0,0.0,0.0,2.0,July-1-2020,Norwich City,Arsenal
8698,Jamal Lewis,12.0,nir NIR,"LB,CB",90.0,34.0,45.0,75.6,589.0,167.0,1.0,2.0,50.0,28.0,32.0,87.5,5.0,11.0,45.5,0,0.0,0.0,1.0,0.0,0.0,4.0,July-1-2020,Norwich City,Arsenal
8699,Alexander Tettey,27.0,no NOR,CB,90.0,46.0,52.0,88.5,924.0,219.0,0.0,0.0,,36.0,39.0,92.3,10.0,13.0,76.9,0,0.0,0.0,0.0,0.0,0.0,1.0,July-1-2020,Norwich City,Arsenal
8700,Ben Godfrey,4.0,eng ENG,CB,90.0,53.0,60.0,88.3,1136.0,227.0,0.0,1.0,0.0,43.0,47.0,91.5,10.0,12.0,83.3,0,0.0,1.0,3.0,0.0,0.0,4.0,July-1-2020,Norwich City,Arsenal
8701,Max Aarons,2.0,eng ENG,"WB,RB",90.0,19.0,28.0,67.9,309.0,43.0,0.0,3.0,0.0,17.0,22.0,77.3,2.0,3.0,66.7,0,0.0,0.0,0.0,2.0,0.0,2.0,July-1-2020,Norwich City,Arsenal
8702,Tim Krul,1.0,nl NED,GK,90.0,38.0,54.0,70.4,1211.0,773.0,0.0,0.0,,16.0,16.0,100.0,22.0,38.0,57.9,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Norwich City,Arsenal
8703,Richarlison,7.0,br BRA,FW,56.0,9.0,13.0,69.2,185.0,46.0,0.0,0.0,,7.0,11.0,63.6,2.0,2.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,Everton,Leicester City
8704,Tom Davies,26.0,eng ENG,DM,34.0,15.0,17.0,88.2,191.0,118.0,1.0,1.0,100.0,13.0,15.0,86.7,1.0,1.0,100.0,0,0.0,0.0,1.0,2.0,0.0,4.0,July-1-2020,Everton,Leicester City
8705,Dominic Calvert-Lewin,9.0,eng ENG,FW,90.0,18.0,27.0,66.7,229.0,22.0,1.0,1.0,100.0,17.0,24.0,70.8,0.0,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,July-1-2020,Everton,Leicester City
8706,Anthony Gordon,42.0,eng ENG,"CM,FW",78.0,15.0,20.0,75.0,280.0,100.0,0.0,1.0,0.0,13.0,16.0,81.3,2.0,3.0,66.7,1,0.3,2.0,2.0,0.0,0.0,2.0,July-1-2020,Everton,Leicester City
8707,Bernard,20.0,br BRA,FW,12.0,5.0,6.0,83.3,81.0,38.0,0.0,1.0,0.0,4.0,4.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Everton,Leicester City
8708,Alex Iwobi,17.0,ng NGA,CM,67.0,13.0,16.0,81.3,262.0,62.0,0.0,1.0,0.0,12.0,13.0,92.3,1.0,2.0,50.0,0,0.0,1.0,1.0,2.0,2.0,3.0,July-1-2020,Everton,Leicester City
8709,Yerry Mina,13.0,co COL,CB,23.0,2.0,2.0,100.0,40.0,22.0,0.0,0.0,,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Everton,Leicester City
8710,Gylfi SigurÃ°sson,10.0,is ISL,"DM,CM",90.0,27.0,32.0,84.4,485.0,48.0,1.0,1.0,100.0,21.0,23.0,91.3,5.0,8.0,62.5,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Everton,Leicester City
8711,AndrÃ© Gomes,21.0,pt POR,"DM,CM",90.0,30.0,39.0,76.9,810.0,188.0,0.0,1.0,0.0,16.0,18.0,88.9,14.0,20.0,70.0,0,0.0,0.0,4.0,1.0,0.0,4.0,July-1-2020,Everton,Leicester City
8712,Lucas Digne,12.0,fr FRA,"LB,WB",90.0,29.0,40.0,72.5,546.0,320.0,1.0,1.0,100.0,23.0,26.0,88.5,5.0,13.0,38.5,0,0.1,2.0,3.0,1.0,1.0,8.0,July-1-2020,Everton,Leicester City
8713,Mason Holgate,2.0,eng ENG,CB,90.0,27.0,29.0,93.1,787.0,224.0,0.0,1.0,0.0,12.0,12.0,100.0,15.0,16.0,93.8,0,0.0,0.0,1.0,0.0,0.0,2.0,July-1-2020,Everton,Leicester City
8714,Michael Keane,5.0,eng ENG,CB,90.0,23.0,32.0,71.9,571.0,237.0,0.0,1.0,0.0,12.0,12.0,100.0,11.0,19.0,57.9,0,0.0,0.0,1.0,0.0,0.0,0.0,July-1-2020,Everton,Leicester City
8715,SÃ©amus Coleman,23.0,ie IRL,"RB,WB",90.0,27.0,37.0,73.0,498.0,245.0,0.0,0.0,,24.0,28.0,85.7,3.0,9.0,33.3,0,0.0,0.0,4.0,0.0,0.0,3.0,July-1-2020,Everton,Leicester City
8716,Jordan Pickford,1.0,eng ENG,GK,90.0,28.0,44.0,63.6,1159.0,877.0,0.0,0.0,,13.0,13.0,100.0,15.0,31.0,48.4,0,0.0,0.0,4.0,0.0,0.0,0.0,July-1-2020,Everton,Leicester City
8717,Jamie Vardy,9.0,eng ENG,FW,90.0,13.0,18.0,72.2,240.0,51.0,0.0,0.0,,10.0,13.0,76.9,3.0,5.0,60.0,0,0.1,1.0,2.0,1.0,0.0,3.0,July-1-2020,Leicester City,Everton
8718,Harvey Barnes,15.0,eng ENG,CM,45.0,8.0,10.0,80.0,101.0,23.0,1.0,1.0,100.0,7.0,9.0,77.8,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,July-1-2020,Leicester City,Everton
8719,Kelechi Iheanacho,14.0,ng NGA,CM,45.0,15.0,17.0,88.2,170.0,3.0,2.0,3.0,66.7,12.0,12.0,100.0,1.0,2.0,50.0,0,0.1,1.0,0.0,0.0,0.0,0.0,July-1-2020,Leicester City,Everton
8720,Youri Tielemans,8.0,be BEL,CM,80.0,44.0,45.0,97.8,890.0,211.0,1.0,1.0,100.0,34.0,35.0,97.1,9.0,9.0,100.0,0,0.0,0.0,7.0,4.0,1.0,8.0,July-1-2020,Leicester City,Everton
8721,Ayoze PÃ©rez,17.0,es ESP,CM,10.0,2.0,3.0,66.7,20.0,6.0,0.0,0.0,,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Leicester City,Everton
8722,Dennis Praet,26.0,be BEL,CM,45.0,16.0,19.0,84.2,262.0,54.0,1.0,2.0,50.0,12.0,13.0,92.3,3.0,4.0,75.0,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,Leicester City,Everton
8723,James Maddison,10.0,eng ENG,CM,45.0,36.0,41.0,87.8,688.0,139.0,1.0,2.0,50.0,25.0,26.0,96.2,10.0,13.0,76.9,0,0.0,1.0,5.0,1.0,0.0,5.0,July-1-2020,Leicester City,Everton
8724,Marc Albrighton,11.0,eng ENG,CM,80.0,23.0,40.0,57.5,375.0,80.0,0.0,0.0,,20.0,28.0,71.4,3.0,12.0,25.0,0,0.2,3.0,0.0,0.0,0.0,2.0,July-1-2020,Leicester City,Everton
